x,y,z,marker
7.762,-12.69,-33.96,0
7.802,-90.985,-35.333,1
-7.174,4.855,-34.2,2
-3.134,-102.139,-44.365,3
7.749,-12.688,-33.975,0
7.823,-90.979,-35.317,1
-7.2,4.853,-34.199,2
-3.141,-102.151,-44.358,3
7.746,-12.68,-33.99,0
7.86,-90.953,-35.302,1
-7.213,4.858,-34.193,2
-3.157,-102.15,-44.349,3
7.737,-12.658,-34.001,0
7.85,-90.959,-35.315,1
-7.217,4.855,-34.186,2
-3.171,-102.163,-44.35,3
7.736,-12.65,-33.998,0
7.861,-90.944,-35.319,1
-7.231,4.854,-34.179,2
-3.177,-102.167,-44.35,3
7.714,-12.636,-34.009,0
7.858,-90.948,-35.322,1
-7.25,4.869,-34.175,2
-3.182,-102.17,-44.336,3
7.723,-12.642,-34.021,0
7.859,-90.958,-35.319,1
-7.3,4.882,-34.163,2
-3.198,-102.184,-44.334,3
7.721,-12.645,-34.031,0
7.855,-90.954,-35.33,1
-7.322,4.912,-34.151,2
-3.22,-102.161,-44.336,3
7.718,-12.627,-34.038,0
7.859,-90.948,-35.346,1
-7.306,4.923,-34.147,2
-3.227,-102.167,-44.332,3
7.72,-12.606,-34.038,0
7.855,-90.96,-35.344,1
-7.283,4.933,-34.147,2
-3.232,-102.158,-44.33,3
7.721,-12.597,-34.046,0
7.856,-90.961,-35.338,1
-7.276,4.935,-34.152,2
-3.22,-102.169,-44.33,3
7.72,-12.585,-34.05,0
7.85,-90.974,-35.345,1
-7.275,4.935,-34.159,2
-3.212,-102.173,-44.332,3
7.721,-12.589,-34.046,0
7.844,-90.964,-35.353,1
-7.266,4.935,-34.164,2
-3.217,-102.187,-44.339,3
7.713,-12.572,-34.047,0
7.847,-90.96,-35.352,1
-7.258,4.932,-34.167,2
-3.208,-102.2,-44.338,3
7.72,-12.561,-34.062,0
7.844,-90.96,-35.351,1
-7.251,4.926,-34.169,2
-3.204,-102.208,-44.339,3
7.729,-12.543,-34.066,0
7.841,-90.978,-35.354,1
-7.249,4.928,-34.182,2
-3.194,-102.208,-44.337,3
7.706,-12.543,-34.08,0
7.824,-90.984,-35.368,1
-7.245,4.919,-34.187,2
-3.181,-102.223,-44.337,3
7.679,-12.517,-34.088,0
7.809,-90.995,-35.373,1
-7.218,4.921,-34.191,2
-3.19,-102.228,-44.34,3
7.677,-12.509,-34.107,0
7.806,-91.008,-35.377,1
-7.213,4.921,-34.189,2
-3.203,-102.226,-44.334,3
7.695,-12.509,-34.107,0
7.784,-91.045,-35.372,1
-7.201,4.921,-34.19,2
-3.218,-102.218,-44.332,3
7.687,-12.515,-34.111,0
7.757,-91.079,-35.372,1
-7.201,4.913,-34.189,2
-3.228,-102.216,-44.324,3
7.688,-12.517,-34.101,0
7.773,-91.091,-35.367,1
-7.208,4.9,-34.188,2
-3.231,-102.212,-44.323,3
7.689,-12.525,-34.109,0
7.717,-91.118,-35.392,1
-7.212,4.898,-34.186,2
-3.241,-102.21,-44.324,3
7.696,-12.529,-34.116,0
7.735,-91.105,-35.394,1
-7.222,4.896,-34.182,2
-3.242,-102.214,-44.319,3
7.691,-12.52,-34.119,0
7.745,-91.104,-35.399,1
-7.233,4.899,-34.177,2
-3.259,-102.232,-44.323,3
7.69,-12.522,-34.127,0
7.766,-91.111,-35.388,1
-7.235,4.901,-34.176,2
-3.248,-102.241,-44.314,3
7.696,-12.521,-34.132,0
7.775,-91.103,-35.399,1
-7.245,4.907,-34.174,2
-3.251,-102.24,-44.312,3
7.69,-12.53,-34.143,0
7.793,-91.1,-35.397,1
-7.258,4.908,-34.178,2
-3.254,-102.236,-44.305,3
7.69,-12.527,-34.151,0
7.805,-91.099,-35.403,1
-7.273,4.906,-34.179,2
-3.263,-102.24,-44.302,3
7.701,-12.529,-34.162,0
7.816,-91.094,-35.404,1
-7.258,4.902,-34.181,2
-3.279,-102.249,-44.286,3
7.7,-12.533,-34.188,0
7.821,-91.083,-35.409,1
-7.246,4.901,-34.181,2
-3.282,-102.249,-44.277,3
7.698,-12.515,-34.211,0
7.828,-91.098,-35.401,1
-7.23,4.9,-34.19,2
-3.267,-102.253,-44.265,3
7.685,-12.507,-34.215,0
7.826,-91.113,-35.398,1
-7.218,4.889,-34.202,2
-3.265,-102.248,-44.265,3
7.7,-12.511,-34.225,0
7.826,-91.119,-35.392,1
-7.186,4.876,-34.208,2
-3.265,-102.251,-44.263,3
7.72,-12.515,-34.24,0
7.822,-91.119,-35.388,1
-7.168,4.883,-34.213,2
-3.258,-102.26,-44.262,3
7.733,-12.526,-34.245,0
7.809,-91.133,-35.39,1
-7.154,4.879,-34.215,2
-3.246,-102.273,-44.256,3
7.734,-12.527,-34.25,0
7.793,-91.146,-35.399,1
-7.136,4.877,-34.218,2
-3.228,-102.268,-44.25,3
7.729,-12.534,-34.26,0
7.799,-91.186,-35.399,1
-7.137,4.881,-34.226,2
-3.199,-102.27,-44.243,3
7.747,-12.525,-34.268,0
7.789,-91.223,-35.4,1
-7.143,4.887,-34.23,2
-3.199,-102.266,-44.24,3
7.765,-12.518,-34.267,0
7.789,-91.215,-35.395,1
-7.135,4.88,-34.234,2
-3.207,-102.27,-44.24,3
7.773,-12.513,-34.27,0
7.785,-91.205,-35.39,1
-7.119,4.871,-34.23,2
-3.218,-102.273,-44.242,3
7.769,-12.506,-34.28,0
7.792,-91.216,-35.397,1
-7.131,4.87,-34.226,2
-3.231,-102.27,-44.244,3
7.762,-12.51,-34.287,0
7.793,-91.224,-35.403,1
-7.146,4.871,-34.22,2
-3.229,-102.274,-44.236,3
7.764,-12.503,-34.288,0
7.799,-91.218,-35.405,1
-7.157,4.875,-34.214,2
-3.222,-102.28,-44.236,3
7.771,-12.497,-34.291,0
7.787,-91.235,-35.404,1
-7.172,4.88,-34.211,2
-3.212,-102.284,-44.233,3
7.754,-12.488,-34.296,0
7.786,-91.235,-35.397,1
-7.194,4.878,-34.198,2
-3.203,-102.278,-44.232,3
7.759,-12.482,-34.31,0
7.811,-91.233,-35.382,1
-7.201,4.868,-34.193,2
-3.215,-102.278,-44.235,3
7.779,-12.463,-34.314,0
7.825,-91.218,-35.386,1
-7.202,4.861,-34.2,2
-3.217,-102.281,-44.23,3
7.783,-12.468,-34.313,0
7.842,-91.204,-35.389,1
-7.198,4.859,-34.205,2
-3.222,-102.282,-44.234,3
7.797,-12.448,-34.327,0
7.86,-91.196,-35.383,1
-7.205,4.866,-34.207,2
-3.23,-102.285,-44.232,3
7.813,-12.448,-34.335,0
7.873,-91.194,-35.389,1
-7.191,4.862,-34.208,2
-3.243,-102.284,-44.235,3
7.797,-12.449,-34.334,0
7.874,-91.191,-35.385,1
-7.166,4.862,-34.205,2
-3.24,-102.289,-44.235,3
7.789,-12.444,-34.331,0
7.871,-91.185,-35.393,1
-7.15,4.861,-34.211,2
-3.241,-102.288,-44.236,3
7.771,-12.44,-34.324,0
7.881,-91.169,-35.385,1
-7.141,4.86,-34.219,2
-3.237,-102.285,-44.236,3
7.775,-12.447,-34.335,0
7.873,-91.168,-35.388,1
-7.144,4.868,-34.219,2
-3.23,-102.281,-44.233,3
7.771,-12.449,-34.352,0
7.87,-91.172,-35.384,1
-7.141,4.864,-34.218,2
-3.21,-102.286,-44.224,3
7.75,-12.444,-34.357,0
7.865,-91.182,-35.391,1
-7.134,4.861,-34.218,2
-3.192,-102.286,-44.224,3
7.729,-12.435,-34.359,0
7.85,-91.193,-35.404,1
-7.115,4.861,-34.217,2
-3.195,-102.291,-44.231,3
7.738,-12.44,-34.358,0
7.84,-91.211,-35.401,1
-7.124,4.857,-34.223,2
-3.193,-102.299,-44.228,3
7.745,-12.438,-34.348,0
7.816,-91.217,-35.416,1
-7.122,4.858,-34.224,2
-3.202,-102.298,-44.229,3
7.749,-12.436,-34.345,0
7.808,-91.242,-35.421,1
-7.128,4.864,-34.22,2
-3.206,-102.304,-44.226,3
7.754,-12.434,-34.354,0
7.799,-91.266,-35.425,1
-7.138,4.864,-34.216,2
-3.227,-102.314,-44.234,3
7.764,-12.449,-34.351,0
7.805,-91.282,-35.426,1
-7.138,4.866,-34.21,2
-3.225,-102.321,-44.226,3
7.778,-12.448,-34.352,0
7.801,-91.323,-35.426,1
-7.145,4.87,-34.21,2
-3.237,-102.331,-44.231,3
