x,y,z,marker
7.981,-18.678,-32.291,0
8.493,-79.75,-34.171,1
-7.273,1.307,-30.299,2
-6.993,-104.275,-38.001,3
8.026,-18.677,-32.274,0
8.485,-79.749,-34.177,1
-7.27,1.308,-30.3,2
-7.008,-104.278,-37.998,3
8.045,-18.672,-32.281,0
8.48,-79.747,-34.186,1
-7.266,1.31,-30.301,2
-7.066,-104.253,-38.011,3
8.03,-18.68,-32.278,0
8.475,-79.738,-34.179,1
-7.265,1.313,-30.3,2
-7.12,-104.258,-38.01,3
7.988,-18.677,-32.263,0
8.48,-79.736,-34.172,1
-7.271,1.313,-30.299,2
-7.145,-104.238,-38.031,3
7.982,-18.666,-32.257,0
8.47,-79.72,-34.169,1
-7.273,1.314,-30.295,2
-7.106,-104.25,-38.014,3
7.98,-18.667,-32.262,0
8.456,-79.726,-34.186,1
-7.265,1.312,-30.294,2
-7.091,-104.241,-38.027,3
7.98,-18.67,-32.258,0
8.464,-79.736,-34.18,1
-7.267,1.314,-30.293,2
-7.04,-104.261,-38.017,3
7.971,-18.662,-32.256,0
8.475,-79.74,-34.176,1
-7.28,1.319,-30.29,2
-7.024,-104.276,-38.027,3
7.963,-18.662,-32.25,0
8.468,-79.738,-34.189,1
-7.278,1.32,-30.292,2
-7.006,-104.299,-38.034,3
7.941,-18.662,-32.248,0
8.468,-79.726,-34.194,1
-7.279,1.321,-30.293,2
-7.005,-104.312,-38.038,3
7.947,-18.663,-32.245,0
8.474,-79.734,-34.199,1
-7.28,1.318,-30.297,2
-7.044,-104.305,-38.038,3
7.938,-18.659,-32.244,0
8.475,-79.747,-34.203,1
-7.289,1.321,-30.303,2
-7.07,-104.301,-38.037,3
7.926,-18.662,-32.246,0
8.468,-79.748,-34.211,1
-7.288,1.326,-30.305,2
-7.099,-104.295,-38.035,3
7.917,-18.661,-32.25,0
8.477,-79.757,-34.215,1
-7.295,1.33,-30.302,2
-7.102,-104.294,-38.032,3
7.908,-18.666,-32.257,0
8.478,-79.746,-34.213,1
-7.301,1.341,-30.298,2
-7.089,-104.302,-38.028,3
7.895,-18.677,-32.26,0
8.476,-79.736,-34.22,1
-7.292,1.348,-30.301,2
-7.095,-104.3,-38.031,3
7.884,-18.696,-32.25,0
8.486,-79.739,-34.222,1
-7.3,1.348,-30.301,2
-7.122,-104.287,-38.033,3
7.881,-18.698,-32.239,0
8.5,-79.748,-34.215,1
-7.309,1.353,-30.3,2
-7.164,-104.255,-38.043,3
7.866,-18.723,-32.226,0
8.511,-79.753,-34.216,1
-7.306,1.35,-30.304,2
-7.213,-104.257,-38.03,3
7.863,-18.743,-32.221,0
8.535,-79.757,-34.215,1
-7.312,1.348,-30.307,2
-7.228,-104.253,-38.042,3
7.876,-18.756,-32.199,0
8.544,-79.737,-34.218,1
-7.299,1.351,-30.307,2
-7.204,-104.269,-38.041,3
7.881,-18.762,-32.191,0
8.533,-79.729,-34.217,1
-7.287,1.35,-30.309,2
-7.157,-104.283,-38.043,3
7.893,-18.752,-32.187,0
8.524,-79.722,-34.22,1
-7.277,1.347,-30.312,2
-7.129,-104.289,-38.052,3
7.886,-18.743,-32.184,0
8.528,-79.729,-34.219,1
-7.275,1.346,-30.313,2
-7.143,-104.285,-38.047,3
7.877,-18.759,-32.175,0
8.551,-79.732,-34.211,1
-7.281,1.345,-30.315,2
-7.145,-104.268,-38.05,3
7.881,-18.754,-32.179,0
8.539,-79.743,-34.218,1
-7.28,1.348,-30.312,2
-7.132,-104.268,-38.044,3
7.879,-18.747,-32.174,0
8.533,-79.744,-34.217,1
-7.283,1.346,-30.312,2
-7.101,-104.27,-38.038,3
7.888,-18.74,-32.179,0
8.53,-79.744,-34.211,1
-7.281,1.346,-30.306,2
-7.107,-104.275,-38.032,3
7.882,-18.725,-32.169,0
8.532,-79.741,-34.215,1
-7.276,1.348,-30.303,2
-7.077,-104.261,-38.04,3
7.895,-18.738,-32.161,0
8.534,-79.734,-34.212,1
-7.273,1.344,-30.302,2
-7.024,-104.277,-38.028,3
7.899,-18.739,-32.15,0
8.535,-79.736,-34.219,1
-7.279,1.336,-30.305,2
-6.962,-104.299,-38.012,3
7.918,-18.727,-32.135,0
8.541,-79.73,-34.22,1
-7.279,1.334,-30.299,2
-6.925,-104.316,-38.002,3
7.928,-18.725,-32.12,0
8.533,-79.727,-34.228,1
-7.274,1.333,-30.297,2
-6.937,-104.319,-37.991,3
7.92,-18.704,-32.097,0
8.533,-79.724,-34.229,1
-7.278,1.332,-30.291,2
-6.921,-104.326,-37.96,3
7.925,-18.691,-32.063,0
8.538,-79.737,-34.219,1
-7.263,1.324,-30.29,2
-6.955,-104.317,-37.968,3
7.937,-18.706,-32.028,0
8.528,-79.745,-34.219,1
-7.261,1.325,-30.291,2
-6.953,-104.316,-37.962,3
7.953,-18.707,-31.995,0
8.526,-79.76,-34.22,1
-7.255,1.327,-30.289,2
-6.968,-104.3,-37.979,3
7.939,-18.709,-31.971,0
8.539,-79.766,-34.211,1
-7.263,1.324,-30.287,2
-6.996,-104.288,-37.982,3
7.956,-18.714,-31.939,0
8.534,-79.77,-34.221,1
-7.269,1.32,-30.285,2
-6.978,-104.29,-37.982,3
7.97,-18.719,-31.924,0
8.535,-79.783,-34.212,1
-7.265,1.321,-30.282,2
-6.974,-104.288,-37.992,3
