x,y,z,marker
6.624,-26.689,-34.073,0
7.773,-76.458,-34.653,1
-4.408,1.459,-33.41,2
-9.483,-100.684,-46.082,3
6.618,-26.692,-34.07,0
7.76,-76.463,-34.651,1
-4.377,1.432,-33.404,2
-9.49,-100.684,-46.07,3
6.618,-26.686,-34.073,0
7.756,-76.472,-34.648,1
-4.364,1.436,-33.408,2
-9.489,-100.677,-46.074,3
6.623,-26.682,-34.085,0
7.76,-76.48,-34.643,1
-4.367,1.415,-33.409,2
-9.485,-100.674,-46.071,3
6.629,-26.688,-34.09,0
7.774,-76.483,-34.641,1
-4.397,1.414,-33.404,2
-9.485,-100.677,-46.067,3
6.637,-26.686,-34.092,0
7.778,-76.495,-34.65,1
-4.403,1.412,-33.404,2
-9.49,-100.678,-46.067,3
6.652,-26.688,-34.094,0
7.807,-76.554,-34.643,1
-4.388,1.405,-33.398,2
-9.48,-100.675,-46.063,3
6.669,-26.684,-34.101,0
7.818,-76.56,-34.634,1
-4.373,1.4,-33.396,2
-9.478,-100.682,-46.057,3
6.705,-26.701,-34.1,0
7.864,-76.564,-34.622,1
-4.373,1.396,-33.401,2
-9.49,-100.677,-46.056,3
6.706,-26.701,-34.107,0
7.873,-76.546,-34.63,1
-4.385,1.403,-33.401,2
-9.503,-100.674,-46.046,3
6.712,-26.702,-34.115,0
7.88,-76.57,-34.632,1
-4.401,1.397,-33.399,2
-9.502,-100.678,-46.045,3
6.742,-26.705,-34.117,0
7.888,-76.567,-34.628,1
-4.406,1.394,-33.394,2
-9.5,-100.684,-46.043,3
6.728,-26.714,-34.113,0
7.915,-76.561,-34.614,1
-4.425,1.38,-33.385,2
-9.499,-100.684,-46.04,3
6.722,-26.721,-34.121,0
7.901,-76.563,-34.608,1
-4.446,1.377,-33.371,2
-9.504,-100.682,-46.043,3
6.726,-26.721,-34.119,0
7.899,-76.563,-34.603,1
-4.465,1.344,-33.366,2
-9.51,-100.684,-46.043,3
6.732,-26.724,-34.122,0
7.892,-76.556,-34.6,1
-4.47,1.341,-33.361,2
-9.504,-100.683,-46.04,3
6.736,-26.722,-34.128,0
7.881,-76.555,-34.61,1
-4.463,1.336,-33.354,2
-9.514,-100.678,-46.041,3
6.734,-26.719,-34.117,0
7.876,-76.562,-34.607,1
-4.452,1.332,-33.353,2
-9.531,-100.68,-46.045,3
6.732,-26.713,-34.114,0
7.858,-76.554,-34.61,1
-4.428,1.314,-33.347,2
-9.554,-100.668,-46.051,3
6.741,-26.719,-34.111,0
7.85,-76.557,-34.604,1
-4.418,1.312,-33.344,2
-9.576,-100.663,-46.052,3
6.737,-26.715,-34.108,0
7.85,-76.557,-34.602,1
-4.4,1.3,-33.339,2
-9.58,-100.654,-46.052,3
6.746,-26.718,-34.114,0
7.869,-76.555,-34.596,1
-4.359,1.284,-33.333,2
-9.585,-100.648,-46.059,3
6.748,-26.721,-34.117,0
7.868,-76.562,-34.597,1
-4.36,1.286,-33.329,2
-9.588,-100.64,-46.062,3
6.747,-26.723,-34.106,0
7.862,-76.568,-34.593,1
-4.366,1.293,-33.333,2
-9.581,-100.642,-46.061,3
6.74,-26.726,-34.097,0
7.868,-76.576,-34.585,1
-4.366,1.295,-33.332,2
-9.584,-100.644,-46.063,3
6.735,-26.717,-34.095,0
7.889,-76.583,-34.57,1
-4.373,1.295,-33.332,2
-9.6,-100.646,-46.067,3
6.745,-26.723,-34.088,0
7.912,-76.588,-34.57,1
-4.381,1.291,-33.333,2
-9.604,-100.642,-46.064,3
6.749,-26.717,-34.083,0
7.914,-76.591,-34.574,1
-4.395,1.28,-33.325,2
-9.601,-100.646,-46.069,3
6.744,-26.712,-34.086,0
7.909,-76.59,-34.581,1
-4.405,1.274,-33.318,2
-9.591,-100.646,-46.072,3
6.75,-26.725,-34.085,0
7.896,-76.582,-34.587,1
-4.417,1.281,-33.316,2
-9.586,-100.643,-46.08,3
