x,y,z,marker
9.208,-11.207,-35.225,0
9.093,-88.387,-35.298,1
-7.563,11.704,-21.298,2
-10.166,-95.312,-57.493,3
9.194,-11.202,-35.24,0
9.087,-88.383,-35.307,1
-7.559,11.702,-21.302,2
-10.169,-95.314,-57.495,3
9.166,-11.195,-35.248,0
9.09,-88.382,-35.311,1
-7.561,11.703,-21.302,2
-10.173,-95.32,-57.501,3
9.155,-11.202,-35.239,0
9.094,-88.388,-35.311,1
-7.56,11.705,-21.304,2
-10.175,-95.316,-57.503,3
9.148,-11.208,-35.234,0
9.112,-88.396,-35.303,1
-7.558,11.706,-21.302,2
-10.175,-95.316,-57.505,3
9.12,-11.2,-35.234,0
9.113,-88.389,-35.312,1
-7.557,11.708,-21.303,2
-10.174,-95.313,-57.505,3
9.1,-11.195,-35.232,0
9.104,-88.392,-35.324,1
-7.56,11.708,-21.304,2
-10.175,-95.317,-57.507,3
9.096,-11.19,-35.244,0
9.089,-88.398,-35.338,1
-7.561,11.709,-21.303,2
-10.174,-95.322,-57.508,3
9.085,-11.19,-35.248,0
9.067,-88.405,-35.373,1
-7.563,11.708,-21.3,2
-10.175,-95.321,-57.509,3
9.096,-11.189,-35.244,0
9.07,-88.41,-35.374,1
-7.56,11.709,-21.297,2
-10.173,-95.322,-57.509,3
9.104,-11.193,-35.241,0
9.053,-88.415,-35.371,1
-7.559,11.708,-21.296,2
-10.172,-95.32,-57.508,3
9.106,-11.192,-35.243,0
9.071,-88.432,-35.361,1
-7.557,11.707,-21.293,2
-10.168,-95.319,-57.505,3
9.115,-11.2,-35.243,0
9.084,-88.445,-35.353,1
-7.556,11.708,-21.29,2
-10.164,-95.318,-57.502,3
9.115,-11.211,-35.247,0
9.078,-88.436,-35.361,1
-7.557,11.706,-21.29,2
-10.158,-95.315,-57.496,3
9.125,-11.222,-35.248,0
9.069,-88.434,-35.373,1
-7.552,11.704,-21.291,2
-10.15,-95.312,-57.488,3
9.12,-11.258,-35.256,0
9.074,-88.444,-35.362,1
-7.551,11.703,-21.29,2
-10.146,-95.313,-57.485,3
9.12,-11.286,-35.25,0
9.078,-88.454,-35.363,1
-7.549,11.702,-21.289,2
-10.143,-95.315,-57.484,3
9.149,-11.297,-35.235,0
9.091,-88.465,-35.362,1
-7.558,11.699,-21.287,2
-10.141,-95.314,-57.482,3
9.161,-11.305,-35.237,0
9.102,-88.473,-35.359,1
-7.556,11.698,-21.286,2
-10.138,-95.311,-57.482,3
9.159,-11.313,-35.245,0
9.109,-88.478,-35.365,1
-7.555,11.694,-21.287,2
-10.135,-95.309,-57.481,3
9.176,-11.323,-35.248,0
9.127,-88.493,-35.362,1
-7.552,11.693,-21.29,2
-10.133,-95.31,-57.481,3
9.169,-11.318,-35.252,0
9.132,-88.483,-35.38,1
-7.54,11.695,-21.295,2
-10.133,-95.307,-57.48,3
9.151,-11.306,-35.257,0
9.14,-88.485,-35.375,1
-7.534,11.69,-21.3,2
-10.135,-95.308,-57.481,3
9.158,-11.309,-35.255,0
9.146,-88.481,-35.384,1
-7.512,11.69,-21.308,2
-10.133,-95.309,-57.481,3
9.157,-11.305,-35.253,0
9.16,-88.48,-35.378,1
-7.498,11.685,-21.313,2
-10.132,-95.307,-57.479,3
9.154,-11.302,-35.252,0
9.185,-88.471,-35.383,1
-7.471,11.684,-21.326,2
-10.134,-95.305,-57.48,3
9.15,-11.294,-35.253,0
9.175,-88.474,-35.397,1
-7.466,11.673,-21.333,2
-10.137,-95.306,-57.484,3
9.148,-11.298,-35.256,0
9.162,-88.472,-35.393,1
-7.47,11.671,-21.331,2
-10.142,-95.306,-57.488,3
9.139,-11.289,-35.261,0
9.151,-88.468,-35.4,1
-7.478,11.671,-21.328,2
-10.145,-95.306,-57.492,3
9.13,-11.279,-35.266,0
9.144,-88.472,-35.401,1
-7.477,11.672,-21.325,2
-10.151,-95.306,-57.498,3
9.138,-11.278,-35.261,0
9.128,-88.467,-35.401,1
-7.472,11.674,-21.326,2
-10.158,-95.311,-57.507,3
9.143,-11.274,-35.264,0
9.132,-88.477,-35.396,1
-7.473,11.677,-21.323,2
-10.165,-95.307,-57.515,3
9.136,-11.267,-35.261,0
9.136,-88.48,-35.389,1
-7.472,11.68,-21.322,2
-10.168,-95.302,-57.518,3
9.123,-11.258,-35.27,0
9.124,-88.472,-35.397,1
-7.468,11.68,-21.324,2
-10.171,-95.298,-57.522,3
9.122,-11.251,-35.268,0
9.114,-88.471,-35.409,1
-7.472,11.679,-21.323,2
-10.171,-95.295,-57.525,3
9.111,-11.253,-35.265,0
9.115,-88.468,-35.405,1
-7.479,11.678,-21.321,2
-10.172,-95.293,-57.528,3
9.107,-11.253,-35.258,0
9.116,-88.469,-35.409,1
-7.487,11.677,-21.319,2
-10.172,-95.295,-57.528,3
9.101,-11.25,-35.261,0
9.11,-88.468,-35.416,1
-7.496,11.676,-21.317,2
-10.17,-95.295,-57.527,3
9.075,-11.245,-35.259,0
9.119,-88.464,-35.413,1
-7.514,11.674,-21.31,2
-10.172,-95.294,-57.529,3
9.071,-11.247,-35.257,0
9.123,-88.459,-35.405,1
-7.525,11.669,-21.308,2
-10.173,-95.297,-57.532,3
9.063,-11.239,-35.254,0
9.13,-88.46,-35.405,1
-7.524,11.669,-21.308,2
-10.176,-95.299,-57.537,3
9.058,-11.232,-35.257,0
9.122,-88.461,-35.401,1
-7.526,11.668,-21.306,2
-10.171,-95.307,-57.537,3
9.066,-11.228,-35.264,0
9.112,-88.448,-35.405,1
-7.54,11.665,-21.302,2
-10.167,-95.317,-57.538,3
9.069,-11.232,-35.262,0
9.111,-88.447,-35.403,1
-7.543,11.66,-21.302,2
-10.163,-95.327,-57.537,3
9.07,-11.237,-35.26,0
9.116,-88.447,-35.405,1
-7.542,11.656,-21.306,2
-10.159,-95.336,-57.537,3
9.06,-11.238,-35.264,0
9.108,-88.451,-35.403,1
-7.544,11.655,-21.307,2
-10.157,-95.342,-57.537,3
9.064,-11.241,-35.264,0
9.117,-88.449,-35.396,1
-7.547,11.651,-21.307,2
-10.154,-95.34,-57.536,3
9.061,-11.246,-35.27,0
9.129,-88.446,-35.396,1
-7.537,11.65,-21.312,2
-10.152,-95.341,-57.536,3
9.065,-11.252,-35.269,0
9.152,-88.432,-35.395,1
-7.529,11.649,-21.314,2
-10.151,-95.34,-57.535,3
9.063,-11.253,-35.27,0
9.143,-88.42,-35.394,1
-7.525,11.649,-21.315,2
-10.151,-95.34,-57.536,3
9.066,-11.26,-35.268,0
