x,y,z,marker
5.281,-25.937,-34.337,0
5.296,-79.028,-34.766,1
-8.114,1.1,-29.725,2
-9.981,-94.758,-49.394,3
5.215,-25.924,-34.336,0
5.298,-79.021,-34.772,1
-8.107,1.095,-29.731,2
-9.984,-94.757,-49.389,3
5.198,-25.906,-34.339,0
5.293,-79.025,-34.774,1
-8.11,1.094,-29.73,2
-9.99,-94.767,-49.386,3
5.19,-25.917,-34.327,0
5.321,-79.011,-34.766,1
-8.145,1.086,-29.726,2
-9.991,-94.772,-49.381,3
5.174,-25.9,-34.315,0
5.326,-79.002,-34.784,1
-8.149,1.087,-29.726,2
-9.991,-94.768,-49.38,3
5.174,-25.91,-34.327,0
5.335,-78.985,-34.783,1
-8.15,1.089,-29.729,2
-9.984,-94.773,-49.377,3
5.174,-25.926,-34.326,0
5.345,-78.988,-34.782,1
-8.158,1.094,-29.725,2
-9.978,-94.777,-49.369,3
5.153,-25.919,-34.329,0
5.337,-78.997,-34.788,1
-8.156,1.093,-29.728,2
-9.969,-94.773,-49.357,3
5.167,-25.914,-34.325,0
5.322,-78.998,-34.786,1
-8.142,1.092,-29.731,2
-9.954,-94.772,-49.353,3
5.183,-25.913,-34.315,0
5.314,-78.996,-34.792,1
-8.152,1.091,-29.728,2
-9.944,-94.782,-49.352,3
5.195,-25.916,-34.31,0
5.309,-78.993,-34.788,1
-8.155,1.086,-29.725,2
-9.944,-94.786,-49.351,3
5.206,-25.909,-34.309,0
5.296,-78.997,-34.786,1
-8.143,1.086,-29.724,2
-9.94,-94.785,-49.348,3
5.221,-25.916,-34.309,0
5.287,-79.003,-34.788,1
-8.145,1.082,-29.726,2
-9.935,-94.782,-49.345,3
5.238,-25.922,-34.307,0
5.294,-79.014,-34.788,1
-8.168,1.082,-29.723,2
-9.935,-94.78,-49.341,3
5.258,-25.927,-34.309,0
5.298,-79.012,-34.788,1
-8.181,1.071,-29.724,2
-9.932,-94.781,-49.338,3
5.279,-25.937,-34.308,0
5.314,-79.015,-34.791,1
-8.162,1.073,-29.728,2
-9.93,-94.781,-49.336,3
5.314,-25.947,-34.312,0
5.332,-79.01,-34.787,1
-8.16,1.066,-29.723,2
-9.933,-94.786,-49.335,3
5.368,-25.952,-34.304,0
5.348,-79.02,-34.801,1
-8.157,1.064,-29.725,2
-9.945,-94.793,-49.332,3
5.44,-25.963,-34.291,0
5.345,-79.018,-34.803,1
-8.145,1.059,-29.728,2
-9.953,-94.797,-49.323,3
5.508,-25.985,-34.301,0
5.346,-79.013,-34.816,1
-8.154,1.056,-29.728,2
-9.97,-94.791,-49.33,3
5.532,-26.006,-34.296,0
5.345,-79.028,-34.824,1
-8.16,1.058,-29.727,2
-9.977,-94.79,-49.331,3
5.581,-26.012,-34.306,0
5.349,-79.039,-34.839,1
-8.154,1.06,-29.728,2
-9.992,-94.786,-49.329,3
5.595,-26.033,-34.305,0
5.356,-79.037,-34.837,1
-8.157,1.057,-29.73,2
-10.002,-94.785,-49.325,3
5.588,-26.031,-34.322,0
5.349,-79.024,-34.851,1
-8.161,1.059,-29.726,2
-10.006,-94.791,-49.32,3
5.593,-26.02,-34.346,0
5.344,-79.031,-34.867,1
-8.165,1.065,-29.728,2
-10.011,-94.789,-49.326,3
5.619,-26.034,-34.343,0
5.344,-79.02,-34.87,1
-8.163,1.063,-29.734,2
-10.009,-94.796,-49.326,3
5.666,-26.058,-34.336,0
5.326,-79.009,-34.877,1
-8.157,1.062,-29.736,2
-10.008,-94.793,-49.328,3
5.662,-26.043,-34.332,0
5.309,-79.018,-34.879,1
-8.168,1.061,-29.732,2
-10.016,-94.797,-49.321,3
5.639,-26.033,-34.344,0
5.311,-79.02,-34.883,1
-8.168,1.063,-29.732,2
-10.019,-94.791,-49.32,3
5.643,-26.025,-34.338,0
5.305,-79.018,-34.889,1
-8.17,1.064,-29.734,2
-10.028,-94.791,-49.315,3
5.624,-26.018,-34.339,0
5.296,-79.016,-34.892,1
-8.182,1.063,-29.732,2
-10.029,-94.784,-49.321,3
5.608,-26.014,-34.341,0
5.303,-79.006,-34.92,1
-8.184,1.058,-29.727,2
-10.031,-94.783,-49.321,3
5.592,-26.001,-34.347,0
5.329,-79.018,-34.897,1
-8.18,1.054,-29.724,2
-10.032,-94.786,-49.322,3
5.564,-25.995,-34.35,0
