x,y,z,marker
9.956,-10.383,-36.016,0
8.855,-72.19,-44.487,1
-6.117,7.341,-26.608,2
-7.052,-96.72,-55.589,3
9.958,-10.384,-36.011,0
8.854,-72.191,-44.488,1
-6.119,7.338,-26.607,2
-7.047,-96.717,-55.587,3
9.967,-10.402,-36.009,0
8.856,-72.185,-44.489,1
-6.134,7.343,-26.605,2
-7.039,-96.718,-55.585,3
9.957,-10.407,-36.003,0
8.854,-72.185,-44.495,1
-6.127,7.348,-26.605,2
-7.037,-96.718,-55.585,3
9.957,-10.421,-36.004,0
8.853,-72.183,-44.493,1
-6.146,7.354,-26.603,2
-7.03,-96.719,-55.585,3
9.948,-10.44,-36.003,0
8.863,-72.178,-44.502,1
-6.152,7.363,-26.598,2
-7.027,-96.716,-55.586,3
9.952,-10.464,-35.995,0
8.879,-72.18,-44.514,1
-6.169,7.377,-26.592,2
-7.026,-96.715,-55.586,3
9.958,-10.456,-35.994,0
8.904,-72.181,-44.521,1
-6.163,7.371,-26.591,2
-7.026,-96.719,-55.588,3
9.958,-10.456,-35.987,0
8.903,-72.17,-44.532,1
-6.161,7.373,-26.591,2
-7.026,-96.719,-55.59,3
9.962,-10.453,-35.985,0
8.897,-72.171,-44.525,1
-6.161,7.376,-26.594,2
-7.025,-96.717,-55.59,3
9.976,-10.451,-35.981,0
8.883,-72.178,-44.52,1
-6.16,7.376,-26.596,2
-7.023,-96.715,-55.591,3
9.998,-10.45,-35.975,0
8.87,-72.183,-44.517,1
-6.156,7.374,-26.596,2
-7.02,-96.716,-55.591,3
10,-10.447,-35.974,0
8.859,-72.185,-44.507,1
-6.144,7.377,-26.597,2
-7.018,-96.719,-55.593,3
10.018,-10.451,-35.97,0
8.843,-72.189,-44.503,1
-6.138,7.378,-26.599,2
-7.02,-96.72,-55.596,3
10.016,-10.451,-35.965,0
8.829,-72.197,-44.494,1
-6.133,7.382,-26.601,2
-7.023,-96.722,-55.599,3
10.013,-10.45,-35.957,0
8.835,-72.199,-44.495,1
-6.132,7.382,-26.609,2
-7.026,-96.722,-55.602,3
10.004,-10.433,-35.951,0
8.836,-72.195,-44.491,1
-6.112,7.38,-26.621,2
-7.031,-96.72,-55.606,3
10.01,-10.434,-35.945,0
8.834,-72.19,-44.491,1
-6.095,7.378,-26.628,2
-7.035,-96.72,-55.61,3
10.02,-10.428,-35.943,0
8.827,-72.197,-44.492,1
-6.083,7.373,-26.64,2
-7.039,-96.722,-55.614,3
10.014,-10.426,-35.94,0
8.835,-72.199,-44.499,1
-6.071,7.368,-26.647,2
-7.044,-96.721,-55.616,3
10.01,-10.426,-35.942,0
8.835,-72.202,-44.492,1
-6.063,7.367,-26.653,2
-7.05,-96.722,-55.62,3
10.011,-10.421,-35.947,0
8.832,-72.21,-44.495,1
-6.063,7.373,-26.65,2
-7.05,-96.722,-55.619,3
10.004,-10.423,-35.946,0
8.829,-72.207,-44.499,1
-6.073,7.375,-26.648,2
-7.052,-96.726,-55.619,3
9.983,-10.406,-35.948,0
8.83,-72.204,-44.483,1
-6.082,7.377,-26.646,2
-7.057,-96.725,-55.619,3
9.983,-10.396,-35.952,0
8.824,-72.2,-44.483,1
-6.083,7.379,-26.647,2
-7.062,-96.727,-55.619,3
9.992,-10.378,-35.954,0
8.802,-72.202,-44.465,1
-6.09,7.381,-26.646,2
-7.062,-96.726,-55.618,3
9.991,-10.376,-35.951,0
8.791,-72.194,-44.435,1
-6.094,7.379,-26.645,2
-7.064,-96.724,-55.618,3
9.973,-10.368,-35.948,0
8.791,-72.209,-44.429,1
-6.088,7.382,-26.64,2
-7.063,-96.723,-55.616,3
9.961,-10.355,-35.937,0
8.788,-72.206,-44.432,1
-6.1,7.383,-26.64,2
-7.061,-96.723,-55.615,3
9.97,-10.344,-35.931,0
8.794,-72.21,-44.437,1
-6.103,7.384,-26.638,2
-7.061,-96.722,-55.615,3
9.969,-10.341,-35.939,0
8.779,-72.208,-44.44,1
-6.128,7.386,-26.638,2
-7.06,-96.723,-55.615,3
9.946,-10.337,-35.943,0
8.76,-72.209,-44.421,1
-6.135,7.39,-26.633,2
-7.06,-96.722,-55.613,3
9.941,-10.331,-35.933,0
8.77,-72.209,-44.419,1
-6.129,7.389,-26.636,2
-7.06,-96.719,-55.612,3
9.934,-10.329,-35.931,0
8.78,-72.21,-44.438,1
-6.142,7.387,-26.637,2
-7.058,-96.718,-55.611,3
9.933,-10.327,-35.938,0
8.77,-72.212,-44.43,1
-6.141,7.389,-26.641,2
-7.057,-96.717,-55.608,3
9.925,-10.325,-35.943,0
8.771,-72.208,-44.428,1
-6.132,7.387,-26.647,2
-7.055,-96.716,-55.606,3
9.926,-10.338,-35.948,0
8.776,-72.205,-44.435,1
-6.135,7.386,-26.647,2
-7.056,-96.716,-55.605,3
9.926,-10.346,-35.954,0
8.779,-72.213,-44.428,1
-6.126,7.389,-26.65,2
-7.06,-96.718,-55.603,3
9.925,-10.347,-35.951,0
8.776,-72.218,-44.426,1
-6.129,7.391,-26.652,2
-7.064,-96.718,-55.601,3
9.924,-10.359,-35.955,0
8.775,-72.217,-44.431,1
-6.123,7.39,-26.653,2
-7.064,-96.713,-55.599,3
9.927,-10.369,-35.957,0
8.788,-72.218,-44.431,1
-6.121,7.394,-26.657,2
-7.063,-96.709,-55.595,3
