x,y,z,marker
8.658,-17.654,-34.168,0
6.451,-104.375,-35.455,1
-7.226,6.125,-31.338,2
-11.249,-104.249,-50.194,3
8.679,-17.639,-34.162,0
6.45,-104.378,-35.452,1
-7.244,6.128,-31.342,2
-11.242,-104.243,-50.194,3
8.673,-17.629,-34.168,0
6.463,-104.369,-35.454,1
-7.262,6.133,-31.34,2
-11.252,-104.243,-50.203,3
8.68,-17.628,-34.168,0
6.476,-104.365,-35.453,1
-7.258,6.13,-31.34,2
-11.259,-104.248,-50.204,3
8.68,-17.617,-34.175,0
6.487,-104.351,-35.469,1
-7.264,6.131,-31.338,2
-11.268,-104.255,-50.212,3
8.689,-17.604,-34.176,0
6.521,-104.338,-35.451,1
-7.263,6.128,-31.336,2
-11.266,-104.262,-50.216,3
8.69,-17.596,-34.173,0
6.548,-104.32,-35.453,1
-7.269,6.126,-31.336,2
-11.252,-104.26,-50.215,3
8.7,-17.605,-34.174,0
6.595,-104.282,-35.453,1
-7.258,6.123,-31.335,2
-11.239,-104.258,-50.215,3
8.709,-17.609,-34.182,0
6.609,-104.253,-35.45,1
-7.248,6.125,-31.338,2
-11.227,-104.261,-50.219,3
8.713,-17.61,-34.175,0
6.636,-104.23,-35.449,1
-7.242,6.123,-31.341,2
-11.216,-104.263,-50.219,3
8.709,-17.612,-34.172,0
6.683,-104.205,-35.441,1
-7.259,6.129,-31.34,2
-11.204,-104.258,-50.219,3
8.702,-17.61,-34.174,0
6.76,-104.184,-35.409,1
-7.268,6.135,-31.341,2
-11.196,-104.266,-50.223,3
8.698,-17.597,-34.168,0
6.817,-104.151,-35.39,1
-7.269,6.132,-31.339,2
-11.196,-104.255,-50.226,3
8.684,-17.589,-34.161,0
6.838,-104.106,-35.391,1
-7.286,6.127,-31.347,2
-11.198,-104.254,-50.226,3
8.695,-17.589,-34.146,0
6.861,-104.08,-35.398,1
-7.293,6.132,-31.343,2
-11.206,-104.266,-50.241,3
8.703,-17.588,-34.142,0
6.896,-104.062,-35.376,1
-7.318,6.134,-31.344,2
-11.208,-104.267,-50.248,3
8.702,-17.588,-34.14,0
6.914,-104,-35.383,1
-7.307,6.131,-31.346,2
-11.205,-104.27,-50.255,3
8.694,-17.586,-34.14,0
6.925,-103.954,-35.382,1
-7.299,6.128,-31.346,2
-11.21,-104.261,-50.252,3
8.687,-17.581,-34.147,0
6.99,-103.966,-35.37,1
