x,y,z,marker
6.888,-11.163,-34.554,0
7.098,-77.581,-35.34,1
-7.703,2.465,-23.84,2
-6.25,-96.547,-55.829,3
6.892,-11.163,-34.545,0
7.137,-77.57,-35.322,1
-7.711,2.467,-23.837,2
-6.247,-96.548,-55.832,3
6.884,-11.157,-34.548,0
7.143,-77.583,-35.315,1
-7.71,2.467,-23.837,2
-6.249,-96.549,-55.835,3
6.894,-11.153,-34.544,0
7.133,-77.583,-35.327,1
-7.719,2.471,-23.837,2
-6.246,-96.555,-55.837,3
6.899,-11.151,-34.528,0
7.139,-77.58,-35.321,1
-7.724,2.477,-23.837,2
-6.246,-96.551,-55.837,3
6.902,-11.14,-34.524,0
7.143,-77.576,-35.319,1
-7.734,2.48,-23.839,2
-6.245,-96.555,-55.838,3
6.911,-11.14,-34.532,0
7.158,-77.574,-35.323,1
-7.736,2.48,-23.839,2
-6.245,-96.554,-55.838,3
6.926,-11.14,-34.514,0
7.198,-77.563,-35.328,1
-7.73,2.482,-23.843,2
-6.243,-96.557,-55.837,3
6.928,-11.132,-34.51,0
7.204,-77.566,-35.338,1
-7.721,2.486,-23.846,2
-6.244,-96.556,-55.837,3
6.915,-11.132,-34.511,0
7.21,-77.569,-35.337,1
-7.709,2.487,-23.85,2
-6.242,-96.558,-55.836,3
6.899,-11.134,-34.511,0
7.203,-77.574,-35.333,1
-7.715,2.489,-23.852,2
-6.241,-96.555,-55.835,3
6.892,-11.137,-34.513,0
7.224,-77.563,-35.342,1
-7.716,2.491,-23.854,2
-6.239,-96.555,-55.833,3
6.888,-11.13,-34.517,0
7.239,-77.554,-35.348,1
-7.718,2.497,-23.854,2
-6.239,-96.554,-55.832,3
6.884,-11.132,-34.516,0
7.253,-77.55,-35.346,1
-7.718,2.496,-23.856,2
-6.239,-96.551,-55.83,3
6.878,-11.132,-34.519,0
7.252,-77.559,-35.342,1
-7.731,2.505,-23.855,2
-6.237,-96.55,-55.827,3
6.878,-11.124,-34.519,0
7.25,-77.554,-35.329,1
-7.719,2.51,-23.859,2
-6.234,-96.55,-55.823,3
6.877,-11.12,-34.516,0
7.236,-77.54,-35.33,1
-7.714,2.512,-23.863,2
-6.233,-96.547,-55.819,3
6.872,-11.123,-34.516,0
7.218,-77.545,-35.333,1
-7.691,2.511,-23.871,2
-6.232,-96.542,-55.815,3
6.852,-11.121,-34.526,0
7.227,-77.543,-35.334,1
-7.695,2.51,-23.873,2
-6.227,-96.544,-55.811,3
6.83,-11.124,-34.527,0
7.199,-77.548,-35.344,1
-7.688,2.512,-23.873,2
-6.23,-96.54,-55.81,3
6.834,-11.118,-34.533,0
7.199,-77.547,-35.355,1
-7.685,2.511,-23.871,2
-6.229,-96.539,-55.807,3
6.831,-11.11,-34.538,0
7.194,-77.557,-35.357,1
-7.664,2.511,-23.873,2
-6.23,-96.539,-55.805,3
6.834,-11.117,-34.54,0
7.196,-77.556,-35.358,1
-7.665,2.514,-23.873,2
-6.229,-96.534,-55.802,3
6.847,-11.119,-34.544,0
7.204,-77.546,-35.352,1
-7.654,2.509,-23.875,2
-6.227,-96.536,-55.799,3
6.846,-11.117,-34.543,0
7.208,-77.54,-35.357,1
-7.625,2.495,-23.883,2
-6.226,-96.54,-55.798,3
6.847,-11.122,-34.536,0
7.205,-77.538,-35.361,1
-7.64,2.504,-23.879,2
-6.229,-96.539,-55.799,3
6.848,-11.125,-34.532,0
7.205,-77.544,-35.364,1
-7.64,2.504,-23.88,2
-6.23,-96.54,-55.8,3
6.842,-11.126,-34.533,0
7.197,-77.552,-35.364,1
-7.632,2.507,-23.879,2
-6.232,-96.541,-55.8,3
6.833,-11.132,-34.535,0
7.193,-77.55,-35.37,1
-7.644,2.507,-23.88,2
-6.233,-96.54,-55.8,3
6.824,-11.136,-34.534,0
7.196,-77.547,-35.359,1
-7.639,2.504,-23.88,2
