x,y,z,marker
8.029,-10.148,-35.258,0
5.188,-88.412,-39.505,1
-7.952,6.014,-28.187,2
-10.627,-110.78,-48.96,3
8.022,-10.145,-35.264,0
5.188,-88.411,-39.502,1
-7.955,6.018,-28.185,2
-10.637,-110.776,-48.969,3
7.992,-10.132,-35.289,0
5.191,-88.413,-39.496,1
-7.969,6.018,-28.182,2
-10.638,-110.774,-48.963,3
8.012,-10.132,-35.285,0
5.191,-88.416,-39.498,1
-7.979,6.019,-28.175,2
-10.64,-110.771,-48.955,3
8.004,-10.13,-35.284,0
5.198,-88.426,-39.487,1
-7.982,6.018,-28.175,2
-10.648,-110.759,-48.963,3
8.021,-10.129,-35.286,0
5.202,-88.427,-39.479,1
-7.993,6.022,-28.17,2
-10.647,-110.767,-48.954,3
8.024,-10.128,-35.282,0
5.214,-88.432,-39.476,1
-8.018,6.02,-28.162,2
-10.629,-110.761,-48.958,3
8.02,-10.128,-35.284,0
5.221,-88.434,-39.464,1
-8.012,6.015,-28.164,2
-10.614,-110.766,-48.957,3
8.022,-10.126,-35.283,0
5.23,-88.429,-39.47,1
-8.006,6.016,-28.163,2
-10.616,-110.756,-48.962,3
8.027,-10.129,-35.284,0
5.241,-88.43,-39.465,1
-8.039,6.001,-28.158,2
-10.62,-110.755,-48.965,3
8.033,-10.131,-35.282,0
5.268,-88.444,-39.46,1
-8.05,6.001,-28.149,2
-10.608,-110.755,-48.969,3
8.037,-10.131,-35.284,0
5.265,-88.461,-39.449,1
-8.041,6.006,-28.147,2
-10.599,-110.752,-48.975,3
8.045,-10.128,-35.29,0
5.26,-88.469,-39.451,1
-8.05,6,-28.151,2
-10.574,-110.754,-48.967,3
8.043,-10.128,-35.293,0
5.248,-88.473,-39.45,1
-8.046,5.999,-28.154,2
-10.551,-110.752,-48.974,3
8.053,-10.135,-35.292,0
5.266,-88.495,-39.443,1
-8.035,5.996,-28.153,2
-10.556,-110.733,-48.977,3
8.074,-10.139,-35.284,0
5.273,-88.492,-39.446,1
-8.012,5.991,-28.159,2
-10.532,-110.745,-48.967,3
8.088,-10.143,-35.285,0
5.275,-88.489,-39.436,1
-7.981,5.992,-28.164,2
-10.513,-110.746,-48.982,3
8.106,-10.152,-35.294,0
5.268,-88.502,-39.426,1
-7.984,5.987,-28.162,2
-10.514,-110.754,-48.984,3
8.135,-10.168,-35.3,0
5.285,-88.524,-39.409,1
-7.988,5.981,-28.165,2
-10.522,-110.747,-48.988,3
8.129,-10.164,-35.301,0
5.288,-88.535,-39.396,1
-7.993,5.982,-28.166,2
-10.53,-110.759,-48.987,3
8.135,-10.165,-35.301,0
5.291,-88.559,-39.381,1
-8.001,5.979,-28.162,2
-10.534,-110.761,-48.992,3
8.147,-10.175,-35.302,0
5.304,-88.548,-39.367,1
-7.994,5.978,-28.163,2
-10.543,-110.749,-49,3
8.143,-10.172,-35.304,0
5.317,-88.552,-39.35,1
-7.99,5.979,-28.159,2
-10.563,-110.762,-48.994,3
8.14,-10.17,-35.307,0
5.337,-88.552,-39.344,1
-7.977,5.979,-28.161,2
-10.591,-110.747,-49.001,3
8.135,-10.168,-35.308,0
5.377,-88.586,-39.32,1
-7.958,5.976,-28.167,2
-10.6,-110.757,-49.004,3
8.142,-10.173,-35.312,0
5.361,-88.576,-39.327,1
-7.939,5.971,-28.167,2
-10.602,-110.773,-49.016,3
8.145,-10.186,-35.318,0
5.371,-88.598,-39.325,1
-7.935,5.98,-28.168,2
-10.612,-110.777,-49.022,3
8.151,-10.185,-35.324,0
5.391,-88.622,-39.323,1
-7.942,5.982,-28.165,2
-10.616,-110.759,-49.024,3
8.153,-10.187,-35.329,0
5.399,-88.62,-39.321,1
-7.949,5.987,-28.161,2
-10.627,-110.759,-49.013,3
8.138,-10.185,-35.334,0
5.402,-88.615,-39.32,1
-7.951,5.983,-28.162,2
-10.614,-110.761,-49.009,3
8.137,-10.182,-35.341,0
5.396,-88.641,-39.294,1
-7.948,5.984,-28.163,2
-10.603,-110.754,-49.018,3
8.125,-10.178,-35.345,0
5.432,-88.68,-39.278,1
-7.964,5.983,-28.154,2
-10.589,-110.766,-49.012,3
8.091,-10.172,-35.363,0
5.432,-88.664,-39.273,1
-7.951,5.98,-28.158,2
-10.585,-110.771,-49.02,3
8.082,-10.168,-35.37,0
5.445,-88.647,-39.259,1
-7.953,5.979,-28.159,2
-10.596,-110.772,-49.042,3
8.069,-10.173,-35.37,0
5.459,-88.649,-39.248,1
-7.941,5.981,-28.156,2
-10.598,-110.791,-49.041,3
8.052,-10.165,-35.381,0
5.46,-88.651,-39.237,1
-7.934,5.978,-28.16,2
-10.617,-110.787,-49.063,3
8.058,-10.171,-35.385,0
5.481,-88.655,-39.227,1
-7.929,5.979,-28.157,2
-10.616,-110.797,-49.079,3
8.04,-10.16,-35.396,0
5.489,-88.674,-39.219,1
-7.934,5.977,-28.155,2
-10.588,-110.806,-49.089,3
8.035,-10.162,-35.411,0
5.513,-88.674,-39.205,1
-7.935,5.971,-28.157,2
-10.547,-110.823,-49.113,3
8.026,-10.159,-35.42,0
5.518,-88.675,-39.21,1
-7.927,5.969,-28.159,2
-10.525,-110.816,-49.115,3
7.982,-10.152,-35.449,0
5.501,-88.68,-39.199,1
-7.931,5.967,-28.16,2
-10.531,-110.834,-49.116,3
7.976,-10.143,-35.452,0
5.49,-88.713,-39.176,1
-7.936,5.967,-28.162,2
-10.524,-110.847,-49.149,3
7.986,-10.148,-35.458,0
5.499,-88.712,-39.17,1
-7.945,5.965,-28.162,2
-10.524,-110.877,-49.167,3
7.976,-10.158,-35.462,0
5.512,-88.719,-39.151,1
-7.938,5.963,-28.167,2
-10.521,-110.884,-49.159,3
7.97,-10.159,-35.469,0
5.529,-88.725,-39.143,1
