x,y,z,marker
8.634,-15.846,-34.64,0
8.598,-85.57,-34.925,1
-6.525,5.917,-28.229,2
-10.755,-99.307,-47.516,3
8.64,-15.848,-34.637,0
8.628,-85.541,-34.914,1
-6.534,5.922,-28.23,2
-10.757,-99.299,-47.514,3
8.624,-15.855,-34.633,0
8.619,-85.518,-34.919,1
-6.536,5.92,-28.234,2
-10.755,-99.297,-47.51,3
8.623,-15.853,-34.618,0
8.629,-85.517,-34.907,1
-6.533,5.917,-28.239,2
-10.764,-99.294,-47.511,3
8.619,-15.859,-34.622,0
8.608,-85.503,-34.903,1
-6.532,5.911,-28.244,2
-10.761,-99.294,-47.502,3
8.613,-15.856,-34.62,0
8.609,-85.499,-34.916,1
-6.527,5.913,-28.244,2
-10.758,-99.295,-47.497,3
8.614,-15.846,-34.626,0
8.609,-85.481,-34.918,1
-6.532,5.915,-28.243,2
-10.758,-99.296,-47.495,3
8.617,-15.844,-34.627,0
8.623,-85.468,-34.915,1
-6.538,5.913,-28.245,2
-10.75,-99.296,-47.493,3
8.617,-15.84,-34.638,0
8.601,-85.452,-34.911,1
-6.548,5.9,-28.242,2
-10.757,-99.294,-47.491,3
8.616,-15.836,-34.635,0
8.594,-85.438,-34.906,1
-6.549,5.886,-28.243,2
-10.756,-99.299,-47.483,3
8.622,-15.83,-34.634,0
8.584,-85.452,-34.908,1
-6.553,5.884,-28.245,2
-10.752,-99.293,-47.479,3
8.625,-15.828,-34.633,0
8.575,-85.454,-34.93,1
-6.555,5.886,-28.245,2
-10.752,-99.289,-47.476,3
8.626,-15.83,-34.631,0
8.586,-85.443,-34.906,1
-6.554,5.885,-28.246,2
-10.758,-99.29,-47.464,3
8.625,-15.827,-34.635,0
8.601,-85.44,-34.899,1
-6.55,5.884,-28.246,2
-10.771,-99.296,-47.46,3
8.631,-15.819,-34.628,0
8.597,-85.437,-34.906,1
-6.55,5.883,-28.247,2
-10.766,-99.295,-47.458,3
8.625,-15.815,-34.634,0
8.589,-85.444,-34.9,1
-6.55,5.883,-28.246,2
-10.76,-99.296,-47.459,3
8.631,-15.807,-34.633,0
8.58,-85.437,-34.905,1
-6.551,5.882,-28.243,2
-10.752,-99.291,-47.461,3
8.636,-15.808,-34.624,0
8.594,-85.424,-34.893,1
-6.547,5.884,-28.24,2
-10.75,-99.294,-47.455,3
8.634,-15.808,-34.624,0
8.605,-85.419,-34.885,1
-6.549,5.888,-28.238,2
-10.742,-99.302,-47.451,3
8.633,-15.806,-34.625,0
8.608,-85.42,-34.882,1
-6.542,5.889,-28.238,2
-10.737,-99.3,-47.454,3
8.627,-15.81,-34.624,0
8.613,-85.417,-34.887,1
-6.547,5.886,-28.236,2
-10.734,-99.298,-47.456,3
8.626,-15.807,-34.626,0
8.626,-85.42,-34.887,1
-6.549,5.885,-28.232,2
-10.72,-99.3,-47.458,3
8.624,-15.807,-34.629,0
8.605,-85.423,-34.895,1
-6.553,5.881,-28.23,2
-10.718,-99.298,-47.461,3
8.627,-15.808,-34.629,0
8.606,-85.427,-34.886,1
-6.552,5.878,-28.231,2
-10.717,-99.297,-47.455,3
8.625,-15.811,-34.629,0
8.61,-85.425,-34.882,1
-6.554,5.883,-28.23,2
-10.711,-99.294,-47.457,3
8.622,-15.811,-34.63,0
8.597,-85.425,-34.873,1
-6.556,5.884,-28.23,2
-10.717,-99.293,-47.449,3
8.619,-15.809,-34.63,0
8.586,-85.42,-34.875,1
-6.553,5.882,-28.232,2
-10.728,-99.293,-47.443,3
8.623,-15.809,-34.637,0
8.582,-85.427,-34.885,1
-6.555,5.879,-28.229,2
-10.744,-99.292,-47.441,3
8.622,-15.806,-34.639,0
8.562,-85.438,-34.875,1
-6.551,5.88,-28.23,2
-10.758,-99.291,-47.438,3
8.635,-15.804,-34.641,0
8.552,-85.429,-34.866,1
-6.552,5.881,-28.234,2
-10.761,-99.294,-47.429,3
8.642,-15.807,-34.64,0
8.554,-85.433,-34.859,1
-6.55,5.884,-28.233,2
-10.761,-99.283,-47.43,3
8.649,-15.808,-34.639,0
8.558,-85.442,-34.856,1
-6.55,5.886,-28.236,2
-10.758,-99.287,-47.431,3
8.657,-15.811,-34.639,0
8.559,-85.462,-34.852,1
-6.553,5.883,-28.236,2
-10.767,-99.284,-47.431,3
8.655,-15.812,-34.643,0
8.556,-85.473,-34.851,1
-6.555,5.882,-28.239,2
-10.778,-99.292,-47.425,3
8.649,-15.805,-34.651,0
8.569,-85.478,-34.844,1
-6.556,5.883,-28.238,2
-10.771,-99.294,-47.42,3
8.653,-15.804,-34.651,0
8.555,-85.479,-34.858,1
-6.557,5.882,-28.241,2
-10.765,-99.292,-47.417,3
8.656,-15.788,-34.646,0
8.568,-85.487,-34.85,1
-6.56,5.885,-28.242,2
