x,y,z,marker
6.156,-8.599,-30.879,0
5.163,-90.805,-36.614,1
-8.186,8.191,-25.532,2
-6.964,-103.119,-43.431,3
6.16,-8.592,-30.873,0
5.164,-90.821,-36.621,1
-8.186,8.184,-25.531,2
-6.966,-103.121,-43.438,3
6.15,-8.594,-30.88,0
5.145,-90.846,-36.618,1
-8.202,8.175,-25.531,2
-6.967,-103.124,-43.432,3
6.15,-8.595,-30.882,0
5.14,-90.862,-36.612,1
-8.242,8.168,-25.521,2
-6.961,-103.128,-43.434,3
6.155,-8.598,-30.881,0
5.159,-90.88,-36.627,1
-8.267,8.162,-25.516,2
-6.943,-103.128,-43.433,3
6.166,-8.601,-30.882,0
5.15,-90.882,-36.632,1
-8.262,8.157,-25.513,2
-6.928,-103.125,-43.43,3
6.179,-8.6,-30.889,0
5.167,-90.895,-36.621,1
-8.251,8.157,-25.513,2
-6.934,-103.126,-43.431,3
6.19,-8.603,-30.892,0
5.166,-90.9,-36.615,1
-8.277,8.153,-25.509,2
-6.947,-103.123,-43.436,3
6.189,-8.602,-30.897,0
5.177,-90.894,-36.616,1
-8.293,8.149,-25.505,2
-6.951,-103.134,-43.421,3
6.2,-8.605,-30.898,0
5.173,-90.899,-36.614,1
-8.301,8.145,-25.505,2
-6.942,-103.134,-43.423,3
6.214,-8.605,-30.899,0
5.173,-90.892,-36.608,1
-8.298,8.149,-25.502,2
-6.934,-103.133,-43.429,3
6.235,-8.609,-30.907,0
5.178,-90.898,-36.607,1
-8.304,8.145,-25.5,2
-6.934,-103.141,-43.426,3
6.247,-8.599,-30.911,0
5.169,-90.89,-36.608,1
-8.293,8.141,-25.499,2
-6.929,-103.141,-43.43,3
6.24,-8.598,-30.929,0
5.159,-90.889,-36.605,1
-8.305,8.14,-25.501,2
-6.927,-103.141,-43.429,3
6.237,-8.593,-30.943,0
5.155,-90.879,-36.604,1
-8.298,8.14,-25.505,2
-6.924,-103.137,-43.434,3
6.25,-8.583,-30.958,0
5.142,-90.884,-36.607,1
-8.298,8.133,-25.505,2
-6.936,-103.136,-43.431,3
6.25,-8.582,-30.976,0
5.15,-90.885,-36.608,1
-8.294,8.129,-25.508,2
-6.947,-103.144,-43.426,3
6.258,-8.59,-30.974,0
5.147,-90.889,-36.604,1
-8.274,8.129,-25.513,2
-6.946,-103.146,-43.435,3
6.258,-8.583,-30.98,0
