x,y,z,marker
8.333,-13.92,-33.898,0
7.662,-87.736,-36.703,1
-6.542,8.621,-30.57,2
-3.337,-102.469,-42.56,3
8.322,-13.922,-33.896,0
7.673,-87.737,-36.707,1
-6.549,8.637,-30.566,2
-3.35,-102.469,-42.567,3
8.333,-13.929,-33.891,0
7.688,-87.735,-36.715,1
-6.537,8.634,-30.572,2
-3.347,-102.472,-42.559,3
8.333,-13.927,-33.882,0
7.693,-87.733,-36.725,1
-6.52,8.631,-30.57,2
-3.326,-102.482,-42.555,3
8.334,-13.922,-33.872,0
7.693,-87.729,-36.72,1
-6.523,8.628,-30.571,2
-3.314,-102.488,-42.564,3
8.34,-13.925,-33.865,0
7.713,-87.725,-36.715,1
-6.518,8.63,-30.572,2
-3.311,-102.495,-42.562,3
8.344,-13.908,-33.856,0
7.723,-87.723,-36.712,1
-6.528,8.633,-30.568,2
-3.304,-102.503,-42.563,3
8.338,-13.907,-33.856,0
7.733,-87.713,-36.707,1
-6.536,8.637,-30.564,2
-3.313,-102.515,-42.557,3
8.332,-13.898,-33.857,0
7.736,-87.691,-36.71,1
-6.54,8.634,-30.56,2
-3.32,-102.513,-42.561,3
8.331,-13.893,-33.855,0
7.75,-87.67,-36.707,1
-6.537,8.633,-30.553,2
-3.313,-102.511,-42.56,3
8.326,-13.894,-33.85,0
7.749,-87.68,-36.705,1
-6.527,8.632,-30.549,2
-3.3,-102.518,-42.547,3
8.321,-13.893,-33.851,0
7.748,-87.688,-36.699,1
-6.52,8.633,-30.546,2
-3.298,-102.516,-42.547,3
8.296,-13.888,-33.839,0
7.747,-87.688,-36.702,1
-6.515,8.63,-30.546,2
-3.302,-102.513,-42.546,3
8.307,-13.89,-33.835,0
7.757,-87.681,-36.701,1
-6.51,8.628,-30.546,2
-3.286,-102.512,-42.548,3
8.308,-13.895,-33.828,0
7.778,-87.684,-36.695,1
-6.513,8.625,-30.541,2
-3.284,-102.512,-42.549,3
8.308,-13.898,-33.82,0
7.786,-87.67,-36.7,1
-6.521,8.622,-30.536,2
-3.264,-102.521,-42.55,3
8.323,-13.918,-33.805,0
7.816,-87.655,-36.702,1
-6.534,8.626,-30.531,2
-3.239,-102.536,-42.543,3
8.322,-13.925,-33.81,0
7.847,-87.664,-36.7,1
-6.544,8.621,-30.531,2
-3.213,-102.538,-42.546,3
8.32,-13.93,-33.796,0
7.832,-87.674,-36.708,1
-6.542,8.621,-30.53,2
-3.175,-102.53,-42.547,3
8.316,-13.939,-33.797,0
7.833,-87.682,-36.699,1
-6.555,8.617,-30.53,2
-3.116,-102.532,-42.547,3
8.307,-13.946,-33.798,0
7.824,-87.677,-36.697,1
-6.544,8.614,-30.531,2
-3.097,-102.511,-42.548,3
8.299,-13.942,-33.792,0
7.819,-87.683,-36.701,1
-6.525,8.618,-30.529,2
-3.13,-102.514,-42.548,3
8.293,-13.94,-33.796,0
7.807,-87.693,-36.707,1
-6.511,8.616,-30.533,2
-3.158,-102.52,-42.545,3
8.293,-13.937,-33.794,0
7.802,-87.69,-36.711,1
-6.508,8.616,-30.543,2
-3.174,-102.517,-42.543,3
8.298,-13.934,-33.794,0
7.792,-87.691,-36.712,1
-6.495,8.625,-30.541,2
-3.17,-102.496,-42.565,3
8.291,-13.926,-33.789,0
7.797,-87.687,-36.702,1
-6.486,8.632,-30.533,2
-3.159,-102.509,-42.546,3
8.292,-13.927,-33.795,0
7.798,-87.694,-36.697,1
-6.476,8.638,-30.531,2
-3.144,-102.512,-42.541,3
8.296,-13.927,-33.799,0
7.811,-87.691,-36.698,1
-6.489,8.653,-30.526,2
-3.14,-102.51,-42.549,3
8.286,-13.913,-33.797,0
7.811,-87.691,-36.701,1
-6.501,8.663,-30.523,2
-3.139,-102.522,-42.536,3
