x,y,z,marker
7.495,-9.811,-31.835,0
6.169,-89.783,-35.786,1
-9.337,11.832,-24.487,2
-7.06,-100.702,-43.407,3
7.494,-9.806,-31.823,0
6.165,-89.789,-35.787,1
-9.336,11.837,-24.487,2
-7.057,-100.703,-43.412,3
7.494,-9.811,-31.823,0
6.163,-89.775,-35.795,1
-9.34,11.839,-24.494,2
-7.062,-100.704,-43.418,3
7.472,-9.821,-31.826,0
6.161,-89.78,-35.784,1
-9.332,11.844,-24.494,2
-7.053,-100.705,-43.422,3
7.465,-9.818,-31.827,0
6.158,-89.775,-35.787,1
-9.336,11.847,-24.492,2
-7.047,-100.706,-43.42,3
7.48,-9.802,-31.817,0
6.164,-89.763,-35.783,1
-9.321,11.848,-24.493,2
-7.064,-100.697,-43.427,3
7.485,-9.799,-31.794,0
6.163,-89.762,-35.775,1
-9.328,11.847,-24.494,2
-7.082,-100.696,-43.427,3
7.494,-9.789,-31.784,0
6.157,-89.77,-35.776,1
-9.329,11.845,-24.495,2
-7.112,-100.686,-43.418,3
7.489,-9.798,-31.78,0
6.159,-89.773,-35.773,1
-9.331,11.848,-24.494,2
-7.141,-100.682,-43.417,3
7.484,-9.8,-31.779,0
6.152,-89.777,-35.78,1
-9.329,11.857,-24.502,2
-7.134,-100.682,-43.423,3
7.487,-9.799,-31.78,0
6.134,-89.774,-35.791,1
-9.332,11.851,-24.512,2
-7.127,-100.685,-43.423,3
7.488,-9.799,-31.778,0
6.127,-89.779,-35.804,1
-9.332,11.853,-24.514,2
-7.118,-100.68,-43.42,3
7.493,-9.792,-31.777,0
6.108,-89.783,-35.799,1
-9.337,11.853,-24.522,2
-7.121,-100.676,-43.425,3
7.504,-9.793,-31.779,0
6.078,-89.768,-35.807,1
-9.345,11.864,-24.526,2
-7.119,-100.679,-43.421,3
7.516,-9.792,-31.772,0
6.009,-89.788,-35.823,1
-9.352,11.862,-24.53,2
-7.109,-100.677,-43.421,3
7.518,-9.795,-31.77,0
5.988,-89.811,-35.829,1
-9.358,11.875,-24.528,2
-7.104,-100.683,-43.425,3
7.522,-9.803,-31.767,0
6.006,-89.804,-35.837,1
-9.348,11.881,-24.532,2
-7.11,-100.677,-43.435,3
7.52,-9.805,-31.757,0
6.016,-89.8,-35.84,1
-9.353,11.884,-24.532,2
-7.113,-100.677,-43.427,3
7.525,-9.808,-31.755,0
6.004,-89.798,-35.843,1
-9.358,11.888,-24.533,2
-7.124,-100.667,-43.435,3
7.528,-9.804,-31.755,0
6.001,-89.776,-35.848,1
-9.348,11.893,-24.535,2
-7.122,-100.659,-43.436,3
7.537,-9.811,-31.758,0
6.001,-89.789,-35.843,1
-9.342,11.9,-24.534,2
-7.15,-100.65,-43.445,3
7.548,-9.814,-31.76,0
5.999,-89.786,-35.852,1
-9.329,11.922,-24.526,2
-7.142,-100.65,-43.446,3
7.554,-9.819,-31.76,0
5.997,-89.783,-35.854,1
-9.333,11.93,-24.518,2
-7.13,-100.652,-43.45,3
7.551,-9.815,-31.756,0
5.995,-89.793,-35.852,1
-9.345,11.939,-24.509,2
-7.133,-100.637,-43.445,3
7.564,-9.815,-31.746,0
5.998,-89.813,-35.85,1
-9.344,11.946,-24.513,2
-7.136,-100.627,-43.444,3
7.573,-9.815,-31.738,0
5.997,-89.809,-35.863,1
-9.354,11.958,-24.51,2
-7.151,-100.609,-43.44,3
7.591,-9.817,-31.725,0
6.008,-89.805,-35.858,1
-9.349,11.969,-24.511,2
-7.175,-100.59,-43.443,3
7.576,-9.825,-31.724,0
6.019,-89.804,-35.865,1
-9.323,11.982,-24.52,2
-7.169,-100.592,-43.452,3
7.58,-9.843,-31.712,0
6.028,-89.811,-35.864,1
-9.335,11.98,-24.521,2
-7.15,-100.599,-43.451,3
7.568,-9.834,-31.707,0
