x,y,z,marker
7.535,-13.914,-36.157,0
7.484,-94.766,-35.976,1
-7.434,6.222,-26.253,2
-9.803,-107.827,-49.005,3
7.514,-13.901,-36.186,0
7.482,-94.754,-35.98,1
-7.413,6.236,-26.25,2
-9.806,-107.825,-49.007,3
7.534,-13.9,-36.185,0
7.474,-94.75,-35.99,1
-7.431,6.237,-26.251,2
-9.813,-107.824,-49.01,3
7.534,-13.88,-36.191,0
7.459,-94.747,-35.993,1
-7.453,6.243,-26.246,2
-9.815,-107.834,-49.01,3
7.496,-13.89,-36.211,0
7.46,-94.753,-36.003,1
-7.456,6.248,-26.244,2
-9.81,-107.836,-49.005,3
7.472,-13.903,-36.215,0
7.45,-94.758,-36.004,1
-7.443,6.26,-26.243,2
-9.8,-107.832,-49.005,3
7.462,-13.907,-36.221,0
7.431,-94.761,-36.007,1
-7.433,6.27,-26.244,2
-9.795,-107.838,-49.002,3
7.473,-13.9,-36.229,0
7.438,-94.764,-36.006,1
-7.391,6.281,-26.252,2
-9.802,-107.838,-49.007,3
7.467,-13.881,-36.238,0
7.435,-94.758,-36.01,1
-7.407,6.281,-26.252,2
-9.804,-107.842,-49.003,3
7.427,-13.865,-36.259,0
7.438,-94.757,-36.019,1
-7.412,6.288,-26.251,2
-9.796,-107.849,-49.005,3
7.403,-13.867,-36.264,0
7.431,-94.756,-36.025,1
-7.413,6.295,-26.251,2
-9.792,-107.851,-49.013,3
7.411,-13.874,-36.266,0
7.447,-94.748,-36.022,1
-7.405,6.301,-26.253,2
-9.787,-107.855,-49.009,3
7.412,-13.866,-36.27,0
7.446,-94.74,-36.025,1
-7.392,6.315,-26.253,2
-9.79,-107.856,-49.006,3
7.408,-13.867,-36.273,0
7.445,-94.745,-36.016,1
-7.407,6.323,-26.252,2
-9.794,-107.855,-49.004,3
7.401,-13.859,-36.278,0
7.431,-94.749,-36.014,1
-7.394,6.328,-26.255,2
-9.794,-107.861,-49.002,3
7.415,-13.861,-36.272,0
7.44,-94.745,-36.016,1
-7.397,6.343,-26.258,2
-9.796,-107.857,-49.007,3
7.419,-13.866,-36.271,0
7.446,-94.742,-36.017,1
-7.415,6.351,-26.255,2
-9.785,-107.858,-49.008,3
7.429,-13.873,-36.264,0
7.448,-94.742,-36.023,1
-7.383,6.366,-26.258,2
-9.768,-107.871,-49.008,3
7.437,-13.872,-36.259,0
7.453,-94.738,-36.013,1
-7.354,6.374,-26.268,2
