x,y,z,marker
10.038,-16.024,-35.864,0
9.963,-75.965,-36.436,1
-6.966,4.134,-28.516,2
-7.575,-97.24,-54.722,3
10.039,-16.025,-35.859,0
9.951,-75.956,-36.444,1
-6.964,4.133,-28.52,2
-7.577,-97.237,-54.716,3
10.031,-16.021,-35.847,0
9.93,-75.955,-36.452,1
-6.961,4.133,-28.521,2
-7.579,-97.233,-54.71,3
10.018,-16.016,-35.848,0
9.888,-75.953,-36.475,1
-6.948,4.127,-28.524,2
-7.579,-97.234,-54.704,3
10.019,-16.009,-35.843,0
9.865,-75.937,-36.475,1
-6.938,4.121,-28.523,2
-7.582,-97.233,-54.699,3
10.032,-16.01,-35.841,0
9.863,-75.917,-36.482,1
-6.936,4.119,-28.521,2
-7.583,-97.235,-54.694,3
10.039,-16.02,-35.839,0
9.839,-75.893,-36.483,1
-6.933,4.122,-28.52,2
-7.58,-97.228,-54.691,3
10.05,-16.021,-35.841,0
9.817,-75.882,-36.512,1
-6.932,4.123,-28.525,2
-7.578,-97.223,-54.686,3
10.057,-16.021,-35.834,0
9.82,-75.884,-36.539,1
-6.932,4.126,-28.525,2
-7.588,-97.218,-54.687,3
10.073,-16.035,-35.83,0
9.818,-75.871,-36.544,1
-6.92,4.127,-28.526,2
-7.597,-97.212,-54.688,3
10.096,-16.047,-35.831,0
9.805,-75.842,-36.538,1
-6.903,4.125,-28.523,2
-7.605,-97.208,-54.687,3
10.111,-16.064,-35.837,0
9.783,-75.793,-36.551,1
-6.894,4.13,-28.523,2
-7.611,-97.205,-54.685,3
10.111,-16.059,-35.844,0
9.734,-75.757,-36.576,1
-6.888,4.128,-28.529,2
-7.611,-97.2,-54.68,3
10.119,-16.061,-35.837,0
9.728,-75.777,-36.578,1
-6.894,4.125,-28.527,2
-7.615,-97.195,-54.678,3
10.154,-16.063,-35.84,0
9.712,-75.779,-36.604,1
-6.893,4.12,-28.527,2
-7.619,-97.193,-54.677,3
10.182,-16.079,-35.825,0
9.704,-75.781,-36.616,1
-6.891,4.124,-28.527,2
-7.619,-97.192,-54.673,3
10.189,-16.081,-35.832,0
9.693,-75.784,-36.598,1
-6.896,4.123,-28.527,2
-7.619,-97.192,-54.668,3
10.188,-16.087,-35.83,0
9.686,-75.758,-36.619,1
-6.896,4.123,-28.528,2
-7.616,-97.195,-54.663,3
10.201,-16.101,-35.819,0
9.7,-75.748,-36.611,1
-6.899,4.12,-28.529,2
-7.617,-97.195,-54.66,3
10.205,-16.1,-35.806,0
9.709,-75.748,-36.61,1
-6.892,4.116,-28.533,2
-7.618,-97.198,-54.656,3
10.195,-16.097,-35.805,0
9.705,-75.74,-36.621,1
-6.893,4.113,-28.531,2
-7.619,-97.2,-54.655,3
10.181,-16.101,-35.803,0
9.694,-75.734,-36.612,1
-6.889,4.114,-28.53,2
-7.618,-97.195,-54.65,3
10.188,-16.1,-35.804,0
9.7,-75.729,-36.615,1
-6.896,4.115,-28.531,2
-7.621,-97.194,-54.649,3
10.182,-16.086,-35.803,0
9.687,-75.722,-36.64,1
-6.906,4.118,-28.528,2
-7.612,-97.194,-54.638,3
10.181,-16.082,-35.805,0
9.653,-75.725,-36.649,1
-6.906,4.123,-28.528,2
-7.604,-97.19,-54.625,3
10.191,-16.074,-35.802,0
9.651,-75.722,-36.653,1
-6.913,4.119,-28.527,2
-7.598,-97.19,-54.616,3
10.188,-16.073,-35.795,0
9.645,-75.688,-36.648,1
-6.932,4.12,-28.524,2
-7.593,-97.187,-54.607,3
10.185,-16.069,-35.792,0
9.632,-75.664,-36.626,1
-6.94,4.119,-28.522,2
-7.589,-97.183,-54.6,3
10.178,-16.055,-35.794,0
9.634,-75.667,-36.633,1
-6.975,4.114,-28.52,2
-7.588,-97.179,-54.598,3
10.167,-16.05,-35.796,0
9.604,-75.632,-36.634,1
-6.997,4.114,-28.515,2
-7.585,-97.179,-54.595,3
10.166,-16.048,-35.798,0
9.584,-75.643,-36.634,1
-6.988,4.109,-28.513,2
-7.585,-97.183,-54.592,3
10.149,-16.034,-35.799,0
9.577,-75.648,-36.63,1
-6.995,4.106,-28.507,2
-7.59,-97.182,-54.59,3
10.128,-16.017,-35.797,0
9.587,-75.653,-36.649,1
-6.998,4.105,-28.511,2
-7.588,-97.181,-54.588,3
10.138,-16.018,-35.802,0
9.583,-75.653,-36.65,1
-6.997,4.103,-28.512,2
-7.587,-97.182,-54.586,3
10.141,-16.025,-35.802,0
9.57,-75.67,-36.654,1
-7.002,4.106,-28.512,2
-7.584,-97.185,-54.585,3
10.116,-15.996,-35.812,0
9.554,-75.671,-36.664,1
-6.994,4.109,-28.51,2
-7.583,-97.183,-54.583,3
10.113,-15.988,-35.812,0
9.553,-75.665,-36.658,1
-6.989,4.106,-28.509,2
-7.581,-97.181,-54.583,3
10.12,-15.986,-35.827,0
9.54,-75.668,-36.67,1
-6.991,4.105,-28.509,2
-7.579,-97.18,-54.581,3
10.116,-15.987,-35.829,0
9.527,-75.674,-36.676,1
-6.992,4.103,-28.513,2
-7.583,-97.179,-54.583,3
10.122,-15.977,-35.825,0
9.507,-75.667,-36.678,1
-6.992,4.102,-28.52,2
-7.585,-97.179,-54.584,3
10.12,-15.979,-35.829,0
9.511,-75.67,-36.686,1
-6.979,4.104,-28.521,2
-7.586,-97.179,-54.587,3
10.12,-15.983,-35.834,0
9.524,-75.656,-36.686,1
-6.973,4.105,-28.522,2
-7.587,-97.179,-54.588,3
10.128,-15.99,-35.836,0
9.525,-75.662,-36.69,1
-6.961,4.105,-28.525,2
-7.587,-97.179,-54.588,3
10.133,-15.998,-35.837,0
9.502,-75.671,-36.696,1
-6.964,4.108,-28.528,2
-7.588,-97.18,-54.589,3
10.14,-15.993,-35.841,0
9.497,-75.664,-36.692,1
-6.959,4.107,-28.534,2
-7.59,-97.18,-54.59,3
10.143,-15.995,-35.844,0
9.502,-75.652,-36.705,1
-6.95,4.112,-28.533,2
-7.592,-97.176,-54.593,3
