x,y,z,marker
7.511,-16.987,-35.691,0
7.524,-90.82,-36.114,1
-7.33,1.258,-26.428,2
-9.671,-107.476,-49.341,3
7.484,-16.985,-35.7,0
7.529,-90.81,-36.111,1
-7.359,1.254,-26.419,2
-9.679,-107.474,-49.343,3
7.485,-16.991,-35.708,0
7.529,-90.816,-36.112,1
-7.348,1.253,-26.419,2
-9.687,-107.475,-49.343,3
7.465,-16.996,-35.72,0
7.528,-90.822,-36.102,1
-7.365,1.254,-26.412,2
-9.702,-107.468,-49.342,3
7.436,-17.005,-35.74,0
7.516,-90.824,-36.101,1
-7.358,1.249,-26.412,2
-9.697,-107.48,-49.344,3
7.425,-17.02,-35.772,0
7.513,-90.823,-36.102,1
-7.347,1.25,-26.412,2
-9.696,-107.484,-49.353,3
7.384,-17.026,-35.774,0
7.496,-90.821,-36.108,1
-7.339,1.251,-26.414,2
-9.691,-107.494,-49.356,3
7.368,-17.056,-35.759,0
7.495,-90.814,-36.11,1
-7.328,1.252,-26.416,2
-9.686,-107.494,-49.362,3
7.35,-17.038,-35.771,0
7.497,-90.807,-36.104,1
-7.332,1.25,-26.416,2
-9.684,-107.493,-49.36,3
7.319,-17.039,-35.776,0
7.499,-90.79,-36.105,1
-7.321,1.247,-26.419,2
-9.692,-107.489,-49.362,3
7.295,-17.033,-35.783,0
7.515,-90.779,-36.1,1
-7.315,1.246,-26.419,2
-9.691,-107.496,-49.358,3
7.3,-17.032,-35.782,0
7.538,-90.767,-36.099,1
-7.318,1.245,-26.419,2
-9.686,-107.498,-49.361,3
7.286,-17.038,-35.775,0
7.549,-90.753,-36.109,1
-7.313,1.243,-26.419,2
-9.684,-107.498,-49.37,3
7.264,-17.033,-35.773,0
7.557,-90.754,-36.115,1
-7.314,1.244,-26.42,2
-9.692,-107.508,-49.376,3
7.245,-17.047,-35.775,0
7.534,-90.752,-36.128,1
-7.309,1.243,-26.42,2
-9.695,-107.502,-49.372,3
7.245,-17.065,-35.78,0
7.526,-90.748,-36.131,1
-7.314,1.245,-26.423,2
-9.698,-107.489,-49.371,3
7.243,-17.056,-35.79,0
7.515,-90.749,-36.131,1
-7.311,1.243,-26.423,2
-9.691,-107.496,-49.358,3
7.199,-17.079,-35.804,0
7.477,-90.736,-36.132,1
-7.303,1.243,-26.424,2
-9.682,-107.494,-49.355,3
7.174,-17.1,-35.808,0
7.481,-90.735,-36.134,1
