x,y,z,marker
8.151,-20.038,-33.392,0
10.395,-73.538,-51.759,1
-7.159,1.202,-30.852,2
-5.846,-101.695,-45.407,3
8.168,-20.039,-33.368,0
10.39,-73.522,-51.791,1
-7.147,1.213,-30.856,2
-5.85,-101.689,-45.404,3
8.174,-20.034,-33.343,0
10.407,-73.512,-51.81,1
-7.137,1.214,-30.858,2
-5.858,-101.685,-45.405,3
8.162,-20.039,-33.338,0
10.423,-73.505,-51.845,1
-7.124,1.208,-30.863,2
-5.861,-101.693,-45.405,3
8.154,-20.03,-33.332,0
10.428,-73.503,-51.861,1
-7.122,1.22,-30.862,2
-5.865,-101.692,-45.412,3
8.151,-20.018,-33.344,0
10.433,-73.465,-51.93,1
-7.122,1.236,-30.857,2
-5.863,-101.686,-45.412,3
8.153,-20.024,-33.34,0
10.445,-73.477,-51.936,1
-7.13,1.233,-30.854,2
-5.864,-101.682,-45.412,3
8.153,-20.011,-33.334,0
10.441,-73.477,-51.956,1
-7.15,1.238,-30.848,2
-5.863,-101.683,-45.412,3
8.137,-20,-33.341,0
10.454,-73.486,-51.962,1
-7.171,1.238,-30.844,2
-5.865,-101.685,-45.413,3
8.133,-19.978,-33.337,0
10.442,-73.49,-51.973,1
-7.179,1.235,-30.838,2
-5.864,-101.676,-45.416,3
8.131,-19.958,-33.346,0
10.465,-73.505,-51.99,1
-7.181,1.229,-30.835,2
-5.862,-101.673,-45.42,3
8.134,-19.943,-33.339,0
10.463,-73.502,-52.011,1
-7.18,1.23,-30.832,2
-5.861,-101.666,-45.428,3
8.144,-19.95,-33.338,0
10.468,-73.506,-52.032,1
-7.202,1.222,-30.828,2
-5.864,-101.665,-45.429,3
8.139,-19.955,-33.338,0
10.474,-73.513,-52.044,1
-7.202,1.218,-30.827,2
-5.859,-101.671,-45.427,3
8.129,-19.953,-33.324,0
10.472,-73.514,-52.072,1
-7.207,1.216,-30.831,2
-5.839,-101.665,-45.431,3
8.132,-19.954,-33.32,0
10.472,-73.534,-52.071,1
-7.198,1.211,-30.835,2
-5.824,-101.645,-45.441,3
8.13,-19.956,-33.318,0
10.481,-73.551,-52.073,1
-7.178,1.211,-30.838,2
-5.814,-101.629,-45.445,3
8.128,-19.958,-33.315,0
10.479,-73.569,-52.065,1
-7.175,1.206,-30.846,2
-5.826,-101.614,-45.459,3
8.124,-19.957,-33.314,0
10.466,-73.581,-52.092,1
-7.169,1.208,-30.849,2
-5.838,-101.623,-45.457,3
8.105,-19.961,-33.305,0
10.45,-73.595,-52.093,1
-7.157,1.21,-30.855,2
-5.843,-101.624,-45.457,3
8.097,-19.976,-33.304,0
10.443,-73.607,-52.101,1
-7.148,1.213,-30.858,2
-5.85,-101.614,-45.462,3
8.094,-19.974,-33.3,0
10.432,-73.625,-52.101,1
-7.156,1.216,-30.861,2
-5.855,-101.621,-45.456,3
8.081,-19.982,-33.291,0
10.421,-73.654,-52.089,1
-7.162,1.214,-30.863,2
-5.855,-101.626,-45.454,3
8.047,-19.982,-33.296,0
10.394,-73.673,-52.082,1
-7.171,1.21,-30.863,2
-5.844,-101.625,-45.45,3
8.046,-20.004,-33.291,0
10.375,-73.711,-52.068,1
-7.182,1.211,-30.862,2
-5.835,-101.616,-45.448,3
8.058,-20.011,-33.291,0
10.378,-73.8,-52.019,1
-7.182,1.211,-30.859,2
-5.821,-101.614,-45.446,3
8.042,-20.025,-33.29,0
10.353,-73.833,-51.989,1
-7.205,1.21,-30.855,2
-5.818,-101.617,-45.447,3
8.036,-20.03,-33.311,0
10.334,-73.821,-52.004,1
-7.224,1.214,-30.855,2
-5.818,-101.617,-45.442,3
8.029,-20.023,-33.304,0
10.314,-73.837,-51.997,1
-7.247,1.226,-30.851,2
-5.819,-101.618,-45.441,3
8.017,-20.041,-33.301,0
10.295,-73.885,-51.975,1
-7.238,1.231,-30.849,2
-5.819,-101.619,-45.437,3
8.013,-20.052,-33.32,0
10.286,-73.952,-51.931,1
-7.249,1.234,-30.848,2
-5.807,-101.61,-45.429,3
8.026,-20.053,-33.316,0
10.273,-73.989,-51.91,1
-7.262,1.229,-30.849,2
-5.801,-101.591,-45.415,3
8.025,-20.057,-33.306,0
10.263,-74.037,-51.882,1
-7.258,1.23,-30.848,2
-5.789,-101.581,-45.403,3
8.021,-20.052,-33.31,0
10.253,-74.022,-51.895,1
-7.252,1.229,-30.85,2
-5.776,-101.574,-45.395,3
8.001,-20.072,-33.325,0
10.236,-74.042,-51.893,1
-7.255,1.225,-30.849,2
-5.789,-101.567,-45.384,3
8.004,-20.066,-33.316,0
10.218,-74.049,-51.904,1
-7.255,1.229,-30.848,2
-5.789,-101.578,-45.385,3
8.007,-20.063,-33.31,0
10.195,-74.069,-51.893,1
-7.259,1.23,-30.85,2
-5.786,-101.568,-45.371,3
8.02,-20.066,-33.304,0
10.18,-74.111,-51.861,1
-7.251,1.227,-30.848,2
-5.778,-101.56,-45.363,3
8.019,-20.06,-33.3,0
10.142,-74.117,-51.868,1
-7.245,1.225,-30.848,2
-5.783,-101.559,-45.357,3
8.02,-20.056,-33.284,0
10.123,-74.169,-51.839,1
-7.259,1.222,-30.849,2
-5.783,-101.564,-45.353,3
8.055,-20.04,-33.261,0
10.106,-74.194,-51.842,1
-7.265,1.218,-30.847,2
-5.785,-101.56,-45.35,3
8.084,-20.038,-33.252,0
10.084,-74.221,-51.814,1
-7.269,1.221,-30.843,2
-5.773,-101.553,-45.349,3
8.081,-20.013,-33.246,0
10.094,-74.299,-51.758,1
-7.265,1.225,-30.842,2
-5.766,-101.551,-45.347,3
8.086,-19.996,-33.231,0
10.073,-74.289,-51.778,1
-7.271,1.227,-30.839,2
-5.752,-101.559,-45.348,3
8.11,-19.986,-33.218,0
10.046,-74.295,-51.79,1
-7.264,1.229,-30.837,2
-5.754,-101.55,-45.35,3
8.13,-19.991,-33.218,0
10.031,-74.35,-51.754,1
-7.267,1.228,-30.833,2
-5.761,-101.549,-45.352,3
8.14,-19.99,-33.182,0
10.008,-74.358,-51.75,1
-7.311,1.241,-30.822,2
-5.772,-101.548,-45.351,3
8.112,-19.978,-33.194,0
9.988,-74.384,-51.736,1
-7.307,1.244,-30.815,2
-5.773,-101.547,-45.352,3
8.108,-19.98,-33.203,0
9.95,-74.393,-51.723,1
-7.299,1.244,-30.81,2
-5.771,-101.55,-45.354,3
8.089,-19.978,-33.206,0
9.948,-74.422,-51.706,1
-7.297,1.239,-30.804,2
-5.763,-101.547,-45.355,3
8.076,-19.965,-33.204,0
9.92,-74.468,-51.683,1
-7.28,1.244,-30.81,2
-5.75,-101.552,-45.356,3
8.076,-19.964,-33.203,0
9.889,-74.478,-51.686,1
-7.266,1.248,-30.814,2
-5.736,-101.56,-45.355,3
8.072,-19.964,-33.206,0
9.865,-74.5,-51.679,1
-7.234,1.247,-30.82,2
-5.741,-101.556,-45.357,3
8.069,-19.961,-33.213,0
9.849,-74.509,-51.68,1
-7.219,1.251,-30.827,2
-5.755,-101.553,-45.359,3
8.068,-19.957,-33.206,0
9.846,-74.534,-51.684,1
-7.204,1.253,-30.832,2
-5.764,-101.551,-45.358,3
8.068,-19.96,-33.208,0
9.819,-74.515,-51.706,1
-7.202,1.258,-30.835,2
-5.769,-101.55,-45.354,3
8.079,-19.97,-33.204,0
9.801,-74.508,-51.716,1
-7.208,1.263,-30.833,2
-5.768,-101.551,-45.359,3
8.077,-19.967,-33.208,0
9.786,-74.529,-51.705,1
-7.202,1.266,-30.826,2
-5.763,-101.552,-45.354,3
8.072,-19.979,-33.221,0
9.778,-74.544,-51.698,1
-7.205,1.27,-30.822,2
-5.769,-101.548,-45.358,3
8.062,-19.988,-33.229,0
9.763,-74.557,-51.713,1
-7.221,1.271,-30.818,2
-5.772,-101.552,-45.361,3
8.053,-20.008,-33.243,0
9.738,-74.556,-51.711,1
-7.24,1.271,-30.815,2
-5.77,-101.549,-45.361,3
8.057,-20.004,-33.262,0
9.717,-74.573,-51.698,1
-7.245,1.271,-30.81,2
-5.766,-101.543,-45.36,3
8.056,-20.018,-33.28,0
9.7,-74.581,-51.675,1
-7.252,1.271,-30.806,2
