x,y,z,marker
5.868,-10.613,-30.606,0
6.243,-83.904,-35.636,1
-8.425,5.971,-22.301,2
-7.297,-102.212,-41.59,3
5.869,-10.616,-30.609,0
6.254,-83.894,-35.632,1
-8.417,5.973,-22.302,2
-7.299,-102.209,-41.593,3
5.87,-10.618,-30.61,0
6.267,-83.892,-35.62,1
-8.423,5.977,-22.3,2
-7.31,-102.209,-41.585,3
5.872,-10.622,-30.614,0
6.265,-83.89,-35.634,1
-8.422,5.974,-22.304,2
-7.303,-102.214,-41.58,3
5.871,-10.622,-30.611,0
6.26,-83.89,-35.638,1
-8.423,5.974,-22.307,2
-7.297,-102.21,-41.584,3
5.867,-10.619,-30.614,0
6.25,-83.894,-35.644,1
-8.429,5.972,-22.309,2
-7.299,-102.215,-41.583,3
5.865,-10.619,-30.617,0
6.241,-83.891,-35.64,1
-8.42,5.974,-22.311,2
-7.28,-102.21,-41.59,3
5.87,-10.613,-30.615,0
6.253,-83.902,-35.633,1
-8.412,5.974,-22.314,2
-7.261,-102.216,-41.591,3
5.872,-10.616,-30.616,0
6.25,-83.903,-35.633,1
-8.411,5.974,-22.317,2
-7.226,-102.22,-41.6,3
5.862,-10.61,-30.618,0
6.249,-83.906,-35.632,1
-8.396,5.974,-22.321,2
-7.166,-102.222,-41.616,3
5.849,-10.604,-30.621,0
6.253,-83.904,-35.633,1
-8.405,5.976,-22.319,2
-7.192,-102.216,-41.635,3
5.84,-10.597,-30.625,0
6.242,-83.91,-35.634,1
-8.402,5.976,-22.321,2
-7.202,-102.219,-41.637,3
5.83,-10.608,-30.63,0
6.245,-83.918,-35.634,1
-8.411,5.976,-22.32,2
-7.23,-102.213,-41.642,3
5.831,-10.615,-30.639,0
6.244,-83.914,-35.633,1
-8.421,5.975,-22.318,2
-7.25,-102.209,-41.641,3
5.83,-10.623,-30.64,0
6.239,-83.912,-35.621,1
-8.424,5.973,-22.319,2
-7.286,-102.202,-41.643,3
5.823,-10.619,-30.637,0
6.232,-83.911,-35.619,1
-8.428,5.973,-22.318,2
-7.324,-102.196,-41.648,3
5.815,-10.616,-30.636,0
6.227,-83.917,-35.611,1
-8.45,5.971,-22.317,2
-7.344,-102.195,-41.65,3
5.803,-10.618,-30.639,0
6.217,-83.917,-35.617,1
-8.445,5.971,-22.319,2
-7.375,-102.185,-41.664,3
5.81,-10.618,-30.636,0
6.218,-83.92,-35.616,1
-8.451,5.97,-22.32,2
-7.369,-102.195,-41.656,3
5.815,-10.62,-30.634,0
6.216,-83.925,-35.617,1
-8.445,5.97,-22.323,2
-7.408,-102.182,-41.665,3
5.819,-10.619,-30.631,0
6.211,-83.923,-35.623,1
-8.437,5.969,-22.328,2
-7.397,-102.202,-41.666,3
5.822,-10.622,-30.624,0
6.21,-83.915,-35.624,1
-8.437,5.969,-22.33,2
-7.361,-102.21,-41.66,3
5.826,-10.619,-30.625,0
6.208,-83.913,-35.622,1
-8.439,5.97,-22.334,2
-7.347,-102.211,-41.666,3
5.827,-10.618,-30.621,0
6.209,-83.911,-35.622,1
-8.447,5.97,-22.336,2
-7.348,-102.203,-41.668,3
5.83,-10.613,-30.62,0
6.225,-83.913,-35.62,1
-8.439,5.969,-22.341,2
-7.335,-102.213,-41.667,3
5.834,-10.61,-30.615,0
6.231,-83.902,-35.632,1
-8.441,5.97,-22.341,2
-7.312,-102.207,-41.676,3
5.839,-10.605,-30.61,0
6.246,-83.9,-35.64,1
-8.462,5.972,-22.338,2
-7.304,-102.207,-41.678,3
5.844,-10.609,-30.61,0
6.256,-83.896,-35.637,1
-8.459,5.974,-22.34,2
-7.311,-102.207,-41.684,3
5.846,-10.597,-30.61,0
6.257,-83.897,-35.648,1
-8.466,5.974,-22.341,2
-7.303,-102.212,-41.678,3
5.844,-10.591,-30.602,0
6.264,-83.897,-35.645,1
-8.46,5.974,-22.344,2
-7.29,-102.211,-41.681,3
5.842,-10.584,-30.596,0
6.262,-83.901,-35.652,1
-8.471,5.974,-22.342,2
