x,y,z,marker
8.471,-16.103,-35.174,0
7.385,-94.002,-35.841,1
-7.128,5.949,-31.984,2
-9.941,-97.494,-55.108,3
8.475,-16.109,-35.172,0
7.466,-93.97,-35.82,1
-7.125,5.929,-31.993,2
-9.94,-97.485,-55.107,3
8.476,-16.114,-35.176,0
7.591,-93.987,-35.754,1
-7.117,5.926,-32.004,2
-9.939,-97.483,-55.107,3
8.474,-16.122,-35.176,0
7.677,-93.98,-35.674,1
-7.109,5.925,-32.008,2
-9.941,-97.48,-55.108,3
8.465,-16.136,-35.175,0
7.802,-93.896,-35.658,1
-7.121,5.894,-32.027,2
-9.942,-97.478,-55.109,3
8.454,-16.135,-35.168,0
7.798,-93.902,-35.657,1
-7.123,5.898,-32.032,2
-9.944,-97.476,-55.109,3
8.457,-16.132,-35.166,0
7.852,-93.916,-35.593,1
-7.138,5.875,-32.033,2
-9.944,-97.472,-55.11,3
8.462,-16.129,-35.165,0
7.962,-93.924,-35.585,1
-7.14,5.854,-32.031,2
-9.943,-97.468,-55.112,3
8.462,-16.126,-35.162,0
8.102,-93.958,-35.564,1
-7.14,5.859,-32.034,2
-9.943,-97.465,-55.113,3
8.462,-16.129,-35.155,0
8.125,-93.96,-35.548,1
-7.124,5.855,-32.039,2
-9.952,-97.46,-55.117,3
8.465,-16.127,-35.148,0
8.211,-93.977,-35.56,1
-7.124,5.856,-32.04,2
-9.963,-97.451,-55.125,3
8.464,-16.128,-35.143,0
8.306,-93.928,-35.518,1
-7.128,5.864,-32.042,2
-9.974,-97.445,-55.133,3
8.466,-16.137,-35.122,0
8.356,-93.933,-35.534,1
-7.122,5.861,-32.04,2
-9.98,-97.436,-55.14,3
8.466,-16.14,-35.111,0
8.458,-93.883,-35.491,1
-7.128,5.862,-32.038,2
-9.988,-97.433,-55.15,3
8.455,-16.136,-35.11,0
8.518,-93.929,-35.483,1
-7.126,5.862,-32.043,2
-9.992,-97.419,-55.156,3
8.464,-16.127,-35.099,0
8.647,-93.98,-35.442,1
-7.126,5.867,-32.048,2
-9.997,-97.413,-55.158,3
8.464,-16.131,-35.103,0
8.746,-93.971,-35.432,1
-7.131,5.868,-32.047,2
-10.005,-97.419,-55.163,3
8.444,-16.136,-35.096,0
8.777,-93.947,-35.443,1
-7.131,5.869,-32.048,2
-10.005,-97.417,-55.165,3
8.442,-16.143,-35.084,0
8.846,-93.91,-35.461,1
-7.139,5.875,-32.047,2
-10.005,-97.413,-55.167,3
8.436,-16.151,-35.073,0
8.884,-93.981,-35.436,1
-7.14,5.878,-32.044,2
-10.006,-97.409,-55.17,3
8.434,-16.15,-35.066,0
9.01,-93.993,-35.391,1
-7.141,5.881,-32.051,2
-10.006,-97.407,-55.172,3
8.456,-16.153,-35.044,0
9.128,-93.942,-35.361,1
-7.148,5.882,-32.05,2
-10.007,-97.401,-55.176,3
8.458,-16.157,-35.035,0
9.224,-94.004,-35.319,1
-7.151,5.887,-32.05,2
-10.007,-97.401,-55.179,3
8.451,-16.166,-35.042,0
9.298,-94.041,-35.336,1
-7.157,5.884,-32.052,2
-10.008,-97.397,-55.181,3
8.435,-16.168,-35.041,0
9.455,-94.046,-35.317,1
-7.161,5.883,-32.053,2
-10.002,-97.399,-55.178,3
8.434,-16.162,-35.043,0
9.56,-94.115,-35.293,1
-7.176,5.878,-32.052,2
-9.996,-97.4,-55.175,3
8.434,-16.155,-35.047,0
9.729,-94.072,-35.289,1
-7.199,5.879,-32.059,2
-9.992,-97.401,-55.173,3
8.435,-16.166,-35.048,0
9.711,-93.997,-35.308,1
-7.203,5.882,-32.061,2
-9.988,-97.4,-55.172,3
8.45,-16.169,-35.048,0
9.752,-94.043,-35.307,1
-7.195,5.877,-32.062,2
-9.982,-97.402,-55.169,3
8.452,-16.173,-35.047,0
9.85,-94.049,-35.298,1
-7.199,5.874,-32.06,2
-9.976,-97.399,-55.169,3
8.459,-16.176,-35.049,0
9.955,-94.037,-35.316,1
-7.214,5.873,-32.06,2
-9.974,-97.398,-55.167,3
8.469,-16.174,-35.047,0
10.076,-94.062,-35.283,1
-7.21,5.868,-32.06,2
-9.968,-97.397,-55.167,3
8.471,-16.179,-35.04,0
10.187,-94.111,-35.308,1
-7.209,5.856,-32.063,2
-9.967,-97.397,-55.166,3
8.483,-16.182,-35.041,0
10.336,-94.169,-35.287,1
-7.207,5.855,-32.06,2
-9.966,-97.392,-55.167,3
8.483,-16.172,-35.037,0
10.476,-94.105,-35.293,1
-7.214,5.852,-32.058,2
-9.966,-97.389,-55.17,3
8.489,-16.173,-35.036,0
10.56,-94.047,-35.324,1
-7.206,5.839,-32.063,2
-9.963,-97.384,-55.171,3
8.48,-16.182,-35.032,0
10.666,-94.064,-35.332,1
-7.202,5.839,-32.063,2
-9.961,-97.38,-55.171,3
8.483,-16.207,-35.026,0
10.739,-94.012,-35.359,1
-7.207,5.842,-32.067,2
-9.962,-97.381,-55.172,3
8.481,-16.197,-35.024,0
10.864,-94.023,-35.369,1
-7.2,5.844,-32.071,2
-9.96,-97.38,-55.171,3
8.473,-16.199,-35.023,0
10.963,-94.09,-35.39,1
-7.206,5.847,-32.071,2
-9.964,-97.381,-55.173,3
8.477,-16.202,-35.022,0
11.073,-94.057,-35.403,1
-7.211,5.847,-32.074,2
-9.966,-97.383,-55.174,3
8.475,-16.206,-35.021,0
11.127,-94.085,-35.427,1
-7.225,5.844,-32.076,2
-9.969,-97.383,-55.176,3
8.463,-16.203,-35.016,0
11.146,-94.058,-35.465,1
-7.223,5.843,-32.081,2
-9.971,-97.384,-55.176,3
8.455,-16.199,-35.014,0
11.237,-94.054,-35.484,1
-7.209,5.847,-32.084,2
-9.974,-97.386,-55.177,3
8.443,-16.198,-35.018,0
11.334,-94.031,-35.488,1
-7.207,5.85,-32.09,2
-9.978,-97.386,-55.181,3
8.437,-16.21,-35.012,0
11.389,-94.01,-35.541,1
-7.196,5.852,-32.095,2
-9.979,-97.385,-55.182,3
8.441,-16.21,-35.002,0
11.463,-93.974,-35.537,1
-7.207,5.854,-32.094,2
-9.984,-97.383,-55.184,3
8.432,-16.203,-34.995,0
11.481,-94.031,-35.533,1
-7.207,5.852,-32.092,2
-9.99,-97.38,-55.187,3
8.432,-16.215,-34.993,0
11.618,-93.945,-35.518,1
-7.213,5.853,-32.089,2
-9.989,-97.377,-55.188,3
8.407,-16.215,-34.991,0
11.666,-93.94,-35.542,1
-7.207,5.85,-32.086,2
-9.992,-97.38,-55.19,3
8.398,-16.205,-34.986,0
11.698,-93.939,-35.567,1
-7.215,5.854,-32.085,2
-9.994,-97.378,-55.191,3
8.373,-16.225,-34.99,0
11.783,-93.983,-35.599,1
-7.211,5.85,-32.089,2
-9.993,-97.379,-55.193,3
8.366,-16.239,-34.974,0
11.913,-93.931,-35.637,1
-7.216,5.848,-32.088,2
-9.997,-97.382,-55.194,3
8.364,-16.238,-34.959,0
11.912,-93.92,-35.659,1
-7.212,5.846,-32.089,2
-9.998,-97.381,-55.194,3
8.369,-16.237,-34.949,0
11.929,-93.911,-35.657,1
-7.205,5.842,-32.092,2
-9.996,-97.38,-55.193,3
8.375,-16.24,-34.944,0
11.945,-93.907,-35.675,1
-7.203,5.842,-32.094,2
-9.994,-97.378,-55.192,3
8.377,-16.241,-34.936,0
11.989,-93.856,-35.698,1
-7.204,5.84,-32.093,2
-9.991,-97.376,-55.19,3
8.383,-16.236,-34.936,0
12.008,-93.861,-35.725,1
-7.2,5.838,-32.093,2
-9.99,-97.374,-55.189,3
8.382,-16.231,-34.923,0
12.036,-93.886,-35.708,1
-7.201,5.84,-32.09,2
-9.988,-97.374,-55.187,3
8.379,-16.23,-34.919,0
12.077,-93.826,-35.751,1
-7.203,5.837,-32.087,2
-9.985,-97.372,-55.183,3
8.378,-16.234,-34.915,0
12.15,-93.763,-35.742,1
-7.202,5.826,-32.095,2
-9.981,-97.369,-55.179,3
8.37,-16.229,-34.912,0
12.123,-93.735,-35.774,1
-7.21,5.83,-32.096,2
-9.981,-97.365,-55.178,3
8.358,-16.227,-34.904,0
12.179,-93.66,-35.78,1
-7.207,5.828,-32.1,2
-9.982,-97.366,-55.175,3
8.357,-16.232,-34.909,0
12.264,-93.623,-35.799,1
-7.199,5.813,-32.104,2
-9.983,-97.367,-55.174,3
8.351,-16.242,-34.913,0
12.303,-93.585,-35.821,1
-7.192,5.809,-32.109,2
-9.986,-97.369,-55.172,3
8.357,-16.236,-34.909,0
12.408,-93.543,-35.83,1
-7.197,5.804,-32.105,2
-9.987,-97.366,-55.168,3
8.348,-16.24,-34.908,0
12.403,-93.53,-35.835,1
-7.223,5.794,-32.112,2
-9.989,-97.37,-55.165,3
8.349,-16.246,-34.912,0
12.37,-93.535,-35.875,1
-7.217,5.795,-32.102,2
-9.993,-97.373,-55.164,3
8.351,-16.246,-34.917,0
12.355,-93.515,-35.901,1
-7.221,5.79,-32.099,2
-9.992,-97.374,-55.158,3
8.354,-16.249,-34.922,0
12.345,-93.456,-35.923,1
-7.218,5.798,-32.097,2
-9.994,-97.378,-55.152,3
8.355,-16.248,-34.925,0
12.37,-93.406,-35.972,1
-7.223,5.802,-32.092,2
-9.985,-97.385,-55.139,3
8.36,-16.245,-34.93,0
