x,y,z,marker
8.711,-21.898,-34.163,0
4.354,-79.856,-42.496,1
-5.578,1.311,-23.967,2
-6.715,-102.291,-41.085,3
8.717,-21.883,-34.152,0
4.312,-79.783,-42.615,1
-5.575,1.31,-23.968,2
-6.686,-102.303,-41.075,3
8.714,-21.875,-34.15,0
4.289,-79.821,-42.674,1
-5.572,1.312,-23.969,2
-6.712,-102.322,-41.063,3
8.725,-21.877,-34.134,0
4.27,-79.798,-42.77,1
-5.573,1.315,-23.97,2
-6.71,-102.319,-41.039,3
8.725,-21.874,-34.135,0
4.255,-79.707,-42.901,1
-5.573,1.322,-23.972,2
-6.725,-102.322,-41.03,3
8.725,-21.874,-34.116,0
4.302,-79.658,-43.034,1
-5.568,1.327,-23.974,2
-6.736,-102.318,-41.03,3
8.724,-21.867,-34.089,0
4.31,-79.645,-43.118,1
-5.567,1.326,-23.974,2
-6.718,-102.316,-41.028,3
8.733,-21.878,-34.075,0
4.313,-79.675,-43.201,1
-5.544,1.334,-23.978,2
-6.711,-102.32,-41.021,3
8.727,-21.891,-34.055,0
4.276,-79.707,-43.265,1
-5.541,1.331,-23.978,2
-6.746,-102.329,-41.002,3
8.741,-21.892,-34.039,0
4.27,-79.721,-43.326,1
-5.54,1.33,-23.974,2
-6.753,-102.315,-40.996,3
8.752,-21.9,-34.021,0
4.243,-79.62,-43.453,1
-5.538,1.326,-23.973,2
-6.773,-102.327,-40.986,3
8.781,-21.904,-34.018,0
4.267,-79.582,-43.55,1
-5.539,1.323,-23.972,2
-6.827,-102.314,-40.97,3
8.759,-21.899,-34.003,0
4.318,-79.612,-43.613,1
-5.539,1.319,-23.971,2
-6.815,-102.331,-40.942,3
8.739,-21.893,-33.993,0
4.301,-79.626,-43.68,1
-5.54,1.313,-23.971,2
-6.843,-102.342,-40.939,3
8.712,-21.88,-33.991,0
4.269,-79.649,-43.741,1
-5.541,1.312,-23.97,2
-6.886,-102.333,-40.92,3
8.707,-21.873,-33.99,0
4.277,-79.586,-43.818,1
-5.541,1.311,-23.97,2
-6.881,-102.321,-40.925,3
8.72,-21.888,-33.965,0
4.316,-79.623,-43.862,1
-5.542,1.307,-23.971,2
-6.896,-102.329,-40.937,3
8.734,-21.889,-33.962,0
4.307,-79.571,-43.962,1
-5.541,1.308,-23.971,2
-6.882,-102.348,-40.936,3
8.727,-21.883,-33.961,0
4.289,-79.565,-44.001,1
-5.541,1.309,-23.97,2
-6.932,-102.35,-40.922,3
8.711,-21.883,-33.967,0
4.306,-79.62,-44.021,1
-5.543,1.307,-23.971,2
-6.95,-102.345,-40.909,3
8.708,-21.888,-33.956,0
4.337,-79.584,-44.094,1
-5.545,1.303,-23.971,2
-6.911,-102.362,-40.888,3
8.691,-21.893,-33.955,0
4.363,-79.505,-44.175,1
-5.544,1.303,-23.97,2
-6.924,-102.36,-40.89,3
8.678,-21.918,-33.948,0
4.357,-79.47,-44.244,1
-5.548,1.296,-23.968,2
-6.964,-102.378,-40.891,3
8.661,-21.943,-33.937,0
4.365,-79.503,-44.263,1
-5.562,1.288,-23.965,2
-7.008,-102.411,-40.875,3
8.625,-21.945,-33.929,0
4.368,-79.55,-44.268,1
-5.571,1.284,-23.962,2
-7.041,-102.423,-40.864,3
8.607,-21.948,-33.942,0
4.36,-79.547,-44.297,1
-5.581,1.277,-23.961,2
-7.09,-102.407,-40.838,3
8.599,-21.957,-33.942,0
4.345,-79.553,-44.337,1
-5.58,1.264,-23.96,2
-7.114,-102.411,-40.824,3
8.595,-21.97,-33.926,0
4.346,-79.521,-44.372,1
-5.597,1.259,-23.957,2
-7.086,-102.441,-40.805,3
8.577,-21.968,-33.921,0
4.374,-79.499,-44.413,1
-5.59,1.265,-23.956,2
-7.052,-102.451,-40.795,3
8.565,-21.962,-33.939,0
4.408,-79.483,-44.437,1
-5.585,1.268,-23.957,2
-7.064,-102.442,-40.771,3
8.54,-21.976,-33.951,0
4.438,-79.515,-44.44,1
