x,y,z,marker
6.946,-14.564,-34.869,0
7.044,-77.708,-35.04,1
-7.746,3.171,-24.606,2
-5.265,-97.737,-50.51,3
6.933,-14.583,-34.891,0
7.035,-77.706,-35.043,1
-7.743,3.172,-24.608,2
-5.265,-97.739,-50.508,3
6.938,-14.585,-34.902,0
7.046,-77.709,-35.041,1
-7.747,3.174,-24.608,2
-5.264,-97.738,-50.506,3
6.943,-14.583,-34.896,0
7.064,-77.71,-35.043,1
-7.749,3.173,-24.609,2
-5.266,-97.738,-50.504,3
6.925,-14.585,-34.903,0
7.114,-77.725,-35.049,1
-7.751,3.173,-24.609,2
-5.262,-97.738,-50.504,3
6.905,-14.59,-34.901,0
7.124,-77.732,-35.041,1
-7.75,3.173,-24.608,2
-5.257,-97.736,-50.502,3
6.898,-14.596,-34.897,0
7.137,-77.733,-35.051,1
-7.749,3.174,-24.609,2
-5.255,-97.735,-50.5,3
6.88,-14.597,-34.895,0
7.13,-77.746,-35.051,1
-7.752,3.175,-24.61,2
-5.256,-97.736,-50.498,3
6.88,-14.598,-34.896,0
7.139,-77.751,-35.053,1
-7.749,3.176,-24.607,2
-5.256,-97.737,-50.497,3
6.873,-14.596,-34.895,0
7.145,-77.742,-35.049,1
-7.75,3.175,-24.603,2
-5.257,-97.739,-50.494,3
6.867,-14.581,-34.901,0
7.132,-77.741,-35.054,1
-7.753,3.176,-24.601,2
-5.261,-97.739,-50.493,3
6.882,-14.585,-34.902,0
7.121,-77.746,-35.062,1
-7.75,3.174,-24.6,2
-5.262,-97.741,-50.49,3
6.892,-14.587,-34.904,0
7.112,-77.753,-35.06,1
-7.749,3.172,-24.599,2
-5.263,-97.743,-50.489,3
6.898,-14.583,-34.898,0
7.102,-77.746,-35.06,1
-7.746,3.172,-24.597,2
-5.26,-97.747,-50.487,3
6.896,-14.578,-34.9,0
7.097,-77.741,-35.072,1
-7.747,3.17,-24.594,2
-5.265,-97.752,-50.487,3
6.9,-14.576,-34.897,0
7.109,-77.731,-35.069,1
-7.748,3.17,-24.594,2
-5.27,-97.751,-50.488,3
6.911,-14.574,-34.899,0
7.115,-77.722,-35.072,1
-7.772,3.175,-24.585,2
-5.274,-97.755,-50.491,3
6.912,-14.575,-34.896,0
7.104,-77.731,-35.083,1
-7.764,3.173,-24.586,2
-5.276,-97.759,-50.494,3
6.924,-14.567,-34.892,0
7.086,-77.735,-35.081,1
-7.762,3.173,-24.584,2
-5.278,-97.76,-50.496,3
6.971,-14.563,-34.879,0
7.065,-77.733,-35.093,1
-7.757,3.171,-24.583,2
-5.274,-97.765,-50.496,3
6.982,-14.571,-34.877,0
7.054,-77.721,-35.108,1
-7.753,3.169,-24.581,2
-5.276,-97.763,-50.497,3
7.014,-14.587,-34.861,0
7.037,-77.71,-35.113,1
-7.762,3.169,-24.577,2
-5.275,-97.763,-50.496,3
7.033,-14.578,-34.859,0
7.045,-77.706,-35.115,1
-7.774,3.173,-24.572,2
-5.276,-97.763,-50.496,3
7.019,-14.562,-34.856,0
7.031,-77.713,-35.129,1
-7.774,3.172,-24.569,2
-5.284,-97.765,-50.5,3
7.004,-14.56,-34.854,0
7.033,-77.711,-35.134,1
-7.772,3.17,-24.568,2
-5.282,-97.766,-50.501,3
7.003,-14.557,-34.853,0
7.009,-77.709,-35.144,1
-7.796,3.169,-24.559,2
-5.283,-97.765,-50.501,3
7.004,-14.557,-34.863,0
6.985,-77.713,-35.167,1
-7.835,3.168,-24.551,2
-5.281,-97.768,-50.502,3
6.999,-14.557,-34.867,0
6.981,-77.721,-35.176,1
-7.831,3.171,-24.548,2
-5.279,-97.77,-50.503,3
6.987,-14.558,-34.869,0
6.989,-77.72,-35.168,1
-7.877,3.179,-24.536,2
-5.277,-97.771,-50.504,3
6.981,-14.557,-34.873,0
6.988,-77.713,-35.166,1
-7.864,3.175,-24.537,2
-5.278,-97.771,-50.506,3
6.977,-14.563,-34.875,0
6.994,-77.709,-35.159,1
-7.871,3.174,-24.534,2
-5.277,-97.77,-50.504,3
6.981,-14.564,-34.881,0
6.986,-77.708,-35.164,1
-7.864,3.171,-24.535,2
-5.275,-97.768,-50.503,3
6.984,-14.566,-34.877,0
6.985,-77.71,-35.166,1
-7.865,3.173,-24.534,2
-5.275,-97.766,-50.503,3
6.98,-14.562,-34.879,0
6.984,-77.706,-35.168,1
-7.874,3.179,-24.529,2
-5.274,-97.764,-50.502,3
6.977,-14.563,-34.888,0
6.978,-77.711,-35.157,1
-7.87,3.179,-24.531,2
-5.273,-97.763,-50.5,3
6.977,-14.561,-34.893,0
6.978,-77.72,-35.162,1
-7.858,3.178,-24.534,2
-5.276,-97.763,-50.501,3
6.965,-14.571,-34.897,0
6.985,-77.72,-35.172,1
-7.845,3.176,-24.537,2
-5.277,-97.762,-50.5,3
6.965,-14.582,-34.901,0
6.998,-77.708,-35.191,1
-7.836,3.172,-24.539,2
-5.276,-97.761,-50.5,3
6.958,-14.586,-34.905,0
7.003,-77.709,-35.193,1
-7.816,3.169,-24.543,2
-5.273,-97.76,-50.498,3
6.948,-14.601,-34.909,0
7.019,-77.71,-35.195,1
-7.818,3.172,-24.542,2
-5.272,-97.755,-50.497,3
6.914,-14.605,-34.922,0
7.016,-77.708,-35.2,1
-7.795,3.17,-24.549,2
-5.27,-97.752,-50.499,3
6.904,-14.605,-34.913,0
7,-77.706,-35.199,1
-7.786,3.164,-24.551,2
-5.272,-97.752,-50.499,3
6.911,-14.598,-34.917,0
6.986,-77.706,-35.204,1
-7.787,3.157,-24.552,2
-5.273,-97.754,-50.499,3
6.912,-14.595,-34.918,0
6.982,-77.707,-35.196,1
-7.779,3.152,-24.553,2
-5.269,-97.756,-50.498,3
6.917,-14.594,-34.922,0
6.968,-77.705,-35.203,1
-7.784,3.147,-24.551,2
-5.27,-97.756,-50.497,3
6.919,-14.599,-34.922,0
6.944,-77.706,-35.204,1
-7.784,3.149,-24.549,2
-5.274,-97.758,-50.498,3
6.931,-14.595,-34.914,0
6.921,-77.712,-35.214,1
-7.774,3.149,-24.552,2
-5.274,-97.763,-50.498,3
6.928,-14.594,-34.92,0
6.908,-77.719,-35.224,1
-7.776,3.149,-24.554,2
-5.274,-97.765,-50.501,3
6.923,-14.586,-34.921,0
6.891,-77.723,-35.213,1
-7.779,3.151,-24.554,2
-5.277,-97.766,-50.501,3
6.926,-14.582,-34.918,0
6.875,-77.723,-35.216,1
-7.78,3.154,-24.554,2
-5.28,-97.768,-50.501,3
6.926,-14.583,-34.913,0
6.871,-77.721,-35.211,1
-7.772,3.151,-24.553,2
-5.279,-97.771,-50.503,3
6.929,-14.59,-34.917,0
6.872,-77.739,-35.218,1
-7.766,3.154,-24.555,2
-5.28,-97.774,-50.503,3
6.925,-14.591,-34.915,0
6.875,-77.743,-35.224,1
-7.769,3.155,-24.554,2
-5.282,-97.775,-50.505,3
6.927,-14.585,-34.918,0
6.886,-77.738,-35.227,1
-7.765,3.153,-24.553,2
-5.288,-97.773,-50.505,3
6.933,-14.586,-34.923,0
6.875,-77.727,-35.224,1
-7.768,3.154,-24.554,2
-5.289,-97.776,-50.506,3
6.931,-14.592,-34.929,0
6.881,-77.733,-35.225,1
-7.757,3.151,-24.557,2
-5.286,-97.775,-50.507,3
6.928,-14.588,-34.928,0
6.881,-77.725,-35.222,1
-7.757,3.153,-24.555,2
-5.287,-97.777,-50.508,3
6.928,-14.584,-34.93,0
6.88,-77.716,-35.229,1
-7.76,3.153,-24.555,2
-5.283,-97.779,-50.508,3
6.939,-14.561,-34.934,0
6.889,-77.707,-35.226,1
-7.747,3.146,-24.559,2
-5.282,-97.782,-50.51,3
6.94,-14.54,-34.931,0
6.897,-77.706,-35.21,1
-7.753,3.148,-24.555,2
-5.286,-97.783,-50.509,3
6.962,-14.541,-34.926,0
6.911,-77.699,-35.215,1
-7.761,3.147,-24.552,2
-5.285,-97.779,-50.507,3
6.964,-14.54,-34.916,0
6.899,-77.704,-35.212,1
-7.762,3.145,-24.551,2
-5.286,-97.776,-50.507,3
6.972,-14.559,-34.913,0
6.875,-77.708,-35.223,1
-7.761,3.146,-24.549,2
-5.285,-97.776,-50.505,3
6.984,-14.556,-34.908,0
6.877,-77.708,-35.22,1
-7.759,3.143,-24.549,2
-5.283,-97.773,-50.504,3
6.981,-14.554,-34.9,0
6.88,-77.708,-35.222,1
-7.766,3.144,-24.549,2
-5.282,-97.771,-50.502,3
6.975,-14.558,-34.905,0
6.883,-77.709,-35.22,1
-7.767,3.146,-24.548,2
-5.279,-97.771,-50.5,3
6.969,-14.561,-34.909,0
6.88,-77.709,-35.214,1
-7.768,3.146,-24.546,2
-5.282,-97.771,-50.499,3
6.968,-14.565,-34.914,0
6.861,-77.698,-35.222,1
-7.775,3.147,-24.545,2
-5.277,-97.763,-50.494,3
6.972,-14.57,-34.911,0
6.855,-77.705,-35.226,1
-7.769,3.146,-24.545,2
-5.276,-97.756,-50.494,3
6.969,-14.572,-34.91,0
6.851,-77.692,-35.229,1
-7.766,3.143,-24.545,2
-5.272,-97.759,-50.492,3
6.961,-14.578,-34.914,0
6.791,-77.686,-35.241,1
-7.768,3.143,-24.544,2
-5.269,-97.753,-50.492,3
6.952,-14.579,-34.915,0
6.768,-77.657,-35.249,1
-7.767,3.141,-24.542,2
-5.268,-97.746,-50.491,3
6.951,-14.583,-34.919,0
6.771,-77.664,-35.246,1
-7.77,3.14,-24.544,2
-5.268,-97.742,-50.493,3
6.937,-14.601,-34.923,0
6.772,-77.679,-35.245,1
-7.769,3.138,-24.545,2
