x,y,z,marker
9.02,-11.903,-34.937,0
9.111,-89.157,-35.008,1
-7.664,11.566,-20.903,2
-10.186,-93.964,-58.262,3
9.054,-11.917,-34.94,0
9.109,-89.156,-35.009,1
-7.662,11.566,-20.903,2
-10.184,-93.964,-58.26,3
9.082,-11.92,-34.946,0
9.116,-89.166,-35,1
-7.651,11.563,-20.908,2
-10.182,-93.964,-58.258,3
9.11,-11.926,-34.939,0
9.116,-89.169,-34.991,1
-7.648,11.56,-20.911,2
-10.178,-93.966,-58.256,3
9.126,-11.94,-34.942,0
9.118,-89.167,-34.979,1
-7.65,11.559,-20.91,2
-10.176,-93.968,-58.254,3
9.126,-11.926,-34.941,0
9.112,-89.166,-34.978,1
-7.65,11.558,-20.911,2
-10.173,-93.971,-58.252,3
9.143,-11.936,-34.936,0
9.085,-89.16,-34.978,1
-7.631,11.56,-20.919,2
-10.171,-93.973,-58.252,3
9.155,-11.941,-34.922,0
9.076,-89.162,-34.981,1
-7.636,11.557,-20.92,2
-10.169,-93.974,-58.251,3
9.178,-11.952,-34.924,0
9.073,-89.164,-34.978,1
-7.639,11.559,-20.918,2
-10.167,-93.975,-58.252,3
9.181,-11.949,-34.925,0
9.071,-89.161,-34.979,1
-7.641,11.557,-20.917,2
-10.167,-93.974,-58.252,3
9.194,-11.952,-34.921,0
9.06,-89.15,-34.971,1
-7.644,11.556,-20.916,2
-10.166,-93.975,-58.252,3
9.194,-11.951,-34.919,0
9.063,-89.14,-34.971,1
-7.653,11.556,-20.911,2
-10.163,-93.977,-58.25,3
9.195,-11.959,-34.918,0
9.068,-89.141,-34.965,1
-7.662,11.554,-20.908,2
-10.162,-93.977,-58.25,3
9.187,-11.952,-34.911,0
9.082,-89.141,-34.963,1
-7.658,11.555,-20.907,2
-10.163,-93.978,-58.253,3
9.176,-11.954,-34.919,0
9.08,-89.14,-34.956,1
-7.661,11.556,-20.906,2
-10.165,-93.972,-58.253,3
9.171,-11.953,-34.917,0
9.079,-89.136,-34.959,1
-7.664,11.557,-20.904,2
-10.167,-93.968,-58.254,3
9.162,-11.947,-34.919,0
9.076,-89.144,-34.954,1
-7.665,11.557,-20.903,2
-10.169,-93.961,-58.254,3
9.15,-11.939,-34.921,0
9.077,-89.145,-34.96,1
-7.667,11.557,-20.902,2
-10.172,-93.958,-58.256,3
9.137,-11.933,-34.913,0
9.076,-89.147,-34.959,1
-7.681,11.551,-20.898,2
-10.177,-93.951,-58.258,3
9.109,-11.927,-34.918,0
9.086,-89.15,-34.954,1
-7.682,11.554,-20.896,2
-10.18,-93.947,-58.261,3
9.074,-11.915,-34.913,0
9.08,-89.146,-34.956,1
-7.682,11.556,-20.898,2
