p1handX,p1handY,p1handZ,p2handX,p2handY,p2handZ,p1bodyX,p1bodyY,p1bodyZ,p2bodyX,p2bodyY,p2bodyZ
7.473,-17.781,-35.179,7.493,-99.278,-35.806,-7.713,0.865,-31.221,-9.768,-107.485,-49.389
7.489,-17.791,-35.175,7.489,-99.279,-35.807,-7.703,0.861,-31.218,-9.766,-107.483,-49.398
7.534,-17.799,-35.165,7.49,-99.29,-35.805,-7.704,0.855,-31.214,-9.758,-107.491,-49.399
7.543,-17.794,-35.171,7.496,-99.286,-35.799,-7.701,0.854,-31.217,-9.75,-107.491,-49.408
7.562,-17.8,-35.183,7.487,-99.294,-35.784,-7.709,0.854,-31.218,-9.74,-107.493,-49.41
7.557,-17.809,-35.2,7.494,-99.286,-35.787,-7.699,0.859,-31.218,-9.724,-107.494,-49.412
7.583,-17.822,-35.188,7.497,-99.287,-35.787,-7.702,0.854,-31.222,-9.716,-107.497,-49.42
7.626,-17.831,-35.19,7.492,-99.296,-35.785,-7.703,0.863,-31.222,-9.701,-107.499,-49.411
7.673,-17.834,-35.189,7.481,-99.303,-35.793,-7.707,0.866,-31.219,-9.694,-107.505,-49.427
7.662,-17.829,-35.199,7.459,-99.308,-35.803,-7.722,0.872,-31.215,-9.687,-107.508,-49.422
7.668,-17.84,-35.19,7.453,-99.311,-35.803,-7.734,0.869,-31.214,-9.692,-107.495,-49.429
7.684,-17.849,-35.19,7.449,-99.311,-35.795,-7.74,0.867,-31.213,-9.696,-107.491,-49.429
7.69,-17.851,-35.181,7.443,-99.305,-35.799,-7.748,0.865,-31.213,-9.698,-107.501,-49.425
7.694,-17.834,-35.179,7.42,-99.304,-35.806,-7.766,0.869,-31.214,-9.704,-107.503,-49.431
7.684,-17.832,-35.192,7.429,-99.3,-35.809,-7.777,0.878,-31.213,-9.713,-107.505,-49.429
7.677,-17.831,-35.193,7.425,-99.299,-35.816,-7.802,0.887,-31.216,-9.715,-107.503,-49.432
7.678,-17.836,-35.201,7.423,-99.306,-35.814,-7.806,0.901,-31.212,-9.717,-107.502,-49.433
7.667,-17.838,-35.196,7.438,-99.299,-35.815,-7.82,0.901,-31.212,-9.725,-107.509,-49.432
7.661,-17.838,-35.194,7.433,-99.305,-35.809,-7.805,0.909,-31.213,-9.724,-107.518,-49.434
7.643,-17.831,-35.198,7.431,-99.316,-35.804,-7.797,0.909,-31.211,-9.715,-107.52,-49.433
7.621,-17.824,-35.205,7.436,-99.319,-35.804,-7.801,0.901,-31.21,-9.726,-107.522,-49.436
7.568,-17.805,-35.24,7.428,-99.324,-35.807,-7.799,0.899,-31.208,-9.742,-107.521,-49.435
7.478,-17.799,-35.252,7.427,-99.32,-35.803,-7.801,0.896,-31.209,-9.743,-107.516,-49.434
7.399,-17.791,-35.263,7.428,-99.315,-35.813,-7.792,0.891,-31.206,-9.74,-107.516,-49.437
7.361,-17.792,-35.277,7.428,-99.321,-35.809,-7.787,0.888,-31.206,-9.734,-107.519,-49.441
7.34,-17.783,-35.288,7.432,-99.321,-35.807,-7.784,0.887,-31.205,-9.73,-107.523,-49.435
7.324,-17.764,-35.269,7.431,-99.317,-35.814,-7.778,0.884,-31.205,-9.729,-107.52,-49.44
