p1handX,p1handY,p1handZ,p2handX,p2handY,p2handZ,p1bodyX,p1bodyY,p1bodyZ,p2bodyX,p2bodyY,p2bodyZ
5.543,-13.085,-34.26,6.658,-78.093,-35.53,-8.838,1.486,-30.507,-5.561,-98.398,-52.237
5.555,-13.08,-34.26,6.662,-78.094,-35.528,-8.854,1.484,-30.504,-5.564,-98.397,-52.241
5.57,-13.076,-34.258,6.667,-78.091,-35.524,-8.855,1.486,-30.501,-5.569,-98.393,-52.243
5.569,-13.074,-34.253,6.678,-78.088,-35.527,-8.856,1.487,-30.503,-5.571,-98.387,-52.247
5.579,-13.071,-34.247,6.682,-78.089,-35.518,-8.854,1.491,-30.505,-5.566,-98.391,-52.253
5.594,-13.069,-34.246,6.694,-78.094,-35.511,-8.861,1.494,-30.505,-5.57,-98.4,-52.26
5.608,-13.068,-34.249,6.712,-78.093,-35.505,-8.859,1.495,-30.507,-5.578,-98.404,-52.268
5.629,-13.06,-34.251,6.728,-78.1,-35.5,-8.862,1.495,-30.504,-5.581,-98.401,-52.269
5.664,-13.035,-34.252,6.745,-78.105,-35.485,-8.86,1.492,-30.506,-5.587,-98.401,-52.275
5.705,-13.012,-34.243,6.757,-78.111,-35.476,-8.854,1.491,-30.502,-5.587,-98.401,-52.281
5.727,-12.994,-34.227,6.762,-78.113,-35.47,-8.847,1.487,-30.504,-5.58,-98.407,-52.285
5.725,-12.994,-34.228,6.772,-78.119,-35.452,-8.849,1.487,-30.505,-5.585,-98.396,-52.288
5.746,-13.001,-34.221,6.772,-78.123,-35.447,-8.857,1.492,-30.504,-5.587,-98.395,-52.293
5.741,-12.996,-34.224,6.775,-78.114,-35.448,-8.854,1.494,-30.501,-5.595,-98.387,-52.298
5.735,-13.004,-34.227,6.77,-78.121,-35.438,-8.843,1.496,-30.505,-5.597,-98.383,-52.303
5.736,-13.005,-34.231,6.766,-78.121,-35.433,-8.84,1.497,-30.51,-5.592,-98.382,-52.304
5.727,-13.013,-34.238,6.77,-78.126,-35.425,-8.842,1.497,-30.508,-5.588,-98.385,-52.307
