p1handX,p1handY,p1handZ,p2handX,p2handY,p2handZ,p1bodyX,p1bodyY,p1bodyZ,p2bodyX,p2bodyY,p2bodyZ
5.396,-26.723,-34.527,5.376,-77.58,-34.813,-7.985,0.666,-29.853,-9.698,-92.28,-49.481
5.384,-26.715,-34.582,5.371,-77.584,-34.799,-7.996,0.662,-29.848,-9.691,-92.279,-49.482
5.381,-26.715,-34.565,5.365,-77.564,-34.814,-7.998,0.661,-29.843,-9.685,-92.277,-49.48
5.38,-26.721,-34.565,5.394,-77.57,-34.822,-7.986,0.657,-29.844,-9.679,-92.277,-49.48
5.371,-26.715,-34.541,5.417,-77.555,-34.809,-7.978,0.664,-29.842,-9.673,-92.278,-49.479
5.355,-26.716,-34.509,5.415,-77.546,-34.841,-7.985,0.661,-29.845,-9.671,-92.28,-49.478
5.357,-26.716,-34.526,5.43,-77.543,-34.833,-7.985,0.661,-29.846,-9.665,-92.278,-49.475
5.338,-26.703,-34.531,5.46,-77.541,-34.809,-7.98,0.66,-29.848,-9.658,-92.277,-49.479
5.319,-26.699,-34.512,5.467,-77.542,-34.795,-7.987,0.661,-29.845,-9.646,-92.277,-49.478
5.291,-26.694,-34.505,5.468,-77.542,-34.818,-8,0.659,-29.844,-9.64,-92.278,-49.472
5.28,-26.694,-34.493,5.463,-77.559,-34.834,-8.003,0.663,-29.844,-9.641,-92.28,-49.471
5.28,-26.692,-34.497,5.476,-77.57,-34.825,-7.995,0.661,-29.846,-9.645,-92.275,-49.466
5.244,-26.677,-34.455,5.484,-77.578,-34.853,-8.006,0.66,-29.845,-9.647,-92.268,-49.47
5.21,-26.661,-34.407,5.484,-77.595,-34.892,-7.996,0.663,-29.847,-9.644,-92.269,-49.471
5.183,-26.668,-34.39,5.495,-77.605,-34.915,-8.006,0.665,-29.844,-9.648,-92.268,-49.472
5.172,-26.667,-34.368,5.512,-77.62,-34.903,-8.015,0.663,-29.844,-9.651,-92.268,-49.473
5.178,-26.671,-34.384,5.549,-77.629,-34.918,-8.046,0.652,-29.843,-9.655,-92.262,-49.48
5.198,-26.667,-34.393,5.541,-77.641,-34.896,-8.064,0.637,-29.844,-9.657,-92.263,-49.485
5.192,-26.661,-34.406,5.528,-77.628,-34.906,-8.098,0.614,-29.832,-9.662,-92.261,-49.488
5.179,-26.657,-34.407,5.506,-77.621,-34.942,-8.088,0.617,-29.832,-9.671,-92.264,-49.496
5.176,-26.655,-34.384,5.516,-77.638,-34.948,-8.101,0.622,-29.828,-9.671,-92.26,-49.503
5.17,-26.656,-34.401,5.549,-77.643,-34.954,-8.122,0.617,-29.831,-9.676,-92.262,-49.509
5.168,-26.656,-34.406,5.545,-77.652,-34.975,-8.122,0.619,-29.83,-9.671,-92.269,-49.514
