p1handX,p1handY,p1handZ,p2handX,p2handY,p2handZ,p1bodyX,p1bodyY,p1bodyZ,p2bodyX,p2bodyY,p2bodyZ
7.785,-25.458,-33.86,7.296,-78.21,-35.502,-2.497,2.19,-29.945,-9.366,-100.453,-44.546
7.779,-25.456,-33.874,7.294,-78.211,-35.498,-2.496,2.192,-29.946,-9.355,-100.456,-44.543
7.786,-25.459,-33.867,7.289,-78.217,-35.503,-2.49,2.192,-29.95,-9.36,-100.454,-44.553
7.783,-25.461,-33.857,7.269,-78.223,-35.514,-2.486,2.187,-29.95,-9.351,-100.461,-44.556
7.785,-25.468,-33.857,7.242,-78.22,-35.526,-2.478,2.189,-29.953,-9.352,-100.459,-44.56
7.787,-25.47,-33.853,7.236,-78.222,-35.524,-2.477,2.192,-29.953,-9.366,-100.465,-44.557
7.782,-25.466,-33.862,7.22,-78.218,-35.527,-2.469,2.196,-29.952,-9.376,-100.465,-44.562
7.782,-25.469,-33.86,7.212,-78.212,-35.522,-2.471,2.191,-29.953,-9.386,-100.465,-44.567
7.77,-25.463,-33.871,7.213,-78.2,-35.52,-2.478,2.191,-29.953,-9.385,-100.469,-44.567
7.776,-25.461,-33.873,7.213,-78.186,-35.522,-2.474,2.199,-29.951,-9.381,-100.468,-44.576
7.785,-25.464,-33.878,7.219,-78.176,-35.525,-2.469,2.2,-29.948,-9.379,-100.474,-44.575
7.798,-25.464,-33.875,7.218,-78.177,-35.518,-2.472,2.203,-29.949,-9.378,-100.482,-44.568
7.802,-25.47,-33.883,7.233,-78.175,-35.517,-2.473,2.204,-29.949,-9.384,-100.465,-44.575
7.81,-25.473,-33.877,7.237,-78.179,-35.505,-2.475,2.207,-29.951,-9.402,-100.461,-44.579
7.81,-25.48,-33.885,7.24,-78.181,-35.507,-2.472,2.207,-29.954,-9.405,-100.463,-44.582
7.816,-25.475,-33.883,7.228,-78.189,-35.504,-2.462,2.211,-29.955,-9.4,-100.467,-44.583
7.828,-25.477,-33.887,7.241,-78.184,-35.503,-2.463,2.213,-29.956,-9.424,-100.463,-44.588
7.843,-25.47,-33.909,7.227,-78.18,-35.504,-2.469,2.222,-29.955,-9.446,-100.458,-44.582
7.843,-25.458,-33.906,7.241,-78.18,-35.499,-2.458,2.23,-29.959,-9.468,-100.446,-44.582
