p1handX,p1handY,p1handZ,p2handX,p2handY,p2handZ,p1bodyX,p1bodyY,p1bodyZ,p2bodyX,p2bodyY,p2bodyZ
8.029,-10.148,-35.258,5.188,-88.412,-39.505,-7.952,6.014,-28.187,-10.627,-110.78,-48.96
8.022,-10.145,-35.264,5.188,-88.411,-39.502,-7.955,6.018,-28.185,-10.637,-110.776,-48.969
7.992,-10.132,-35.289,5.191,-88.413,-39.496,-7.969,6.018,-28.182,-10.638,-110.774,-48.963
8.012,-10.132,-35.285,5.191,-88.416,-39.498,-7.979,6.019,-28.175,-10.64,-110.771,-48.955
8.004,-10.13,-35.284,5.198,-88.426,-39.487,-7.982,6.018,-28.175,-10.648,-110.759,-48.963
8.021,-10.129,-35.286,5.202,-88.427,-39.479,-7.993,6.022,-28.17,-10.647,-110.767,-48.954
8.024,-10.128,-35.282,5.214,-88.432,-39.476,-8.018,6.02,-28.162,-10.629,-110.761,-48.958
8.02,-10.128,-35.284,5.221,-88.434,-39.464,-8.012,6.015,-28.164,-10.614,-110.766,-48.957
8.022,-10.126,-35.283,5.23,-88.429,-39.47,-8.006,6.016,-28.163,-10.616,-110.756,-48.962
8.027,-10.129,-35.284,5.241,-88.43,-39.465,-8.039,6.001,-28.158,-10.62,-110.755,-48.965
8.033,-10.131,-35.282,5.268,-88.444,-39.46,-8.05,6.001,-28.149,-10.608,-110.755,-48.969
8.037,-10.131,-35.284,5.265,-88.461,-39.449,-8.041,6.006,-28.147,-10.599,-110.752,-48.975
8.045,-10.128,-35.29,5.26,-88.469,-39.451,-8.05,6,-28.151,-10.574,-110.754,-48.967
8.043,-10.128,-35.293,5.248,-88.473,-39.45,-8.046,5.999,-28.154,-10.551,-110.752,-48.974
8.053,-10.135,-35.292,5.266,-88.495,-39.443,-8.035,5.996,-28.153,-10.556,-110.733,-48.977
8.074,-10.139,-35.284,5.273,-88.492,-39.446,-8.012,5.991,-28.159,-10.532,-110.745,-48.967
8.088,-10.143,-35.285,5.275,-88.489,-39.436,-7.981,5.992,-28.164,-10.513,-110.746,-48.982
8.106,-10.152,-35.294,5.268,-88.502,-39.426,-7.984,5.987,-28.162,-10.514,-110.754,-48.984
8.135,-10.168,-35.3,5.285,-88.524,-39.409,-7.988,5.981,-28.165,-10.522,-110.747,-48.988
8.129,-10.164,-35.301,5.288,-88.535,-39.396,-7.993,5.982,-28.166,-10.53,-110.759,-48.987
8.135,-10.165,-35.301,5.291,-88.559,-39.381,-8.001,5.979,-28.162,-10.534,-110.761,-48.992
8.147,-10.175,-35.302,5.304,-88.548,-39.367,-7.994,5.978,-28.163,-10.543,-110.749,-49
8.143,-10.172,-35.304,5.317,-88.552,-39.35,-7.99,5.979,-28.159,-10.563,-110.762,-48.994
8.14,-10.17,-35.307,5.337,-88.552,-39.344,-7.977,5.979,-28.161,-10.591,-110.747,-49.001
8.135,-10.168,-35.308,5.377,-88.586,-39.32,-7.958,5.976,-28.167,-10.6,-110.757,-49.004
8.142,-10.173,-35.312,5.361,-88.576,-39.327,-7.939,5.971,-28.167,-10.602,-110.773,-49.016
8.145,-10.186,-35.318,5.371,-88.598,-39.325,-7.935,5.98,-28.168,-10.612,-110.777,-49.022
8.151,-10.185,-35.324,5.391,-88.622,-39.323,-7.942,5.982,-28.165,-10.616,-110.759,-49.024
8.153,-10.187,-35.329,5.399,-88.62,-39.321,-7.949,5.987,-28.161,-10.627,-110.759,-49.013
8.138,-10.185,-35.334,5.402,-88.615,-39.32,-7.951,5.983,-28.162,-10.614,-110.761,-49.009
8.137,-10.182,-35.341,5.396,-88.641,-39.294,-7.948,5.984,-28.163,-10.603,-110.754,-49.018
8.125,-10.178,-35.345,5.432,-88.68,-39.278,-7.964,5.983,-28.154,-10.589,-110.766,-49.012
8.091,-10.172,-35.363,5.432,-88.664,-39.273,-7.951,5.98,-28.158,-10.585,-110.771,-49.02
8.082,-10.168,-35.37,5.445,-88.647,-39.259,-7.953,5.979,-28.159,-10.596,-110.772,-49.042
8.069,-10.173,-35.37,5.459,-88.649,-39.248,-7.941,5.981,-28.156,-10.598,-110.791,-49.041
8.052,-10.165,-35.381,5.46,-88.651,-39.237,-7.934,5.978,-28.16,-10.617,-110.787,-49.063
8.058,-10.171,-35.385,5.481,-88.655,-39.227,-7.929,5.979,-28.157,-10.616,-110.797,-49.079
8.04,-10.16,-35.396,5.489,-88.674,-39.219,-7.934,5.977,-28.155,-10.588,-110.806,-49.089
8.035,-10.162,-35.411,5.513,-88.674,-39.205,-7.935,5.971,-28.157,-10.547,-110.823,-49.113
8.026,-10.159,-35.42,5.518,-88.675,-39.21,-7.927,5.969,-28.159,-10.525,-110.816,-49.115
7.982,-10.152,-35.449,5.501,-88.68,-39.199,-7.931,5.967,-28.16,-10.531,-110.834,-49.116
7.976,-10.143,-35.452,5.49,-88.713,-39.176,-7.936,5.967,-28.162,-10.524,-110.847,-49.149
7.986,-10.148,-35.458,5.499,-88.712,-39.17,-7.945,5.965,-28.162,-10.524,-110.877,-49.167
7.976,-10.158,-35.462,5.512,-88.719,-39.151,-7.938,5.963,-28.167,-10.521,-110.884,-49.159
7.97,-10.159,-35.469,5.529,-88.725,-39.143,-7.913,5.956,-28.169,-10.561,-110.871,-49.159
7.988,-10.157,-35.475,5.554,-88.723,-39.128,-7.912,5.958,-28.172,-10.581,-110.862,-49.155
8.004,-10.15,-35.475,5.591,-88.757,-39.115,-7.891,5.958,-28.178,-10.581,-110.859,-49.157
8.011,-10.164,-35.482,5.626,-88.78,-39.089,-7.886,5.958,-28.179,-10.568,-110.862,-49.143
8.017,-10.18,-35.486,5.634,-88.813,-39.082,-7.904,5.955,-28.178,-10.572,-110.862,-49.132
8.02,-10.169,-35.484,5.656,-88.79,-39.084,-7.902,5.951,-28.18,-10.572,-110.854,-49.127
8.032,-10.171,-35.482,5.645,-88.791,-39.069,-7.923,5.951,-28.179,-10.558,-110.864,-49.121
8.047,-10.174,-35.478,5.657,-88.784,-39.048,-7.916,5.95,-28.179,-10.557,-110.863,-49.116
8.051,-10.184,-35.476,5.648,-88.772,-39.043,-7.912,5.951,-28.179,-10.56,-110.855,-49.105
8.059,-10.19,-35.475,5.642,-88.78,-39.034,-7.93,5.954,-28.176,-10.576,-110.854,-49.086
8.095,-10.199,-35.471,5.654,-88.791,-39.028,-7.937,5.956,-28.173,-10.595,-110.833,-49.087
8.108,-10.202,-35.466,5.646,-88.792,-39.014,-7.937,5.958,-28.17,-10.592,-110.84,-49.085
8.106,-10.2,-35.461,5.675,-88.815,-38.998,-7.945,5.955,-28.169,-10.598,-110.834,-49.076
8.104,-10.199,-35.462,5.667,-88.83,-38.985,-7.936,5.955,-28.166,-10.599,-110.833,-49.069
8.1,-10.195,-35.465,5.66,-88.848,-38.971,-7.928,5.959,-28.165,-10.58,-110.83,-49.079
8.103,-10.193,-35.461,5.673,-88.868,-38.968,-7.932,5.963,-28.164,-10.578,-110.828,-49.079
