p1handX,p1handY,p1handZ,p2handX,p2handY,p2handZ,p1bodyX,p1bodyY,p1bodyZ,p2bodyX,p2bodyY,p2bodyZ
8.6,-13.448,-35.316,7.648,-96.711,-35.204,-6.558,5.747,-29.006,-11.397,-102.831,-45.532
8.595,-13.449,-35.321,7.657,-96.711,-35.201,-6.561,5.749,-29.007,-11.405,-102.834,-45.528
8.607,-13.436,-35.31,7.663,-96.72,-35.195,-6.563,5.75,-29.011,-11.394,-102.835,-45.523
8.61,-13.429,-35.31,7.666,-96.72,-35.197,-6.568,5.761,-29.012,-11.396,-102.833,-45.529
8.606,-13.421,-35.314,7.67,-96.71,-35.2,-6.582,5.766,-29.018,-11.408,-102.834,-45.525
8.605,-13.423,-35.311,7.669,-96.703,-35.208,-6.58,5.768,-29.024,-11.397,-102.836,-45.528
8.624,-13.423,-35.306,7.668,-96.705,-35.206,-6.593,5.766,-29.032,-11.389,-102.837,-45.537
8.639,-13.43,-35.3,7.656,-96.703,-35.208,-6.601,5.752,-29.037,-11.392,-102.839,-45.54
8.653,-13.43,-35.292,7.643,-96.709,-35.209,-6.615,5.765,-29.04,-11.406,-102.827,-45.546
8.65,-13.435,-35.288,7.639,-96.712,-35.227,-6.604,5.769,-29.048,-11.402,-102.832,-45.529
8.645,-13.441,-35.298,7.628,-96.719,-35.248,-6.633,5.771,-29.051,-11.411,-102.837,-45.524
8.652,-13.437,-35.298,7.633,-96.72,-35.247,-6.643,5.768,-29.06,-11.399,-102.842,-45.521
8.672,-13.438,-35.28,7.65,-96.731,-35.227,-6.634,5.759,-29.068,-11.385,-102.85,-45.52
8.692,-13.443,-35.279,7.658,-96.727,-35.233,-6.636,5.757,-29.073,-11.393,-102.84,-45.516
8.705,-13.44,-35.255,7.667,-96.736,-35.221,-6.632,5.759,-29.077,-11.388,-102.844,-45.514
8.728,-13.43,-35.257,7.682,-96.744,-35.221,-6.632,5.765,-29.081,-11.384,-102.845,-45.51
8.725,-13.436,-35.26,7.699,-96.765,-35.228,-6.639,5.755,-29.084,-11.383,-102.85,-45.51
8.735,-13.432,-35.256,7.729,-96.758,-35.216,-6.637,5.758,-29.088,-11.379,-102.854,-45.504
8.737,-13.439,-35.253,7.748,-96.744,-35.222,-6.64,5.749,-29.088,-11.378,-102.858,-45.506
8.745,-13.44,-35.253,7.741,-96.744,-35.224,-6.642,5.756,-29.09,-11.38,-102.863,-45.499
8.739,-13.431,-35.25,7.726,-96.747,-35.23,-6.636,5.762,-29.092,-11.372,-102.869,-45.501
8.746,-13.425,-35.245,7.721,-96.743,-35.236,-6.637,5.766,-29.092,-11.348,-102.873,-45.499
8.746,-13.426,-35.243,7.709,-96.741,-35.238,-6.634,5.766,-29.093,-11.334,-102.885,-45.486
8.738,-13.423,-35.243,7.708,-96.746,-35.234,-6.641,5.768,-29.096,-11.314,-102.884,-45.495
