p1handX,p1handY,p1handZ,p2handX,p2handY,p2handZ,p1bodyX,p1bodyY,p1bodyZ,p2bodyX,p2bodyY,p2bodyZ
7.61,-20.197,-33.518,7.467,-97.352,-35.429,-7.246,4.332,-35.256,-2.948,-103.269,-49.805
7.607,-20.186,-33.52,7.459,-97.356,-35.432,-7.243,4.334,-35.255,-2.946,-103.27,-49.807
7.602,-20.171,-33.511,7.412,-97.343,-35.463,-7.25,4.336,-35.254,-2.942,-103.27,-49.806
7.597,-20.163,-33.521,7.425,-97.337,-35.461,-7.264,4.337,-35.255,-2.943,-103.272,-49.805
7.599,-20.16,-33.513,7.431,-97.325,-35.461,-7.278,4.35,-35.249,-2.944,-103.27,-49.808
7.607,-20.155,-33.517,7.437,-97.309,-35.476,-7.281,4.348,-35.246,-2.942,-103.275,-49.805
7.597,-20.143,-33.52,7.419,-97.325,-35.486,-7.297,4.341,-35.247,-2.939,-103.272,-49.807
7.6,-20.146,-33.522,7.424,-97.33,-35.492,-7.335,4.358,-35.244,-2.939,-103.27,-49.806
7.597,-20.128,-33.523,7.429,-97.329,-35.5,-7.393,4.37,-35.239,-2.937,-103.269,-49.806
7.585,-20.124,-33.526,7.419,-97.334,-35.499,-7.402,4.38,-35.237,-2.938,-103.27,-49.806
7.584,-20.126,-33.507,7.408,-97.338,-35.506,-7.378,4.364,-35.238,-2.941,-103.268,-49.806
7.586,-20.122,-33.507,7.401,-97.337,-35.516,-7.371,4.357,-35.236,-2.945,-103.268,-49.806
7.582,-20.113,-33.515,7.402,-97.326,-35.528,-7.366,4.357,-35.237,-2.948,-103.265,-49.806
7.565,-20.06,-33.521,7.421,-97.322,-35.53,-7.348,4.363,-35.242,-2.952,-103.261,-49.804
7.575,-20.034,-33.538,7.417,-97.321,-35.541,-7.339,4.361,-35.245,-2.955,-103.255,-49.801
7.563,-20.014,-33.535,7.416,-97.307,-35.548,-7.332,4.365,-35.247,-2.961,-103.252,-49.802
7.57,-20.028,-33.531,7.387,-97.296,-35.561,-7.322,4.364,-35.248,-2.965,-103.249,-49.8
7.557,-20.029,-33.531,7.389,-97.278,-35.56,-7.306,4.359,-35.251,-2.965,-103.242,-49.798
7.549,-20.036,-33.545,7.353,-97.289,-35.559,-7.284,4.36,-35.253,-2.966,-103.245,-49.798
7.556,-20.044,-33.542,7.348,-97.276,-35.571,-7.28,4.376,-35.254,-2.968,-103.245,-49.8
7.561,-20.061,-33.545,7.357,-97.258,-35.579,-7.267,4.383,-35.257,-2.972,-103.243,-49.8
7.557,-20.042,-33.553,7.35,-97.253,-35.582,-7.265,4.374,-35.253,-2.979,-103.237,-49.797
7.568,-20.046,-33.549,7.325,-97.265,-35.59,-7.249,4.379,-35.247,-2.978,-103.238,-49.804
7.573,-20.053,-33.549,7.321,-97.254,-35.608,-7.262,4.38,-35.248,-2.983,-103.244,-49.805
7.575,-20.052,-33.551,7.295,-97.258,-35.63,-7.27,4.383,-35.251,-2.988,-103.242,-49.803
7.575,-20.061,-33.549,7.308,-97.247,-35.632,-7.278,4.386,-35.249,-2.992,-103.247,-49.806
7.577,-20.065,-33.554,7.314,-97.237,-35.639,-7.29,4.389,-35.244,-2.994,-103.249,-49.807
7.577,-20.072,-33.566,7.332,-97.226,-35.639,-7.294,4.393,-35.238,-2.992,-103.25,-49.808
7.58,-20.068,-33.566,7.33,-97.227,-35.637,-7.282,4.405,-35.23,-2.993,-103.253,-49.81
7.585,-20.063,-33.572,7.322,-97.224,-35.637,-7.306,4.421,-35.224,-2.993,-103.255,-49.81
7.584,-20.063,-33.577,7.326,-97.205,-35.632,-7.323,4.423,-35.219,-2.991,-103.257,-49.809
7.583,-20.062,-33.587,7.337,-97.184,-35.64,-7.351,4.425,-35.215,-2.99,-103.259,-49.809
7.597,-20.068,-33.59,7.324,-97.163,-35.652,-7.354,4.424,-35.214,-2.987,-103.263,-49.806
7.59,-20.06,-33.599,7.341,-97.158,-35.669,-7.358,4.427,-35.213,-2.986,-103.263,-49.803
7.583,-20.062,-33.606,7.379,-97.158,-35.657,-7.37,4.442,-35.221,-2.986,-103.267,-49.803
7.587,-20.055,-33.63,7.388,-97.141,-35.65,-7.356,4.451,-35.228,-2.983,-103.273,-49.801
7.595,-20.056,-33.63,7.387,-97.144,-35.658,-7.342,4.44,-35.23,-2.983,-103.28,-49.8
7.606,-20.052,-33.643,7.409,-97.138,-35.657,-7.32,4.44,-35.226,-2.997,-103.283,-49.803
7.6,-20.048,-33.657,7.435,-97.096,-35.666,-7.3,4.446,-35.223,-2.998,-103.282,-49.801
7.599,-20.045,-33.655,7.431,-97.084,-35.679,-7.298,4.449,-35.227,-2.999,-103.284,-49.8
7.586,-20.04,-33.658,7.416,-97.099,-35.685,-7.284,4.457,-35.233,-3.006,-103.279,-49.799
7.584,-20.033,-33.683,7.423,-97.093,-35.693,-7.292,4.457,-35.235,-3.009,-103.276,-49.798
7.565,-20.009,-33.7,7.444,-97.084,-35.692,-7.293,4.458,-35.23,-3.008,-103.274,-49.796
7.567,-19.992,-33.716,7.452,-97.09,-35.684,-7.296,4.461,-35.22,-3.011,-103.27,-49.792
7.579,-19.991,-33.735,7.449,-97.079,-35.686,-7.303,4.465,-35.218,-3.011,-103.263,-49.786
7.58,-19.995,-33.724,7.423,-97.072,-35.698,-7.315,4.472,-35.214,-3.012,-103.26,-49.785
7.55,-19.99,-33.734,7.429,-97.062,-35.707,-7.349,4.475,-35.212,-3.02,-103.26,-49.787
7.549,-19.988,-33.739,7.402,-97.047,-35.731,-7.343,4.475,-35.208,-3.024,-103.258,-49.784
7.544,-19.971,-33.741,7.36,-97.036,-35.75,-7.327,4.475,-35.204,-3.023,-103.259,-49.776
7.551,-19.973,-33.746,7.345,-97.047,-35.751,-7.318,4.475,-35.207,-3.021,-103.253,-49.771
7.55,-19.976,-33.751,7.366,-97.036,-35.75,-7.322,4.48,-35.209,-3.024,-103.255,-49.771
7.543,-19.966,-33.777,7.362,-97.04,-35.754,-7.321,4.475,-35.215,-3.021,-103.256,-49.767
7.546,-19.944,-33.82,7.342,-97.035,-35.767,-7.31,4.472,-35.221,-3.019,-103.256,-49.764
7.529,-19.934,-33.825,7.337,-97.021,-35.781,-7.299,4.477,-35.22,-3.013,-103.255,-49.764
7.519,-19.917,-33.821,7.344,-97.021,-35.768,-7.287,4.475,-35.231,-3.012,-103.257,-49.764
7.49,-19.918,-33.823,7.34,-97,-35.788,-7.261,4.479,-35.24,-3.013,-103.259,-49.763
7.48,-19.917,-33.835,7.356,-96.993,-35.794,-7.246,4.491,-35.255,-3.012,-103.26,-49.765
7.477,-19.918,-33.845,7.383,-96.968,-35.786,-7.215,4.487,-35.266,-3.013,-103.263,-49.765
7.469,-19.911,-33.855,7.386,-96.974,-35.796,-7.174,4.458,-35.265,-3.009,-103.265,-49.765
7.478,-19.902,-33.849,7.386,-96.969,-35.805,-7.177,4.448,-35.265,-3.005,-103.265,-49.763
7.476,-19.924,-33.86,7.372,-96.961,-35.799,-7.175,4.461,-35.257,-3.004,-103.268,-49.765
7.459,-19.919,-33.856,7.349,-96.93,-35.805,-7.164,4.472,-35.264,-3.004,-103.27,-49.768
7.458,-19.91,-33.844,7.335,-96.919,-35.82,-7.177,4.48,-35.256,-3.005,-103.269,-49.77
7.455,-19.902,-33.863,7.328,-96.914,-35.835,-7.196,4.482,-35.253,-3.006,-103.271,-49.769
7.451,-19.897,-33.867,7.359,-96.9,-35.832,-7.196,4.482,-35.246,-3.008,-103.272,-49.773
7.433,-19.903,-33.862,7.392,-96.889,-35.834,-7.226,4.481,-35.235,-3.011,-103.277,-49.778
7.447,-19.919,-33.852,7.399,-96.893,-35.826,-7.234,4.487,-35.231,-3.013,-103.276,-49.774
7.452,-19.912,-33.839,7.399,-96.863,-35.838,-7.244,4.493,-35.226,-3.009,-103.273,-49.773
7.457,-19.908,-33.83,7.402,-96.856,-35.842,-7.267,4.497,-35.223,-3.006,-103.273,-49.771
7.453,-19.907,-33.821,7.391,-96.834,-35.848,-7.271,4.497,-35.217,-3.005,-103.27,-49.772
7.444,-19.908,-33.801,7.37,-96.808,-35.86,-7.26,4.497,-35.216,-3.006,-103.267,-49.775
7.439,-19.929,-33.772,7.382,-96.774,-35.869,-7.249,4.5,-35.216,-3.007,-103.269,-49.774
7.459,-19.937,-33.723,7.352,-96.759,-35.883,-7.238,4.507,-35.214,-3.005,-103.271,-49.775
7.474,-19.962,-33.629,7.351,-96.739,-35.877,-7.23,4.501,-35.208,-3.006,-103.268,-49.778
7.507,-19.99,-33.494,7.328,-96.717,-35.875,-7.217,4.492,-35.206,-3.009,-103.263,-49.782
7.525,-20.02,-33.363,7.31,-96.676,-35.882,-7.22,4.489,-35.203,-3.014,-103.264,-49.783
7.515,-20.022,-33.235,7.355,-96.674,-35.883,-7.206,4.49,-35.208,-3.023,-103.268,-49.786
7.52,-20.03,-33.06,7.4,-96.644,-35.882,-7.208,4.489,-35.211,-3.019,-103.269,-49.786
7.587,-20.05,-32.872,7.387,-96.636,-35.887,-7.196,4.486,-35.216,-3.017,-103.27,-49.787
7.624,-20.106,-32.707,7.411,-96.564,-35.893,-7.201,4.487,-35.214,-3.013,-103.269,-49.786
7.722,-20.187,-32.494,7.444,-96.488,-35.903,-7.205,4.491,-35.208,-3.014,-103.271,-49.787
7.723,-20.223,-32.28,7.39,-96.423,-35.924,-7.21,4.494,-35.206,-3.015,-103.272,-49.784
7.781,-20.254,-32.052,7.357,-96.302,-35.942,-7.212,4.496,-35.205,-3.018,-103.272,-49.784
7.87,-20.291,-31.788,7.386,-96.205,-35.959,-7.216,4.496,-35.203,-3.019,-103.273,-49.781
7.92,-20.368,-31.508,7.457,-96.063,-35.961,-7.213,4.498,-35.198,-3.017,-103.274,-49.777
7.899,-20.447,-31.202,7.556,-95.918,-35.944,-7.232,4.504,-35.186,-3.019,-103.272,-49.774
7.962,-20.472,-30.85,7.599,-95.758,-35.972,-7.264,4.521,-35.163,-3.02,-103.273,-49.764
7.996,-20.512,-30.62,7.59,-95.601,-36.022,-7.279,4.531,-35.143,-3.014,-103.283,-49.754
8.087,-20.594,-30.209,7.548,-95.569,-36.042,-7.297,4.541,-35.13,-3.013,-103.282,-49.741
8.111,-20.632,-29.88,7.557,-95.42,-36.069,-7.317,4.534,-35.109,-3.012,-103.285,-49.719
8.126,-20.605,-29.529,7.635,-95.201,-36.101,-7.326,4.51,-35.064,-2.985,-103.294,-49.706
8.12,-20.643,-29.16,7.608,-95.043,-36.124,-7.345,4.512,-35.027,-2.983,-103.288,-49.69
8.211,-20.713,-28.821,7.624,-94.758,-36.206,-7.336,4.55,-35.023,-2.985,-103.281,-49.673
8.147,-20.772,-28.416,7.466,-94.666,-36.224,-7.304,4.55,-35.019,-2.988,-103.297,-49.669
8.136,-20.831,-28,7.412,-94.466,-36.287,-7.283,4.552,-35.018,-2.975,-103.304,-49.646
8.157,-20.888,-27.568,7.442,-94.304,-36.339,-7.245,4.554,-35.006,-2.973,-103.31,-49.635
8.099,-20.913,-27.178,7.387,-93.937,-36.447,-7.161,4.555,-34.968,-2.98,-103.312,-49.622
8.182,-20.945,-26.746,7.404,-93.698,-36.558,-7.164,4.568,-34.964,-2.988,-103.311,-49.598
8.15,-20.991,-26.294,7.339,-93.495,-36.629,-7.14,4.583,-34.953,-2.994,-103.298,-49.58
8.143,-21.079,-25.84,7.321,-93.296,-36.688,-7.091,4.6,-34.928,-2.994,-103.313,-49.568
8.133,-21.126,-25.38,7.347,-92.967,-36.798,-7.054,4.59,-34.886,-2.99,-103.318,-49.549
8.033,-21.116,-24.907,7.289,-92.628,-36.933,-7.07,4.577,-34.861,-3.002,-103.321,-49.542
8.006,-21.149,-24.418,7.22,-92.31,-37.07,-7.072,4.604,-34.835,-2.986,-103.322,-49.527
7.972,-21.162,-23.96,7.239,-92.044,-37.169,-7.061,4.616,-34.806,-3.004,-103.335,-49.513
7.895,-21.228,-23.521,7.195,-91.688,-37.289,-7.091,4.595,-34.782,-3.006,-103.336,-49.494
7.814,-21.266,-23.034,7.167,-91.33,-37.478,-7.092,4.584,-34.733,-2.996,-103.359,-49.483
7.754,-21.258,-22.57,7.146,-90.988,-37.634,-7.1,4.574,-34.679,-2.988,-103.349,-49.46
7.7,-21.268,-22.155,7.034,-90.663,-37.792,-7.141,4.587,-34.653,-2.989,-103.352,-49.438
7.62,-21.254,-21.725,7.024,-90.294,-37.996,-7.157,4.601,-34.62,-3.005,-103.375,-49.423
7.521,-21.241,-21.271,6.952,-89.899,-38.207,-7.162,4.596,-34.597,-3.014,-103.365,-49.4
7.413,-21.257,-20.793,6.883,-89.493,-38.411,-7.103,4.582,-34.568,-3.012,-103.359,-49.376
7.34,-21.248,-20.348,6.941,-89.137,-38.656,-7.084,4.555,-34.543,-3.008,-103.359,-49.351
7.262,-21.219,-19.939,6.831,-88.714,-38.918,-7.085,4.567,-34.524,-3.008,-103.352,-49.322
7.158,-21.179,-19.524,6.839,-88.389,-39.146,-7.055,4.568,-34.512,-3.009,-103.376,-49.311
7.088,-21.146,-19.129,6.709,-87.958,-39.395,-7.033,4.585,-34.505,-3.02,-103.38,-49.292
7.029,-21.094,-18.777,6.656,-87.53,-39.629,-6.995,4.58,-34.482,-3.011,-103.39,-49.268
6.938,-21.054,-18.387,6.51,-87.231,-39.897,-6.969,4.566,-34.477,-3.016,-103.393,-49.237
6.879,-20.97,-18.032,6.452,-86.836,-40.249,-6.914,4.571,-34.446,-3.003,-103.38,-49.207
6.824,-20.922,-17.675,6.361,-86.443,-40.504,-6.86,4.55,-34.428,-3.014,-103.393,-49.197
6.747,-20.848,-17.338,6.382,-86.078,-40.858,-6.863,4.549,-34.409,-3.031,-103.393,-49.181
6.711,-20.759,-17.045,6.196,-85.702,-41.215,-6.807,4.539,-34.378,-3.037,-103.428,-49.16
6.623,-20.669,-16.75,6.092,-85.31,-41.528,-6.811,4.553,-34.342,-3.026,-103.435,-49.136
6.591,-20.577,-16.41,6.018,-84.927,-41.931,-6.825,4.528,-34.314,-3.028,-103.437,-49.11
6.569,-20.49,-16.126,6.024,-84.675,-42.319,-6.808,4.518,-34.292,-3.027,-103.44,-49.094
6.545,-20.393,-15.823,5.93,-84.306,-42.718,-6.827,4.547,-34.274,-3.029,-103.447,-49.078
6.497,-20.3,-15.551,5.909,-83.994,-43.112,-6.849,4.512,-34.261,-3.051,-103.472,-49.059
6.455,-20.199,-15.28,5.848,-83.705,-43.52,-6.846,4.45,-34.244,-3.048,-103.479,-49.037
6.426,-20.095,-15.024,5.684,-83.294,-43.902,-6.848,4.437,-34.204,-3.063,-103.489,-49.023
6.418,-20.045,-14.711,5.676,-83.103,-44.348,-6.859,4.446,-34.203,-3.052,-103.498,-49.004
6.394,-19.951,-14.444,5.575,-82.779,-44.739,-6.883,4.461,-34.19,-3.048,-103.498,-48.978
6.358,-19.851,-14.218,5.52,-82.505,-45.17,-6.874,4.465,-34.173,-3.077,-103.513,-48.981
6.327,-19.745,-14.02,5.536,-82.258,-45.602,-6.855,4.463,-34.168,-3.076,-103.52,-48.968
6.325,-19.637,-13.819,5.51,-82.068,-45.998,-6.821,4.432,-34.165,-3.107,-103.518,-48.955
6.325,-19.534,-13.622,5.468,-81.814,-46.44,-6.827,4.424,-34.159,-3.11,-103.517,-48.938
6.312,-19.438,-13.44,5.473,-81.617,-46.835,-6.847,4.428,-34.154,-3.118,-103.526,-48.923
6.297,-19.331,-13.278,5.476,-81.483,-47.276,-6.865,4.428,-34.146,-3.112,-103.543,-48.914
6.314,-19.234,-13.097,5.465,-81.276,-47.691,-6.848,4.418,-34.146,-3.111,-103.558,-48.908
6.34,-19.128,-12.936,5.544,-81.214,-48.091,-6.815,4.416,-34.137,-3.113,-103.546,-48.875
6.336,-19.025,-12.796,5.57,-81.081,-48.491,-6.786,4.413,-34.141,-3.113,-103.56,-48.865
6.359,-18.938,-12.66,5.544,-80.883,-48.919,-6.771,4.416,-34.145,-3.103,-103.575,-48.856
6.392,-18.852,-12.544,5.544,-80.718,-49.337,-6.719,4.411,-34.153,-3.13,-103.584,-48.846
6.422,-18.766,-12.43,5.544,-80.576,-49.773,-6.693,4.404,-34.166,-3.135,-103.6,-48.836
6.458,-18.693,-12.32,5.623,-80.585,-50.118,-6.642,4.39,-34.171,-3.139,-103.627,-48.833
6.482,-18.615,-12.236,5.66,-80.469,-50.504,-6.637,4.373,-34.175,-3.147,-103.616,-48.817
6.497,-18.555,-12.17,5.688,-80.42,-50.863,-6.664,4.383,-34.177,-3.16,-103.608,-48.808
6.531,-18.505,-12.103,5.689,-80.332,-51.238,-6.681,4.384,-34.184,-3.154,-103.611,-48.79
6.556,-18.458,-12.059,5.741,-80.253,-51.604,-6.694,4.385,-34.19,-3.176,-103.625,-48.777
6.591,-18.417,-12.026,5.745,-80.171,-51.951,-6.692,4.383,-34.193,-3.155,-103.619,-48.761
6.604,-18.386,-12.003,5.762,-80.109,-52.301,-6.708,4.384,-34.194,-3.159,-103.631,-48.758
