p1handX,p1handY,p1handZ,p2handX,p2handY,p2handZ,p1bodyX,p1bodyY,p1bodyZ,p2bodyX,p2bodyY,p2bodyZ
8.241,-21.632,-33.702,8.637,-76.729,-35.808,-5.55,2.235,-24.903,-6.329,-101.603,-41.445
8.263,-21.621,-33.722,8.633,-76.739,-35.81,-5.551,2.236,-24.902,-6.343,-101.612,-41.44
8.25,-21.619,-33.731,8.636,-76.735,-35.81,-5.546,2.234,-24.903,-6.365,-101.607,-41.442
8.243,-21.631,-33.737,8.638,-76.735,-35.826,-5.538,2.229,-24.903,-6.384,-101.615,-41.444
8.242,-21.634,-33.743,8.613,-76.734,-35.832,-5.54,2.229,-24.902,-6.405,-101.623,-41.451
8.237,-21.636,-33.748,8.613,-76.75,-35.843,-5.54,2.224,-24.903,-6.395,-101.627,-41.448
8.241,-21.624,-33.749,8.633,-76.745,-35.848,-5.54,2.224,-24.903,-6.368,-101.633,-41.445
8.249,-21.63,-33.738,8.624,-76.737,-35.856,-5.546,2.223,-24.902,-6.369,-101.63,-41.45
8.24,-21.627,-33.741,8.6,-76.725,-35.867,-5.55,2.217,-24.9,-6.379,-101.632,-41.447
8.232,-21.626,-33.739,8.612,-76.723,-35.863,-5.554,2.212,-24.898,-6.393,-101.631,-41.449
8.229,-21.626,-33.737,8.631,-76.722,-35.873,-5.561,2.21,-24.896,-6.402,-101.64,-41.447
8.231,-21.627,-33.731,8.631,-76.725,-35.88,-5.565,2.213,-24.895,-6.392,-101.651,-41.444
8.226,-21.629,-33.723,8.623,-76.726,-35.89,-5.571,2.216,-24.894,-6.374,-101.65,-41.451
8.214,-21.63,-33.719,8.616,-76.727,-35.898,-5.573,2.213,-24.896,-6.345,-101.658,-41.451
8.207,-21.629,-33.713,8.589,-76.735,-35.891,-5.572,2.212,-24.896,-6.326,-101.67,-41.457
8.203,-21.633,-33.702,8.575,-76.738,-35.891,-5.582,2.212,-24.894,-6.338,-101.672,-41.459
8.208,-21.642,-33.689,8.569,-76.742,-35.895,-5.591,2.212,-24.892,-6.355,-101.671,-41.46
8.208,-21.645,-33.681,8.564,-76.741,-35.892,-5.591,2.216,-24.892,-6.381,-101.66,-41.464
8.199,-21.647,-33.676,8.564,-76.741,-35.888,-5.592,2.21,-24.896,-6.379,-101.662,-41.47
8.206,-21.645,-33.671,8.565,-76.761,-35.882,-5.591,2.206,-24.898,-6.395,-101.662,-41.48
8.206,-21.655,-33.663,8.557,-76.767,-35.878,-5.588,2.21,-24.901,-6.391,-101.667,-41.477
8.199,-21.671,-33.672,8.543,-76.784,-35.888,-5.586,2.213,-24.902,-6.364,-101.674,-41.48
8.17,-21.67,-33.663,8.555,-76.806,-35.873,-5.583,2.213,-24.906,-6.346,-101.682,-41.488
8.145,-21.683,-33.663,8.544,-76.827,-35.875,-5.58,2.215,-24.908,-6.327,-101.687,-41.485
8.154,-21.68,-33.652,8.525,-76.821,-35.881,-5.578,2.217,-24.909,-6.329,-101.677,-41.492
8.149,-21.672,-33.652,8.492,-76.825,-35.878,-5.573,2.216,-24.912,-6.341,-101.672,-41.489
8.151,-21.67,-33.653,8.46,-76.817,-35.875,-5.561,2.219,-24.917,-6.336,-101.677,-41.489
8.139,-21.678,-33.65,8.45,-76.824,-35.861,-5.561,2.217,-24.92,-6.337,-101.672,-41.501
8.127,-21.677,-33.651,8.446,-76.836,-35.863,-5.551,2.218,-24.925,-6.356,-101.664,-41.508
8.143,-21.678,-33.652,8.453,-76.846,-35.852,-5.546,2.218,-24.927,-6.371,-101.663,-41.508
8.152,-21.678,-33.652,8.454,-76.86,-35.835,-5.547,2.22,-24.928,-6.37,-101.674,-41.506
8.156,-21.676,-33.66,8.457,-76.849,-35.831,-5.551,2.22,-24.93,-6.376,-101.68,-41.512
8.164,-21.682,-33.659,8.453,-76.843,-35.816,-5.554,2.217,-24.929,-6.398,-101.686,-41.514
8.159,-21.681,-33.668,8.44,-76.849,-35.806,-5.556,2.216,-24.927,-6.416,-101.697,-41.51
8.153,-21.688,-33.677,8.416,-76.85,-35.796,-5.558,2.218,-24.926,-6.401,-101.702,-41.51
8.148,-21.681,-33.689,8.402,-76.835,-35.772,-5.563,2.217,-24.924,-6.402,-101.72,-41.513
8.152,-21.687,-33.702,8.38,-76.856,-35.771,-5.564,2.215,-24.924,-6.417,-101.735,-41.517
8.151,-21.682,-33.714,8.387,-76.876,-35.749,-5.569,2.214,-24.923,-6.416,-101.752,-41.519
8.145,-21.696,-33.702,8.393,-76.88,-35.733,-5.572,2.215,-24.922,-6.464,-101.749,-41.53
8.155,-21.708,-33.706,8.391,-76.891,-35.724,-5.572,2.212,-24.921,-6.523,-101.751,-41.531
8.155,-21.708,-33.721,8.361,-76.899,-35.704,-5.577,2.21,-24.921,-6.563,-101.747,-41.514
8.159,-21.718,-33.715,8.376,-76.917,-35.67,-5.582,2.209,-24.921,-6.548,-101.756,-41.524
8.163,-21.726,-33.711,8.377,-76.933,-35.646,-5.584,2.21,-24.92,-6.524,-101.767,-41.527
