p1handX,p1handY,p1handZ,p2handX,p2handY,p2handZ,p1bodyX,p1bodyY,p1bodyZ,p2bodyX,p2bodyY,p2bodyZ
8.736,-3.249,-34.734,9.311,-82.581,-35.76,-7.682,14.725,-22.197,-10.122,-99.136,-49.978
8.739,-3.254,-34.732,9.308,-82.583,-35.754,-7.684,14.724,-22.195,-10.117,-99.143,-49.975
8.741,-3.256,-34.73,9.296,-82.579,-35.759,-7.68,14.722,-22.195,-10.11,-99.138,-49.972
8.744,-3.256,-34.725,9.309,-82.577,-35.758,-7.68,14.719,-22.193,-10.111,-99.131,-49.964
8.748,-3.258,-34.722,9.322,-82.589,-35.752,-7.675,14.72,-22.191,-10.111,-99.133,-49.957
8.746,-3.255,-34.721,9.322,-82.595,-35.757,-7.677,14.717,-22.192,-10.103,-99.134,-49.954
8.747,-3.253,-34.721,9.326,-82.606,-35.763,-7.675,14.715,-22.19,-10.098,-99.131,-49.952
8.756,-3.256,-34.717,9.341,-82.632,-35.753,-7.669,14.714,-22.189,-10.095,-99.128,-49.952
8.763,-3.257,-34.714,9.324,-82.642,-35.759,-7.658,14.702,-22.194,-10.082,-99.122,-49.948
8.771,-3.257,-34.71,9.315,-82.656,-35.756,-7.666,14.701,-22.193,-10.072,-99.11,-49.941
8.784,-3.261,-34.709,9.316,-82.66,-35.738,-7.665,14.701,-22.191,-10.079,-99.102,-49.943
8.791,-3.26,-34.705,9.304,-82.662,-35.744,-7.665,14.699,-22.189,-10.081,-99.105,-49.943
8.792,-3.265,-34.702,9.307,-82.667,-35.742,-7.667,14.7,-22.186,-10.089,-99.094,-49.947
8.817,-3.276,-34.696,9.342,-82.692,-35.711,-7.666,14.702,-22.182,-10.092,-99.091,-49.952
8.825,-3.275,-34.692,9.344,-82.699,-35.693,-7.667,14.7,-22.182,-10.096,-99.091,-49.957
8.832,-3.282,-34.69,9.388,-82.716,-35.669,-7.669,14.693,-22.188,-10.104,-99.09,-49.959
8.835,-3.294,-34.693,9.419,-82.73,-35.655,-7.671,14.689,-22.192,-10.107,-99.091,-49.96
