p1handX,p1handY,p1handZ,p2handX,p2handY,p2handZ,p1bodyX,p1bodyY,p1bodyZ,p2bodyX,p2bodyY,p2bodyZ
5.272,-25.488,-34.283,5.458,-80.242,-34.939,-8.237,1.219,-29.558,-9.611,-92.395,-49.072
5.278,-25.492,-34.259,5.454,-80.26,-34.93,-8.259,1.219,-29.555,-9.613,-92.386,-49.084
5.273,-25.49,-34.224,5.434,-80.287,-34.937,-8.246,1.217,-29.558,-9.598,-92.379,-49.088
5.27,-25.484,-34.263,5.467,-80.3,-34.959,-8.237,1.222,-29.558,-9.596,-92.368,-49.095
5.25,-25.487,-34.274,5.45,-80.303,-34.983,-8.219,1.217,-29.561,-9.594,-92.366,-49.095
5.245,-25.488,-34.221,5.487,-80.313,-34.987,-8.202,1.216,-29.566,-9.592,-92.371,-49.097
5.231,-25.488,-34.216,5.49,-80.332,-34.944,-8.193,1.221,-29.574,-9.59,-92.347,-49.11
5.196,-25.488,-34.215,5.492,-80.335,-34.908,-8.189,1.224,-29.577,-9.58,-92.353,-49.111
5.156,-25.488,-34.257,5.52,-80.344,-34.893,-8.178,1.228,-29.582,-9.585,-92.348,-49.11
5.126,-25.478,-34.267,5.51,-80.355,-34.875,-8.153,1.23,-29.581,-9.586,-92.339,-49.105
5.103,-25.472,-34.207,5.495,-80.362,-34.872,-8.14,1.227,-29.581,-9.58,-92.34,-49.107
5.101,-25.458,-34.266,5.477,-80.395,-34.857,-8.118,1.22,-29.586,-9.579,-92.336,-49.113
5.089,-25.463,-34.251,5.481,-80.424,-34.835,-8.125,1.215,-29.589,-9.585,-92.338,-49.112
5.089,-25.477,-34.229,5.495,-80.453,-34.807,-8.139,1.21,-29.588,-9.586,-92.324,-49.115
5.074,-25.456,-34.212,5.502,-80.469,-34.801,-8.132,1.21,-29.59,-9.587,-92.315,-49.117
5.064,-25.443,-34.205,5.52,-80.444,-34.815,-8.118,1.214,-29.594,-9.584,-92.313,-49.116
5.082,-25.454,-34.186,5.493,-80.466,-34.818,-8.12,1.222,-29.598,-9.59,-92.305,-49.112
5.099,-25.461,-34.149,5.473,-80.473,-34.769,-8.132,1.217,-29.596,-9.587,-92.308,-49.112
5.106,-25.47,-34.176,5.489,-80.485,-34.752,-8.144,1.215,-29.595,-9.588,-92.31,-49.113
5.114,-25.478,-34.163,5.526,-80.497,-34.743,-8.146,1.216,-29.59,-9.591,-92.31,-49.114
5.111,-25.485,-34.231,5.541,-80.501,-34.717,-8.15,1.221,-29.588,-9.587,-92.308,-49.119
5.109,-25.486,-34.235,5.507,-80.521,-34.739,-8.162,1.214,-29.588,-9.584,-92.306,-49.114
5.128,-25.487,-34.222,5.511,-80.544,-34.714,-8.167,1.218,-29.588,-9.59,-92.308,-49.113
5.134,-25.494,-34.22,5.497,-80.563,-34.715,-8.167,1.219,-29.592,-9.598,-92.303,-49.112
5.148,-25.499,-34.224,5.482,-80.617,-34.721,-8.171,1.211,-29.591,-9.599,-92.298,-49.109
5.163,-25.498,-34.253,5.493,-80.613,-34.71,-8.197,1.201,-29.586,-9.602,-92.297,-49.113
5.183,-25.506,-34.244,5.502,-80.619,-34.7,-8.209,1.206,-29.585,-9.607,-92.29,-49.117
5.22,-25.519,-34.234,5.504,-80.652,-34.712,-8.211,1.216,-29.585,-9.611,-92.286,-49.12
5.272,-25.538,-34.199,5.469,-80.664,-34.751,-8.233,1.23,-29.587,-9.626,-92.272,-49.121
5.3,-25.531,-34.227,5.445,-80.67,-34.77,-8.233,1.224,-29.59,-9.627,-92.262,-49.115
5.328,-25.531,-34.227,5.453,-80.653,-34.763,-8.227,1.221,-29.59,-9.617,-92.256,-49.119
5.329,-25.535,-34.244,5.447,-80.679,-34.781,-8.228,1.217,-29.592,-9.608,-92.247,-49.113
