p1handX,p1handY,p1handZ,p2handX,p2handY,p2handZ,p1bodyX,p1bodyY,p1bodyZ,p2bodyX,p2bodyY,p2bodyZ
6.974,-18.05,-34.32,7.682,-76.277,-35.092,-3.087,3.709,-29.47,-9.419,-100.573,-46.427
6.966,-18.073,-34.379,7.691,-76.267,-35.086,-3.096,3.712,-29.471,-9.418,-100.575,-46.427
6.972,-18.051,-34.382,7.717,-76.262,-35.084,-3.113,3.712,-29.476,-9.406,-100.579,-46.427
6.968,-18.067,-34.387,7.71,-76.277,-35.087,-3.121,3.716,-29.481,-9.392,-100.579,-46.43
6.982,-18.073,-34.392,7.712,-76.296,-35.097,-3.135,3.709,-29.485,-9.387,-100.577,-46.429
6.992,-18.081,-34.389,7.707,-76.308,-35.092,-3.14,3.707,-29.49,-9.389,-100.577,-46.429
6.997,-18.092,-34.386,7.699,-76.314,-35.079,-3.144,3.699,-29.5,-9.387,-100.579,-46.429
6.98,-18.127,-34.402,7.698,-76.313,-35.071,-3.152,3.703,-29.509,-9.38,-100.571,-46.427
6.968,-18.155,-34.413,7.709,-76.314,-35.065,-3.164,3.708,-29.521,-9.361,-100.573,-46.429
6.929,-18.179,-34.424,7.714,-76.31,-35.068,-3.142,3.711,-29.531,-9.336,-100.58,-46.43
6.952,-18.197,-34.427,7.711,-76.309,-35.064,-3.12,3.706,-29.543,-9.341,-100.583,-46.425
6.953,-18.191,-34.424,7.696,-76.311,-35.069,-3.102,3.7,-29.551,-9.348,-100.582,-46.429
6.956,-18.189,-34.435,7.689,-76.318,-35.066,-3.08,3.696,-29.562,-9.352,-100.581,-46.428
6.954,-18.192,-34.429,7.685,-76.319,-35.07,-3.083,3.705,-29.571,-9.357,-100.588,-46.423
6.957,-18.193,-34.418,7.693,-76.324,-35.07,-3.071,3.707,-29.583,-9.366,-100.587,-46.424
6.979,-18.211,-34.419,7.699,-76.329,-35.067,-3.066,3.706,-29.594,-9.368,-100.586,-46.424
7.018,-18.219,-34.417,7.679,-76.334,-35.084,-3.086,3.716,-29.604,-9.366,-100.586,-46.424
7.019,-18.231,-34.415,7.669,-76.331,-35.077,-3.11,3.716,-29.616,-9.367,-100.588,-46.431
7.034,-18.229,-34.405,7.664,-76.334,-35.078,-3.104,3.714,-29.624,-9.371,-100.586,-46.433
7.03,-18.246,-34.41,7.671,-76.329,-35.074,-3.089,3.714,-29.626,-9.371,-100.585,-46.438
7.039,-18.258,-34.418,7.675,-76.33,-35.069,-3.107,3.719,-29.629,-9.377,-100.59,-46.431
7.06,-18.272,-34.415,7.683,-76.323,-35.069,-3.136,3.729,-29.635,-9.393,-100.586,-46.437
7.043,-18.297,-34.421,7.675,-76.328,-35.054,-3.167,3.733,-29.642,-9.41,-100.594,-46.434
7.04,-18.308,-34.414,7.675,-76.33,-35.059,-3.2,3.743,-29.647,-9.42,-100.587,-46.442
7.033,-18.33,-34.422,7.664,-76.339,-35.05,-3.192,3.745,-29.658,-9.418,-100.585,-46.443
7.05,-18.344,-34.43,7.655,-76.345,-35.049,-3.187,3.742,-29.659,-9.41,-100.584,-46.449
7.079,-18.341,-34.422,7.664,-76.348,-35.038,-3.175,3.733,-29.662,-9.403,-100.59,-46.447
7.061,-18.351,-34.42,7.683,-76.344,-35.024,-3.196,3.741,-29.672,-9.409,-100.598,-46.455
7.048,-18.363,-34.426,7.676,-76.338,-35.015,-3.199,3.751,-29.682,-9.438,-100.6,-46.454
7.034,-18.37,-34.441,7.679,-76.347,-35.012,-3.198,3.764,-29.693,-9.442,-100.604,-46.449
7.026,-18.384,-34.449,7.658,-76.359,-35.014,-3.19,3.76,-29.702,-9.44,-100.605,-46.441
7.033,-18.396,-34.452,7.639,-76.351,-35.014,-3.169,3.766,-29.709,-9.435,-100.604,-46.44
7.02,-18.397,-34.457,7.632,-76.34,-35.009,-3.159,3.765,-29.72,-9.435,-100.604,-46.438
7.01,-18.394,-34.468,7.619,-76.342,-35.022,-3.149,3.761,-29.724,-9.43,-100.607,-46.433
7.005,-18.396,-34.476,7.633,-76.339,-35.019,-3.135,3.751,-29.731,-9.425,-100.608,-46.431
6.996,-18.405,-34.492,7.655,-76.342,-35.005,-3.13,3.745,-29.739,-9.426,-100.611,-46.426
6.978,-18.405,-34.498,7.666,-76.355,-34.998,-3.114,3.744,-29.743,-9.427,-100.616,-46.418
6.979,-18.428,-34.513,7.661,-76.363,-35.001,-3.111,3.737,-29.746,-9.436,-100.609,-46.417
6.948,-18.425,-34.52,7.667,-76.365,-34.995,-3.131,3.731,-29.752,-9.434,-100.609,-46.411
6.965,-18.441,-34.518,7.668,-76.37,-34.992,-3.152,3.722,-29.758,-9.424,-100.615,-46.408
6.916,-18.474,-34.523,7.672,-76.371,-34.99,-3.166,3.723,-29.761,-9.413,-100.621,-46.416
6.88,-18.486,-34.54,7.683,-76.382,-34.985,-3.192,3.716,-29.769,-9.402,-100.626,-46.418
6.905,-18.498,-34.534,7.699,-76.394,-34.98,-3.224,3.722,-29.782,-9.403,-100.627,-46.416
6.905,-18.492,-34.538,7.712,-76.426,-34.971,-3.244,3.722,-29.788,-9.391,-100.629,-46.41
6.898,-18.495,-34.539,7.703,-76.419,-34.965,-3.235,3.71,-29.799,-9.385,-100.618,-46.412
6.902,-18.505,-34.536,7.691,-76.414,-34.964,-3.241,3.712,-29.811,-9.386,-100.622,-46.409
6.911,-18.502,-34.537,7.687,-76.412,-34.966,-3.246,3.721,-29.826,-9.393,-100.623,-46.415
6.91,-18.496,-34.531,7.699,-76.41,-34.954,-3.231,3.713,-29.833,-9.404,-100.624,-46.417
6.914,-18.49,-34.526,7.708,-76.409,-34.955,-3.211,3.706,-29.84,-9.412,-100.634,-46.413
6.918,-18.489,-34.522,7.721,-76.421,-34.952,-3.202,3.71,-29.851,-9.414,-100.628,-46.417
6.929,-18.494,-34.515,7.729,-76.422,-34.943,-3.179,3.706,-29.862,-9.421,-100.62,-46.419
6.93,-18.501,-34.518,7.722,-76.429,-34.94,-3.171,3.709,-29.88,-9.438,-100.611,-46.425
6.935,-18.5,-34.516,7.729,-76.438,-34.943,-3.158,3.702,-29.895,-9.452,-100.616,-46.425
6.935,-18.5,-34.509,7.754,-76.439,-34.939,-3.133,3.713,-29.913,-9.475,-100.614,-46.432
6.943,-18.493,-34.496,7.749,-76.438,-34.945,-3.104,3.71,-29.923,-9.486,-100.617,-46.434
6.944,-18.492,-34.492,7.735,-76.441,-34.945,-3.105,3.712,-29.933,-9.484,-100.614,-46.428
6.977,-18.503,-34.473,7.743,-76.449,-34.932,-3.096,3.703,-29.942,-9.489,-100.618,-46.426
6.977,-18.513,-34.448,7.752,-76.455,-34.929,-3.098,3.708,-29.955,-9.5,-100.625,-46.429
6.994,-18.51,-34.428,7.753,-76.473,-34.917,-3.11,3.714,-29.956,-9.493,-100.624,-46.429
