p1handX,p1handY,p1handZ,p2handX,p2handY,p2handZ,p1bodyX,p1bodyY,p1bodyZ,p2bodyX,p2bodyY,p2bodyZ
6.729,-12.378,-34.858,6.611,-80.885,-35.414,-8.74,3.731,-29.014,-5.532,-98.45,-52.242
6.768,-12.387,-34.833,6.604,-80.888,-35.42,-8.692,3.717,-28.992,-5.533,-98.446,-52.244
6.784,-12.384,-34.835,6.599,-80.895,-35.42,-8.687,3.706,-28.957,-5.534,-98.441,-52.244
6.793,-12.377,-34.824,6.608,-80.894,-35.431,-8.679,3.692,-28.925,-5.533,-98.439,-52.243
6.818,-12.399,-34.794,6.618,-80.892,-35.419,-8.647,3.67,-28.892,-5.535,-98.441,-52.245
6.838,-12.421,-34.769,6.617,-80.883,-35.423,-8.682,3.675,-28.851,-5.538,-98.441,-52.245
6.856,-12.455,-34.745,6.619,-80.873,-35.413,-8.735,3.673,-28.811,-5.542,-98.441,-52.245
6.898,-12.456,-34.716,6.627,-80.862,-35.411,-8.717,3.656,-28.791,-5.544,-98.439,-52.245
6.956,-12.466,-34.693,6.65,-80.856,-35.419,-8.764,3.639,-28.747,-5.548,-98.436,-52.245
6.944,-12.454,-34.711,6.646,-80.857,-35.418,-8.752,3.592,-28.692,-5.549,-98.436,-52.246
6.994,-12.455,-34.701,6.64,-80.857,-35.43,-8.738,3.576,-28.676,-5.55,-98.435,-52.251
7.013,-12.471,-34.679,6.632,-80.846,-35.442,-8.692,3.559,-28.659,-5.548,-98.43,-52.254
7.046,-12.474,-34.663,6.624,-80.845,-35.447,-8.689,3.56,-28.623,-5.545,-98.431,-52.257
7.086,-12.493,-34.624,6.604,-80.841,-35.456,-8.67,3.553,-28.598,-5.54,-98.431,-52.257
7.125,-12.485,-34.603,6.586,-80.831,-35.469,-8.612,3.518,-28.587,-5.54,-98.434,-52.258
7.156,-12.476,-34.599,6.585,-80.814,-35.467,-8.625,3.499,-28.55,-5.54,-98.433,-52.259
7.219,-12.471,-34.575,6.584,-80.808,-35.462,-8.644,3.485,-28.517,-5.541,-98.433,-52.26
7.213,-12.491,-34.532,6.578,-80.818,-35.469,-8.577,3.442,-28.504,-5.539,-98.425,-52.262
7.229,-12.485,-34.532,6.577,-80.829,-35.463,-8.52,3.422,-28.49,-5.54,-98.423,-52.263
7.262,-12.482,-34.516,6.583,-80.83,-35.471,-8.545,3.369,-28.456,-5.54,-98.422,-52.264
7.266,-12.484,-34.492,6.567,-80.835,-35.477,-8.558,3.383,-28.415,-5.538,-98.422,-52.265
7.281,-12.486,-34.476,6.563,-80.841,-35.474,-8.49,3.375,-28.408,-5.538,-98.421,-52.267
7.314,-12.456,-34.448,6.56,-80.853,-35.471,-8.463,3.368,-28.385,-5.535,-98.422,-52.269
7.335,-12.49,-34.439,6.543,-80.851,-35.487,-8.489,3.367,-28.342,-5.534,-98.424,-52.27
7.339,-12.531,-34.433,6.554,-80.848,-35.482,-8.404,3.348,-28.333,-5.534,-98.426,-52.269
7.355,-12.585,-34.422,6.566,-80.856,-35.483,-8.383,3.34,-28.306,-5.535,-98.426,-52.269
7.362,-12.58,-34.413,6.57,-80.853,-35.49,-8.369,3.321,-28.27,-5.533,-98.426,-52.273
7.426,-12.581,-34.394,6.583,-80.841,-35.495,-8.395,3.3,-28.227,-5.535,-98.429,-52.271
7.408,-12.604,-34.389,6.617,-80.829,-35.492,-8.331,3.281,-28.218,-5.535,-98.43,-52.269
7.414,-12.606,-34.384,6.616,-80.821,-35.5,-8.355,3.291,-28.196,-5.534,-98.431,-52.27
7.441,-12.63,-34.366,6.625,-80.82,-35.489,-8.369,3.277,-28.169,-5.533,-98.431,-52.271
7.457,-12.646,-34.36,6.624,-80.831,-35.488,-8.319,3.282,-28.15,-5.532,-98.427,-52.27
7.449,-12.655,-34.368,6.623,-80.827,-35.484,-8.282,3.284,-28.148,-5.532,-98.425,-52.269
7.451,-12.664,-34.365,6.618,-80.831,-35.492,-8.302,3.284,-28.123,-5.533,-98.423,-52.267
7.46,-12.647,-34.364,6.639,-80.833,-35.482,-8.289,3.276,-28.097,-5.535,-98.419,-52.266
7.495,-12.644,-34.341,6.643,-80.831,-35.471,-8.205,3.252,-28.093,-5.54,-98.419,-52.266
7.515,-12.649,-34.339,6.637,-80.828,-35.481,-8.175,3.236,-28.083,-5.541,-98.42,-52.267
7.513,-12.655,-34.316,6.64,-80.828,-35.488,-8.136,3.228,-28.051,-5.539,-98.421,-52.266
7.528,-12.651,-34.285,6.648,-80.827,-35.484,-8.058,3.238,-28.051,-5.539,-98.419,-52.267
7.537,-12.672,-34.284,6.639,-80.83,-35.493,-8.072,3.254,-28.051,-5.54,-98.412,-52.268
7.542,-12.689,-34.256,6.617,-80.826,-35.505,-8.069,3.248,-28.036,-5.539,-98.407,-52.271
7.55,-12.701,-34.238,6.616,-80.82,-35.507,-8.092,3.261,-28.022,-5.537,-98.398,-52.274
7.573,-12.725,-34.235,6.615,-80.818,-35.503,-8.041,3.246,-28.008,-5.535,-98.393,-52.276
7.581,-12.77,-34.223,6.624,-80.822,-35.5,-7.981,3.253,-27.994,-5.535,-98.39,-52.279
7.601,-12.781,-34.226,6.625,-80.825,-35.504,-7.941,3.251,-27.97,-5.533,-98.391,-52.28
7.597,-12.787,-34.215,6.629,-80.834,-35.505,-7.869,3.252,-27.949,-5.533,-98.392,-52.281
7.644,-12.801,-34.179,6.632,-80.831,-35.502,-7.888,3.246,-27.929,-5.536,-98.388,-52.281
7.702,-12.786,-34.145,6.643,-80.833,-35.494,-7.93,3.248,-27.912,-5.533,-98.382,-52.281
7.723,-12.813,-34.115,6.644,-80.833,-35.491,-7.944,3.244,-27.895,-5.534,-98.379,-52.283
7.701,-12.839,-34.121,6.638,-80.828,-35.497,-7.932,3.246,-27.883,-5.534,-98.382,-52.284
7.737,-12.851,-34.087,6.637,-80.825,-35.497,-7.935,3.245,-27.859,-5.534,-98.383,-52.283
7.744,-12.852,-34.072,6.645,-80.818,-35.502,-7.949,3.251,-27.823,-5.534,-98.379,-52.283
7.754,-12.867,-34.063,6.672,-80.804,-35.495,-7.901,3.234,-27.794,-5.531,-98.383,-52.283
7.757,-12.867,-34.061,6.668,-80.795,-35.51,-7.887,3.246,-27.755,-5.528,-98.385,-52.283
7.767,-12.849,-34.052,6.652,-80.788,-35.518,-7.929,3.251,-27.705,-5.524,-98.387,-52.283
7.786,-12.845,-34.037,6.631,-80.787,-35.519,-7.878,3.22,-27.667,-5.515,-98.391,-52.282
7.826,-12.865,-34.008,6.605,-80.792,-35.507,-7.835,3.223,-27.634,-5.505,-98.396,-52.28
7.878,-12.833,-33.971,6.611,-80.79,-35.502,-7.872,3.223,-27.581,-5.497,-98.399,-52.279
7.915,-12.832,-33.937,6.619,-80.795,-35.51,-7.867,3.212,-27.53,-5.492,-98.397,-52.276
7.901,-12.846,-33.929,6.63,-80.794,-35.521,-7.832,3.201,-27.504,-5.486,-98.397,-52.277
7.916,-12.853,-33.913,6.657,-80.785,-35.512,-7.789,3.197,-27.471,-5.485,-98.394,-52.278
7.903,-12.858,-33.901,6.65,-80.788,-35.52,-7.821,3.17,-27.418,-5.48,-98.394,-52.278
7.939,-12.845,-33.889,6.652,-80.785,-35.512,-7.816,3.181,-27.379,-5.477,-98.399,-52.279
7.951,-12.857,-33.887,6.638,-80.784,-35.515,-7.715,3.159,-27.364,-5.476,-98.399,-52.279
7.957,-12.878,-33.877,6.642,-80.785,-35.518,-7.748,3.172,-27.326,-5.473,-98.397,-52.279
8.015,-12.873,-33.854,6.629,-80.782,-35.53,-7.778,3.164,-27.273,-5.473,-98.394,-52.28
8.012,-12.876,-33.859,6.626,-80.781,-35.527,-7.738,3.158,-27.25,-5.473,-98.388,-52.279
7.998,-12.895,-33.851,6.624,-80.775,-35.53,-7.698,3.147,-27.23,-5.473,-98.382,-52.279
7.993,-12.921,-33.843,6.626,-80.777,-35.532,-7.667,3.142,-27.208,-5.473,-98.378,-52.279
7.981,-12.924,-33.834,6.624,-80.783,-35.535,-7.644,3.136,-27.186,-5.477,-98.377,-52.28
7.984,-12.928,-33.819,6.632,-80.786,-35.533,-7.543,3.098,-27.186,-5.482,-98.377,-52.282
7.998,-12.927,-33.792,6.652,-80.783,-35.541,-7.561,3.093,-27.164,-5.489,-98.375,-52.284
8.012,-12.915,-33.756,6.662,-80.777,-35.546,-7.575,3.087,-27.127,-5.494,-98.373,-52.285
7.974,-12.933,-33.734,6.665,-80.772,-35.548,-7.557,3.065,-27.115,-5.5,-98.371,-52.288
7.946,-12.954,-33.715,6.658,-80.772,-35.545,-7.55,3.067,-27.093,-5.505,-98.371,-52.29
7.936,-12.954,-33.676,6.665,-80.766,-35.555,-7.595,3.089,-27.064,-5.504,-98.374,-52.293
7.911,-12.986,-33.641,6.678,-80.759,-35.568,-7.571,3.087,-27.053,-5.506,-98.377,-52.292
7.943,-12.998,-33.553,6.689,-80.746,-35.564,-7.531,3.081,-27.043,-5.508,-98.381,-52.293
7.946,-13.025,-33.495,6.704,-80.734,-35.57,-7.493,3.059,-27.024,-5.507,-98.384,-52.294
7.96,-13.081,-33.456,6.721,-80.724,-35.582,-7.476,3.06,-27.005,-5.507,-98.386,-52.294
7.925,-13.121,-33.386,6.726,-80.702,-35.61,-7.492,3.067,-26.998,-5.508,-98.386,-52.294
7.984,-13.147,-33.283,6.708,-80.699,-35.617,-7.519,3.065,-26.981,-5.507,-98.385,-52.294
8.032,-13.175,-33.198,6.713,-80.683,-35.618,-7.494,3.059,-26.966,-5.507,-98.385,-52.293
8.044,-13.238,-33.103,6.683,-80.668,-35.653,-7.47,3.038,-26.958,-5.508,-98.385,-52.293
8.075,-13.282,-32.993,6.705,-80.651,-35.665,-7.458,3.021,-26.953,-5.507,-98.385,-52.293
8.1,-13.351,-32.881,6.696,-80.623,-35.716,-7.474,3.006,-26.935,-5.504,-98.383,-52.291
8.154,-13.372,-32.784,6.726,-80.607,-35.741,-7.481,2.997,-26.911,-5.502,-98.378,-52.289
8.244,-13.442,-32.631,6.708,-80.585,-35.777,-7.49,3.011,-26.899,-5.499,-98.369,-52.287
8.319,-13.536,-32.467,6.72,-80.573,-35.808,-7.518,2.994,-26.885,-5.489,-98.365,-52.285
8.371,-13.556,-32.344,6.744,-80.554,-35.87,-7.534,2.979,-26.861,-5.488,-98.367,-52.284
8.446,-13.605,-32.198,6.728,-80.504,-35.916,-7.497,2.97,-26.852,-5.483,-98.364,-52.284
8.458,-13.653,-32.059,6.773,-80.485,-35.941,-7.5,2.959,-26.841,-5.481,-98.355,-52.282
8.481,-13.693,-31.825,6.813,-80.477,-35.99,-7.469,2.936,-26.82,-5.477,-98.354,-52.283
8.565,-13.743,-31.658,6.847,-80.438,-36.051,-7.523,2.939,-26.793,-5.471,-98.358,-52.284
8.676,-13.768,-31.459,6.817,-80.383,-36.117,-7.541,2.942,-26.779,-5.464,-98.359,-52.286
8.731,-13.894,-31.262,6.858,-80.293,-36.169,-7.557,2.952,-26.759,-5.456,-98.358,-52.285
8.765,-13.958,-31.034,6.885,-80.236,-36.23,-7.56,2.939,-26.735,-5.453,-98.362,-52.286
8.878,-14.01,-30.818,6.944,-80.202,-36.283,-7.573,2.931,-26.714,-5.451,-98.359,-52.285
8.904,-14.085,-30.586,7.075,-80.111,-36.336,-7.578,2.92,-26.699,-5.454,-98.354,-52.287
8.946,-14.23,-30.355,7.084,-79.992,-36.423,-7.598,2.933,-26.672,-5.456,-98.351,-52.289
9.015,-14.329,-30.097,7.014,-79.867,-36.537,-7.588,2.924,-26.649,-5.459,-98.351,-52.291
9.065,-14.397,-29.854,7.123,-79.808,-36.638,-7.572,2.918,-26.644,-5.464,-98.352,-52.293
9.08,-14.52,-29.611,7.273,-79.774,-36.721,-7.561,2.896,-26.635,-5.465,-98.357,-52.296
9.171,-14.589,-29.364,7.327,-79.721,-36.811,-7.561,2.881,-26.612,-5.467,-98.361,-52.297
9.232,-14.718,-29.074,7.364,-79.653,-36.904,-7.564,2.888,-26.597,-5.468,-98.361,-52.3
9.207,-14.834,-28.811,7.355,-79.581,-37.005,-7.525,2.874,-26.592,-5.467,-98.364,-52.304
9.272,-14.943,-28.501,7.396,-79.524,-37.068,-7.546,2.874,-26.564,-5.469,-98.366,-52.309
9.248,-15.039,-28.258,7.563,-79.455,-37.176,-7.559,2.871,-26.535,-5.47,-98.37,-52.315
