p1handX,p1handY,p1handZ,p2handX,p2handY,p2handZ,p1bodyX,p1bodyY,p1bodyZ,p2bodyX,p2bodyY,p2bodyZ
8.787,-2.688,-34.717,9.123,-87.862,-35.184,-7.843,14.246,-22.659,-10.118,-103.146,-48.591
8.795,-2.691,-34.722,9.134,-87.867,-35.168,-7.846,14.249,-22.662,-10.11,-103.134,-48.592
8.804,-2.701,-34.719,9.147,-87.874,-35.166,-7.838,14.254,-22.664,-10.118,-103.129,-48.605
8.808,-2.719,-34.697,9.161,-87.879,-35.167,-7.846,14.251,-22.669,-10.125,-103.133,-48.602
8.807,-2.713,-34.705,9.162,-87.889,-35.197,-7.833,14.249,-22.673,-10.128,-103.133,-48.6
8.804,-2.711,-34.681,9.164,-87.884,-35.222,-7.822,14.258,-22.67,-10.128,-103.133,-48.601
8.804,-2.706,-34.659,9.155,-87.885,-35.211,-7.828,14.262,-22.666,-10.123,-103.131,-48.601
8.808,-2.712,-34.641,9.154,-87.886,-35.228,-7.825,14.265,-22.666,-10.118,-103.133,-48.6
8.815,-2.722,-34.643,9.15,-87.903,-35.237,-7.841,14.272,-22.664,-10.119,-103.137,-48.6
8.826,-2.723,-34.695,9.129,-87.902,-35.224,-7.839,14.276,-22.662,-10.12,-103.132,-48.601
8.829,-2.72,-34.673,9.116,-87.906,-35.229,-7.836,14.285,-22.66,-10.122,-103.134,-48.601
8.827,-2.716,-34.645,9.11,-87.898,-35.247,-7.847,14.288,-22.663,-10.114,-103.138,-48.599
8.828,-2.719,-34.666,9.112,-87.892,-35.262,-7.868,14.292,-22.658,-10.112,-103.138,-48.594
8.832,-2.721,-34.66,9.116,-87.886,-35.3,-7.883,14.296,-22.658,-10.11,-103.135,-48.597
8.841,-2.725,-34.653,9.115,-87.889,-35.275,-7.877,14.297,-22.662,-10.101,-103.14,-48.594
8.868,-2.723,-34.672,9.112,-87.883,-35.244,-7.862,14.301,-22.664,-10.099,-103.148,-48.591
8.868,-2.718,-34.683,9.1,-87.888,-35.259,-7.855,14.299,-22.67,-10.1,-103.147,-48.588
8.868,-2.732,-34.661,9.104,-87.888,-35.241,-7.858,14.294,-22.678,-10.108,-103.149,-48.588
8.869,-2.736,-34.636,9.104,-87.885,-35.249,-7.858,14.291,-22.684,-10.095,-103.152,-48.584
8.87,-2.743,-34.628,9.102,-87.879,-35.279,-7.866,14.285,-22.69,-10.084,-103.149,-48.575
8.864,-2.739,-34.639,9.1,-87.883,-35.243,-7.862,14.282,-22.697,-10.089,-103.15,-48.581
8.858,-2.739,-34.656,9.093,-87.889,-35.237,-7.843,14.277,-22.711,-10.079,-103.152,-48.575
8.854,-2.736,-34.681,9.073,-87.889,-35.267,-7.819,14.269,-22.724,-10.064,-103.149,-48.569
8.854,-2.731,-34.675,9.06,-87.898,-35.258,-7.794,14.252,-22.739,-10.06,-103.162,-48.564
8.855,-2.73,-34.668,9.059,-87.908,-35.237,-7.792,14.242,-22.746,-10.054,-103.162,-48.562
8.851,-2.729,-34.695,9.054,-87.914,-35.255,-7.796,14.241,-22.746,-10.049,-103.162,-48.559
8.845,-2.73,-34.686,9.042,-87.916,-35.273,-7.762,14.236,-22.758,-10.054,-103.157,-48.557
8.848,-2.735,-34.67,9.02,-87.921,-35.252,-7.786,14.231,-22.763,-10.06,-103.158,-48.556
8.846,-2.736,-34.643,9.034,-87.924,-35.287,-7.787,14.227,-22.771,-10.061,-103.158,-48.555
8.84,-2.739,-34.669,9.035,-87.919,-35.259,-7.782,14.224,-22.775,-10.058,-103.155,-48.555
8.836,-2.74,-34.67,9.039,-87.917,-35.243,-7.804,14.22,-22.771,-10.047,-103.16,-48.552
8.833,-2.743,-34.717,9.052,-87.917,-35.224,-7.824,14.215,-22.769,-10.039,-103.155,-48.552
8.834,-2.746,-34.704,9.06,-87.916,-35.218,-7.831,14.207,-22.776,-10.026,-103.157,-48.547
8.831,-2.749,-34.699,9.06,-87.914,-35.207,-7.829,14.201,-22.779,-10.034,-103.149,-48.554
8.818,-2.752,-34.7,9.058,-87.91,-35.203,-7.83,14.2,-22.784,-10.042,-103.144,-48.552
8.813,-2.748,-34.708,9.057,-87.913,-35.202,-7.86,14.198,-22.782,-10.046,-103.133,-48.559
8.789,-2.748,-34.693,9.066,-87.91,-35.227,-7.873,14.195,-22.779,-10.044,-103.13,-48.557
8.775,-2.746,-34.672,9.063,-87.909,-35.218,-7.866,14.196,-22.78,-10.035,-103.126,-48.56
