p1handX,p1handY,p1handZ,p2handX,p2handY,p2handZ,p1bodyX,p1bodyY,p1bodyZ,p2bodyX,p2bodyY,p2bodyZ
8.555,-16.608,-34.592,7.954,-86.035,-35.051,-6.681,5.772,-30.425,-10.719,-97.36,-56.02
8.552,-16.605,-34.598,7.932,-86.027,-35.076,-6.68,5.768,-30.428,-10.72,-97.357,-56.017
8.54,-16.606,-34.595,7.953,-86.027,-35.079,-6.681,5.768,-30.429,-10.72,-97.356,-56.017
8.541,-16.6,-34.591,7.976,-86.015,-35.063,-6.678,5.773,-30.429,-10.72,-97.356,-56.016
8.537,-16.592,-34.586,7.968,-85.992,-35.06,-6.673,5.775,-30.429,-10.722,-97.359,-56.014
8.532,-16.591,-34.584,7.943,-85.966,-35.061,-6.671,5.786,-30.426,-10.722,-97.361,-56.013
8.519,-16.583,-34.594,7.96,-85.952,-35.057,-6.669,5.785,-30.426,-10.724,-97.364,-56.015
8.526,-16.573,-34.586,7.959,-85.938,-35.056,-6.663,5.788,-30.425,-10.724,-97.371,-56.018
8.522,-16.568,-34.582,7.959,-85.94,-35.061,-6.659,5.793,-30.417,-10.723,-97.37,-56.019
8.529,-16.566,-34.577,7.957,-85.937,-35.064,-6.663,5.791,-30.418,-10.72,-97.372,-56.02
8.528,-16.556,-34.585,7.953,-85.929,-35.065,-6.661,5.788,-30.419,-10.718,-97.378,-56.019
8.514,-16.563,-34.585,7.948,-85.922,-35.072,-6.653,5.796,-30.421,-10.721,-97.378,-56.022
8.498,-16.562,-34.588,7.944,-85.896,-35.09,-6.651,5.803,-30.422,-10.719,-97.387,-56.022
8.495,-16.558,-34.578,7.93,-85.875,-35.114,-6.644,5.804,-30.424,-10.721,-97.385,-56.022
8.497,-16.542,-34.59,7.894,-85.874,-35.134,-6.652,5.819,-30.42,-10.721,-97.386,-56.021
8.495,-16.545,-34.6,7.889,-85.89,-35.14,-6.657,5.816,-30.423,-10.719,-97.388,-56.025
8.492,-16.544,-34.602,7.878,-85.889,-35.15,-6.657,5.826,-30.42,-10.721,-97.394,-56.031
8.493,-16.553,-34.605,7.86,-85.878,-35.168,-6.669,5.822,-30.421,-10.723,-97.4,-56.036
8.496,-16.565,-34.604,7.879,-85.855,-35.167,-6.666,5.821,-30.419,-10.723,-97.403,-56.038
8.492,-16.574,-34.604,7.882,-85.844,-35.167,-6.666,5.815,-30.42,-10.72,-97.407,-56.035
8.493,-16.575,-34.607,7.861,-85.839,-35.182,-6.661,5.811,-30.421,-10.719,-97.417,-56.038
8.495,-16.579,-34.606,7.855,-85.824,-35.19,-6.663,5.807,-30.419,-10.718,-97.421,-56.035
8.495,-16.585,-34.614,7.851,-85.814,-35.201,-6.662,5.802,-30.419,-10.72,-97.42,-56.037
8.496,-16.586,-34.612,7.867,-85.795,-35.197,-6.666,5.799,-30.42,-10.717,-97.423,-56.035
8.49,-16.595,-34.621,7.83,-85.771,-35.226,-6.651,5.802,-30.417,-10.72,-97.421,-56.035
8.487,-16.606,-34.633,7.835,-85.782,-35.227,-6.635,5.804,-30.422,-10.721,-97.424,-56.034
8.473,-16.614,-34.636,7.84,-85.769,-35.233,-6.632,5.806,-30.427,-10.72,-97.426,-56.035
8.476,-16.601,-34.645,7.865,-85.746,-35.225,-6.632,5.805,-30.426,-10.719,-97.424,-56.035
8.462,-16.597,-34.652,7.875,-85.74,-35.217,-6.629,5.805,-30.424,-10.719,-97.427,-56.036
8.46,-16.602,-34.637,7.901,-85.731,-35.233,-6.632,5.811,-30.42,-10.719,-97.43,-56.036
8.466,-16.617,-34.648,7.898,-85.733,-35.248,-6.632,5.816,-30.417,-10.708,-97.437,-56.027
8.46,-16.624,-34.635,7.913,-85.72,-35.255,-6.63,5.819,-30.42,-10.702,-97.44,-56.02
8.463,-16.614,-34.629,7.901,-85.7,-35.246,-6.637,5.822,-30.418,-10.694,-97.448,-56.014
