p1handX,p1handY,p1handZ,p2handX,p2handY,p2handZ,p1bodyX,p1bodyY,p1bodyZ,p2bodyX,p2bodyY,p2bodyZ
7.575,-18.635,-34.124,7.299,-75.719,-35.674,-1.522,7.918,-27.514,-9.78,-99.077,-45.105
7.568,-18.631,-34.13,7.295,-75.684,-35.673,-1.524,7.916,-27.515,-9.774,-99.076,-45.109
7.57,-18.627,-34.132,7.275,-75.678,-35.662,-1.521,7.918,-27.515,-9.777,-99.075,-45.116
7.563,-18.636,-34.133,7.268,-75.678,-35.669,-1.519,7.921,-27.516,-9.782,-99.081,-45.111
7.556,-18.637,-34.136,7.274,-75.684,-35.673,-1.521,7.92,-27.517,-9.779,-99.085,-45.11
7.548,-18.643,-34.131,7.275,-75.672,-35.691,-1.515,7.917,-27.517,-9.775,-99.079,-45.112
7.553,-18.645,-34.128,7.286,-75.678,-35.698,-1.506,7.913,-27.52,-9.782,-99.074,-45.11
7.547,-18.652,-34.129,7.288,-75.684,-35.694,-1.512,7.912,-27.522,-9.788,-99.075,-45.108
7.54,-18.648,-34.133,7.291,-75.692,-35.682,-1.508,7.912,-27.523,-9.793,-99.067,-45.111
7.543,-18.651,-34.133,7.275,-75.677,-35.692,-1.505,7.908,-27.526,-9.795,-99.069,-45.112
7.546,-18.646,-34.129,7.289,-75.676,-35.694,-1.507,7.909,-27.527,-9.788,-99.069,-45.116
7.55,-18.65,-34.132,7.278,-75.669,-35.697,-1.504,7.91,-27.529,-9.794,-99.069,-45.122
7.55,-18.653,-34.126,7.264,-75.674,-35.693,-1.51,7.915,-27.53,-9.81,-99.062,-45.133
7.552,-18.655,-34.127,7.238,-75.669,-35.687,-1.514,7.918,-27.532,-9.809,-99.068,-45.125
7.549,-18.654,-34.129,7.232,-75.669,-35.684,-1.515,7.921,-27.532,-9.804,-99.062,-45.129
7.543,-18.648,-34.129,7.236,-75.671,-35.674,-1.513,7.922,-27.531,-9.806,-99.061,-45.129
7.522,-18.644,-34.134,7.235,-75.669,-35.674,-1.521,7.929,-27.529,-9.81,-99.061,-45.132
7.521,-18.625,-34.15,7.237,-75.674,-35.675,-1.52,7.935,-27.528,-9.811,-99.064,-45.134
7.526,-18.624,-34.152,7.237,-75.672,-35.67,-1.533,7.953,-27.526,-9.811,-99.07,-45.137
7.529,-18.619,-34.149,7.23,-75.679,-35.659,-1.521,7.955,-27.525,-9.817,-99.075,-45.137
7.54,-18.623,-34.136,7.221,-75.675,-35.65,-1.516,7.955,-27.527,-9.82,-99.079,-45.132
7.546,-18.631,-34.142,7.217,-75.685,-35.652,-1.521,7.956,-27.527,-9.82,-99.08,-45.137
