p1handX,p1handY,p1handZ,p2handX,p2handY,p2handZ,p1bodyX,p1bodyY,p1bodyZ,p2bodyX,p2bodyY,p2bodyZ
8.387,-11.884,-34.86,7.858,-81.748,-35.585,-6.237,6.258,-27.556,-10.744,-97.449,-54.701
8.38,-11.872,-34.854,7.841,-81.748,-35.58,-6.24,6.253,-27.558,-10.746,-97.453,-54.701
8.373,-11.875,-34.852,7.833,-81.749,-35.578,-6.235,6.252,-27.559,-10.751,-97.451,-54.704
8.369,-11.876,-34.85,7.835,-81.747,-35.569,-6.225,6.251,-27.562,-10.754,-97.449,-54.707
8.374,-11.877,-34.848,7.838,-81.74,-35.575,-6.218,6.248,-27.566,-10.754,-97.449,-54.708
8.388,-11.874,-34.849,7.846,-81.736,-35.583,-6.215,6.247,-27.566,-10.755,-97.441,-54.709
8.396,-11.87,-34.849,7.854,-81.738,-35.589,-6.213,6.24,-27.569,-10.752,-97.442,-54.711
8.401,-11.868,-34.844,7.853,-81.738,-35.583,-6.209,6.231,-27.566,-10.752,-97.443,-54.712
8.402,-11.865,-34.841,7.861,-81.736,-35.591,-6.203,6.227,-27.568,-10.75,-97.443,-54.712
8.413,-11.867,-34.835,7.859,-81.737,-35.585,-6.189,6.222,-27.571,-10.746,-97.444,-54.712
8.412,-11.869,-34.837,7.85,-81.738,-35.592,-6.19,6.214,-27.572,-10.743,-97.446,-54.71
8.407,-11.874,-34.836,7.836,-81.728,-35.598,-6.197,6.216,-27.568,-10.74,-97.448,-54.708
8.412,-11.874,-34.838,7.842,-81.724,-35.601,-6.2,6.214,-27.565,-10.737,-97.45,-54.707
8.412,-11.873,-34.839,7.841,-81.723,-35.603,-6.203,6.216,-27.563,-10.735,-97.453,-54.705
8.411,-11.873,-34.846,7.84,-81.729,-35.611,-6.203,6.221,-27.562,-10.73,-97.455,-54.701
8.403,-11.867,-34.846,7.839,-81.734,-35.616,-6.204,6.221,-27.564,-10.727,-97.454,-54.698
8.398,-11.87,-34.85,7.829,-81.726,-35.625,-6.203,6.227,-27.566,-10.725,-97.456,-54.696
8.395,-11.872,-34.855,7.843,-81.723,-35.63,-6.206,6.231,-27.564,-10.723,-97.455,-54.694
8.397,-11.874,-34.853,7.85,-81.719,-35.631,-6.208,6.233,-27.564,-10.722,-97.449,-54.694
8.4,-11.867,-34.86,7.835,-81.72,-35.638,-6.218,6.236,-27.565,-10.722,-97.45,-54.694
8.402,-11.865,-34.858,7.83,-81.723,-35.642,-6.215,6.235,-27.566,-10.719,-97.45,-54.691
8.4,-11.864,-34.859,7.837,-81.726,-35.65,-6.219,6.242,-27.561,-10.721,-97.45,-54.691
8.405,-11.876,-34.867,7.832,-81.719,-35.659,-6.223,6.244,-27.56,-10.721,-97.448,-54.692
8.413,-11.887,-34.867,7.837,-81.718,-35.657,-6.24,6.252,-27.557,-10.722,-97.448,-54.693
8.419,-11.883,-34.868,7.827,-81.716,-35.657,-6.256,6.262,-27.555,-10.725,-97.446,-54.698
8.418,-11.876,-34.871,7.82,-81.707,-35.684,-6.246,6.267,-27.553,-10.729,-97.445,-54.7
