p1handX,p1handY,p1handZ,p2handX,p2handY,p2handZ,p1bodyX,p1bodyY,p1bodyZ,p2bodyX,p2bodyY,p2bodyZ
5.942,-15.122,-34.78,6.702,-80.872,-35.423,-9.422,3.523,-30.117,-6.823,-98.582,-56.557
5.937,-15.128,-34.79,6.728,-80.881,-35.409,-9.423,3.519,-30.123,-6.831,-98.574,-56.557
5.91,-15.134,-34.811,6.732,-80.886,-35.399,-9.452,3.516,-30.115,-6.836,-98.565,-56.555
5.882,-15.137,-34.839,6.74,-80.899,-35.384,-9.435,3.513,-30.118,-6.839,-98.567,-56.557
5.876,-15.143,-34.857,6.746,-80.904,-35.372,-9.428,3.513,-30.118,-6.838,-98.569,-56.557
5.889,-15.155,-34.864,6.746,-80.892,-35.368,-9.422,3.515,-30.127,-6.837,-98.567,-56.557
5.871,-15.158,-34.875,6.733,-80.892,-35.367,-9.41,3.516,-30.129,-6.841,-98.56,-56.556
5.85,-15.163,-34.889,6.722,-80.894,-35.362,-9.41,3.512,-30.127,-6.84,-98.563,-56.556
5.835,-15.163,-34.899,6.707,-80.885,-35.362,-9.381,3.51,-30.136,-6.841,-98.565,-56.554
5.828,-15.18,-34.917,6.686,-80.877,-35.352,-9.347,3.518,-30.144,-6.843,-98.563,-56.552
5.813,-15.18,-34.932,6.648,-80.886,-35.329,-9.352,3.525,-30.149,-6.844,-98.56,-56.549
5.831,-15.189,-34.929,6.665,-80.891,-35.322,-9.34,3.533,-30.152,-6.844,-98.562,-56.546
5.842,-15.184,-34.923,6.673,-80.887,-35.331,-9.32,3.516,-30.163,-6.846,-98.56,-56.543
5.847,-15.178,-34.916,6.693,-80.894,-35.32,-9.292,3.515,-30.177,-6.849,-98.558,-56.538
5.854,-15.18,-34.913,6.689,-80.9,-35.321,-9.313,3.513,-30.175,-6.851,-98.553,-56.533
5.859,-15.175,-34.908,6.678,-80.902,-35.321,-9.301,3.514,-30.183,-6.851,-98.553,-56.529
5.864,-15.166,-34.912,6.665,-80.911,-35.314,-9.315,3.518,-30.179,-6.852,-98.555,-56.524
5.869,-15.155,-34.907,6.654,-80.907,-35.313,-9.314,3.518,-30.177,-6.853,-98.561,-56.52
5.876,-15.148,-34.899,6.659,-80.906,-35.308,-9.324,3.514,-30.178,-6.853,-98.569,-56.516
5.882,-15.129,-34.883,6.652,-80.911,-35.302,-9.319,3.506,-30.183,-6.848,-98.577,-56.511
5.892,-15.111,-34.869,6.637,-80.916,-35.314,-9.299,3.502,-30.197,-6.851,-98.58,-56.508
5.897,-15.11,-34.873,6.636,-80.92,-35.317,-9.302,3.503,-30.199,-6.857,-98.574,-56.503
5.902,-15.112,-34.866,6.643,-80.914,-35.319,-9.294,3.508,-30.208,-6.861,-98.573,-56.497
5.904,-15.101,-34.872,6.651,-80.913,-35.32,-9.279,3.507,-30.208,-6.858,-98.584,-56.497
5.904,-15.095,-34.871,6.655,-80.915,-35.32,-9.294,3.502,-30.209,-6.858,-98.592,-56.497
5.943,-15.079,-34.866,6.646,-80.917,-35.319,-9.277,3.502,-30.211,-6.861,-98.593,-56.495
5.953,-15.081,-34.872,6.632,-80.922,-35.324,-9.284,3.505,-30.215,-6.862,-98.6,-56.493
