p1handX,p1handY,p1handZ,p2handX,p2handY,p2handZ,p1bodyX,p1bodyY,p1bodyZ,p2bodyX,p2bodyY,p2bodyZ
9.868,-9.404,-35.297,10.014,-69.951,-46.79,-5.931,9.106,-24.309,-7.725,-96.411,-55.404
9.867,-9.41,-35.301,10.073,-70.015,-46.784,-5.924,9.099,-24.303,-7.734,-96.412,-55.409
9.871,-9.409,-35.294,10.095,-70.053,-46.754,-5.916,9.099,-24.297,-7.74,-96.411,-55.41
9.885,-9.411,-35.296,10.149,-70.095,-46.723,-5.897,9.106,-24.297,-7.742,-96.411,-55.41
9.885,-9.401,-35.299,10.25,-70.175,-46.744,-5.888,9.106,-24.298,-7.743,-96.41,-55.411
9.896,-9.403,-35.302,10.307,-70.164,-46.747,-5.879,9.111,-24.296,-7.746,-96.413,-55.412
9.889,-9.397,-35.306,10.366,-70.181,-46.736,-5.867,9.112,-24.295,-7.747,-96.412,-55.411
9.881,-9.388,-35.311,10.453,-70.197,-46.737,-5.861,9.11,-24.298,-7.747,-96.414,-55.41
9.883,-9.392,-35.315,10.481,-70.185,-46.722,-5.862,9.112,-24.296,-7.749,-96.419,-55.407
9.876,-9.39,-35.321,10.508,-70.215,-46.721,-5.866,9.113,-24.294,-7.752,-96.421,-55.404
9.869,-9.379,-35.328,10.583,-70.266,-46.716,-5.864,9.113,-24.292,-7.753,-96.422,-55.398
9.869,-9.365,-35.345,10.66,-70.28,-46.687,-5.855,9.115,-24.289,-7.749,-96.425,-55.392
9.852,-9.365,-35.36,10.664,-70.296,-46.656,-5.851,9.122,-24.287,-7.746,-96.427,-55.385
9.852,-9.362,-35.363,10.655,-70.309,-46.678,-5.857,9.126,-24.285,-7.754,-96.432,-55.379
9.825,-9.356,-35.382,10.671,-70.329,-46.687,-5.873,9.127,-24.282,-7.76,-96.434,-55.373
9.788,-9.323,-35.388,10.647,-70.344,-46.657,-5.889,9.129,-24.278,-7.759,-96.434,-55.363
9.793,-9.305,-35.394,10.692,-70.353,-46.627,-5.905,9.134,-24.27,-7.75,-96.429,-55.349
9.805,-9.274,-35.412,10.745,-70.377,-46.642,-5.907,9.13,-24.268,-7.74,-96.431,-55.337
9.799,-9.273,-35.411,10.735,-70.402,-46.619,-5.898,9.126,-24.267,-7.731,-96.44,-55.322
9.798,-9.26,-35.409,10.784,-70.42,-46.635,-5.897,9.127,-24.266,-7.73,-96.449,-55.314
9.801,-9.255,-35.405,10.794,-70.434,-46.619,-5.892,9.126,-24.264,-7.737,-96.447,-55.307
9.808,-9.26,-35.414,10.787,-70.446,-46.598,-5.898,9.128,-24.261,-7.737,-96.442,-55.299
9.791,-9.258,-35.423,10.829,-70.433,-46.606,-5.89,9.127,-24.261,-7.735,-96.442,-55.292
9.777,-9.254,-35.431,10.83,-70.443,-46.603,-5.877,9.127,-24.263,-7.736,-96.447,-55.284
9.789,-9.27,-35.434,10.82,-70.455,-46.598,-5.872,9.127,-24.264,-7.739,-96.463,-55.279
9.789,-9.28,-35.439,10.827,-70.45,-46.581,-5.86,9.127,-24.261,-7.742,-96.455,-55.272
9.774,-9.278,-35.454,10.829,-70.45,-46.568,-5.857,9.126,-24.259,-7.745,-96.456,-55.267
9.784,-9.28,-35.452,10.818,-70.446,-46.557,-5.848,9.128,-24.256,-7.752,-96.461,-55.267
9.794,-9.281,-35.452,10.827,-70.47,-46.541,-5.823,9.136,-24.257,-7.756,-96.456,-55.264
9.806,-9.28,-35.449,10.816,-70.475,-46.533,-5.819,9.135,-24.26,-7.757,-96.465,-55.261
9.818,-9.268,-35.45,10.813,-70.465,-46.53,-5.826,9.136,-24.262,-7.756,-96.467,-55.254
9.814,-9.266,-35.452,10.811,-70.467,-46.533,-5.831,9.135,-24.258,-7.767,-96.467,-55.258
9.827,-9.26,-35.444,10.808,-70.47,-46.53,-5.843,9.134,-24.254,-7.777,-96.464,-55.261
9.84,-9.274,-35.444,10.805,-70.467,-46.534,-5.84,9.13,-24.251,-7.782,-96.464,-55.263
9.833,-9.269,-35.439,10.796,-70.472,-46.532,-5.844,9.13,-24.249,-7.782,-96.467,-55.262
9.836,-9.267,-35.436,10.783,-70.476,-46.537,-5.844,9.131,-24.246,-7.785,-96.466,-55.262
9.843,-9.271,-35.431,10.771,-70.471,-46.525,-5.843,9.123,-24.246,-7.788,-96.461,-55.263
9.846,-9.274,-35.428,10.749,-70.473,-46.521,-5.856,9.118,-24.243,-7.79,-96.458,-55.262
9.85,-9.273,-35.422,10.731,-70.485,-46.532,-5.861,9.117,-24.24,-7.791,-96.462,-55.261
9.85,-9.268,-35.414,10.722,-70.474,-46.535,-5.882,9.114,-24.238,-7.792,-96.465,-55.259
9.848,-9.267,-35.413,10.692,-70.458,-46.532,-5.89,9.111,-24.234,-7.795,-96.464,-55.259
9.862,-9.252,-35.409,10.652,-70.463,-46.514,-5.911,9.103,-24.232,-7.795,-96.465,-55.259
9.853,-9.244,-35.401,10.63,-70.452,-46.522,-5.904,9.099,-24.23,-7.793,-96.468,-55.258
9.86,-9.247,-35.397,10.574,-70.465,-46.515,-5.894,9.095,-24.233,-7.791,-96.467,-55.257
9.868,-9.246,-35.388,10.564,-70.458,-46.52,-5.887,9.093,-24.234,-7.791,-96.469,-55.257
9.857,-9.239,-35.382,10.538,-70.45,-46.517,-5.877,9.087,-24.237,-7.791,-96.471,-55.258
9.869,-9.239,-35.38,10.473,-70.434,-46.505,-5.876,9.087,-24.237,-7.786,-96.471,-55.254
9.861,-9.226,-35.37,10.487,-70.422,-46.519,-5.868,9.084,-24.237,-7.777,-96.472,-55.248
9.869,-9.21,-35.366,10.469,-70.405,-46.516,-5.864,9.078,-24.24,-7.768,-96.472,-55.244
9.88,-9.201,-35.355,10.4,-70.406,-46.494,-5.854,9.078,-24.243,-7.765,-96.473,-55.243
9.868,-9.159,-35.34,10.361,-70.393,-46.487,-5.853,9.075,-24.247,-7.756,-96.475,-55.241
9.879,-9.135,-35.341,10.274,-70.421,-46.472,-5.838,9.07,-24.251,-7.751,-96.485,-55.243
9.905,-9.14,-35.311,10.212,-70.422,-46.482,-5.843,9.071,-24.251,-7.745,-96.483,-55.242
9.899,-9.137,-35.3,10.197,-70.42,-46.446,-5.846,9.07,-24.25,-7.735,-96.488,-55.239
9.906,-9.123,-35.305,10.191,-70.439,-46.435,-5.85,9.069,-24.251,-7.738,-96.497,-55.241
9.894,-9.105,-35.288,10.16,-70.414,-46.427,-5.855,9.069,-24.249,-7.735,-96.502,-55.242
9.895,-9.088,-35.283,10.145,-70.416,-46.436,-5.869,9.068,-24.248,-7.735,-96.51,-55.242
9.901,-9.095,-35.278,10.093,-70.421,-46.438,-5.865,9.066,-24.247,-7.735,-96.511,-55.243
9.894,-9.101,-35.283,10.057,-70.392,-46.404,-5.865,9.062,-24.247,-7.733,-96.509,-55.243
9.89,-9.102,-35.279,10.04,-70.379,-46.405,-5.86,9.059,-24.248,-7.735,-96.509,-55.245
9.9,-9.104,-35.271,10.015,-70.386,-46.387,-5.856,9.061,-24.249,-7.733,-96.513,-55.247
9.913,-9.119,-35.261,9.977,-70.392,-46.368,-5.848,9.06,-24.252,-7.737,-96.513,-55.251
9.904,-9.126,-35.256,9.922,-70.37,-46.363,-5.84,9.063,-24.252,-7.742,-96.523,-55.258
9.912,-9.129,-35.236,9.84,-70.388,-46.359,-5.815,9.066,-24.253,-7.749,-96.522,-55.262
9.916,-9.134,-35.214,9.831,-70.398,-46.361,-5.8,9.067,-24.252,-7.758,-96.527,-55.269
9.929,-9.161,-35.209,9.803,-70.378,-46.338,-5.76,9.071,-24.255,-7.765,-96.532,-55.276
9.926,-9.193,-35.193,9.795,-70.39,-46.345,-5.761,9.077,-24.257,-7.773,-96.532,-55.28
9.948,-9.225,-35.16,9.792,-70.379,-46.361,-5.759,9.078,-24.254,-7.783,-96.531,-55.284
9.955,-9.281,-35.111,9.76,-70.354,-46.346,-5.759,9.076,-24.25,-7.787,-96.534,-55.289
9.985,-9.334,-35.031,9.74,-70.307,-46.361,-5.769,9.076,-24.247,-7.792,-96.537,-55.294
10.003,-9.386,-34.97,9.735,-70.307,-46.36,-5.772,9.075,-24.245,-7.786,-96.549,-55.294
10.057,-9.443,-34.866,9.702,-70.316,-46.331,-5.775,9.071,-24.246,-7.79,-96.56,-55.298
10.056,-9.474,-34.768,9.702,-70.309,-46.326,-5.788,9.071,-24.245,-7.79,-96.56,-55.301
10.067,-9.584,-34.697,9.7,-70.297,-46.328,-5.794,9.074,-24.242,-7.788,-96.564,-55.301
10.144,-9.664,-34.548,9.664,-70.284,-46.328,-5.804,9.075,-24.24,-7.789,-96.57,-55.303
10.141,-9.706,-34.438,9.64,-70.272,-46.327,-5.808,9.073,-24.24,-7.79,-96.563,-55.305
10.132,-9.743,-34.345,9.59,-70.279,-46.321,-5.817,9.068,-24.243,-7.789,-96.56,-55.303
10.193,-9.833,-34.182,9.52,-70.245,-46.321,-5.813,9.065,-24.247,-7.787,-96.562,-55.302
10.219,-9.903,-34.043,9.505,-70.191,-46.32,-5.815,9.063,-24.252,-7.784,-96.561,-55.3
10.222,-10.029,-33.872,9.509,-70.181,-46.326,-5.806,9.064,-24.257,-7.781,-96.559,-55.299
10.23,-10.147,-33.722,9.532,-70.171,-46.338,-5.799,9.063,-24.263,-7.777,-96.558,-55.298
10.321,-10.294,-33.526,9.515,-70.157,-46.339,-5.791,9.065,-24.27,-7.775,-96.557,-55.297
10.316,-10.338,-33.347,9.483,-70.164,-46.355,-5.791,9.066,-24.279,-7.771,-96.554,-55.297
10.36,-10.431,-33.148,9.469,-70.164,-46.358,-5.791,9.067,-24.29,-7.767,-96.551,-55.299
10.36,-10.469,-32.94,9.414,-70.151,-46.362,-5.796,9.067,-24.301,-7.761,-96.553,-55.301
10.416,-10.588,-32.673,9.383,-70.12,-46.387,-5.797,9.066,-24.308,-7.755,-96.556,-55.305
10.402,-10.794,-32.464,9.35,-70.092,-46.385,-5.795,9.073,-24.319,-7.752,-96.556,-55.31
10.411,-10.907,-32.218,9.327,-70.062,-46.364,-5.813,9.078,-24.328,-7.745,-96.555,-55.316
10.413,-11.025,-32.001,9.326,-70.053,-46.372,-5.82,9.076,-24.326,-7.745,-96.552,-55.323
10.492,-11.148,-31.752,9.331,-70.026,-46.374,-5.821,9.071,-24.327,-7.742,-96.547,-55.329
10.517,-11.293,-31.478,9.306,-70.008,-46.349,-5.82,9.07,-24.324,-7.735,-96.543,-55.337
10.518,-11.399,-31.216,9.305,-69.976,-46.368,-5.832,9.074,-24.321,-7.74,-96.541,-55.351
10.544,-11.558,-30.934,9.309,-69.931,-46.389,-5.835,9.074,-24.324,-7.749,-96.545,-55.366
10.569,-11.771,-30.607,9.289,-69.912,-46.387,-5.827,9.075,-24.327,-7.758,-96.542,-55.381
10.611,-11.859,-30.31,9.283,-69.874,-46.378,-5.823,9.075,-24.333,-7.761,-96.542,-55.398
10.578,-12.049,-29.992,9.286,-69.85,-46.392,-5.824,9.077,-24.339,-7.767,-96.535,-55.412
10.561,-12.18,-29.631,9.268,-69.82,-46.377,-5.845,9.082,-24.348,-7.77,-96.527,-55.425
10.612,-12.361,-29.318,9.249,-69.78,-46.387,-5.832,9.08,-24.361,-7.764,-96.529,-55.441
10.553,-12.571,-28.98,9.223,-69.748,-46.363,-5.817,9.071,-24.375,-7.757,-96.535,-55.453
10.576,-12.745,-28.605,9.175,-69.714,-46.357,-5.816,9.077,-24.383,-7.756,-96.526,-55.468
10.596,-12.847,-28.264,9.182,-69.703,-46.336,-5.797,9.08,-24.398,-7.753,-96.515,-55.48
10.536,-13.027,-27.915,9.184,-69.704,-46.336,-5.798,9.08,-24.425,-7.757,-96.508,-55.498
10.522,-13.185,-27.505,9.182,-69.672,-46.296,-5.803,9.082,-24.447,-7.758,-96.518,-55.517
10.483,-13.281,-27.149,9.212,-69.63,-46.266,-5.796,9.089,-24.467,-7.751,-96.522,-55.533
10.399,-13.403,-26.797,9.262,-69.624,-46.26,-5.768,9.094,-24.473,-7.751,-96.507,-55.548
10.363,-13.562,-26.455,9.295,-69.613,-46.222,-5.792,9.09,-24.481,-7.742,-96.515,-55.561
10.285,-13.703,-26.081,9.313,-69.597,-46.192,-5.795,9.094,-24.49,-7.73,-96.519,-55.575
