p1handX,p1handY,p1handZ,p2handX,p2handY,p2handZ,p1bodyX,p1bodyY,p1bodyZ,p2bodyX,p2bodyY,p2bodyZ
3.883,-23.015,-21.62,-19.06,-97.905,-54.875,-6.845,7.018,-24.342,-9.661,-107.796,-48.85
3.868,-23.028,-21.651,-19.068,-97.896,-54.876,-6.841,7.022,-24.334,-9.642,-107.785,-48.838
3.811,-23.042,-21.672,-19.063,-97.897,-54.872,-6.844,7.038,-24.313,-9.646,-107.773,-48.842
3.767,-23.041,-21.69,-19.062,-97.896,-54.869,-6.827,7.06,-24.299,-9.654,-107.764,-48.846
3.709,-23.039,-21.722,-19.059,-97.898,-54.865,-6.831,7.086,-24.278,-9.637,-107.766,-48.841
3.653,-23.039,-21.762,-19.059,-97.897,-54.865,-6.831,7.093,-24.262,-9.613,-107.755,-48.839
3.589,-23.045,-21.821,-19.062,-97.89,-54.865,-6.839,7.096,-24.247,-9.616,-107.751,-48.828
3.56,-23.043,-21.9,-19.059,-97.895,-54.863,-6.843,7.106,-24.236,-9.608,-107.752,-48.834
3.506,-23.024,-22,-19.064,-97.891,-54.863,-6.81,7.113,-24.229,-9.594,-107.753,-48.834
3.33,-23.011,-22.109,-19.062,-97.89,-54.86,-6.805,7.113,-24.217,-9.601,-107.748,-48.84
3.203,-22.987,-22.234,-19.05,-97.899,-54.852,-6.787,7.12,-24.211,-9.592,-107.731,-48.836
3.2,-22.962,-22.353,-19.051,-97.902,-54.855,-6.802,7.122,-24.203,-9.607,-107.727,-48.842
3.105,-22.927,-22.463,-19.047,-97.902,-54.848,-6.793,7.138,-24.191,-9.613,-107.723,-48.844
3.051,-22.912,-22.581,-19.029,-97.914,-54.835,-6.807,7.142,-24.178,-9.626,-107.718,-48.85
2.91,-22.876,-22.707,-19.039,-97.91,-54.837,-6.806,7.149,-24.168,-9.636,-107.718,-48.843
2.793,-22.835,-22.838,-19.047,-97.901,-54.837,-6.829,7.16,-24.144,-9.644,-107.718,-48.843
2.65,-22.797,-22.941,-19.055,-97.891,-54.84,-6.821,7.178,-24.129,-9.651,-107.718,-48.852
2.499,-22.805,-23.073,-19.056,-97.892,-54.836,-6.861,7.181,-24.114,-9.649,-107.72,-48.853
