p1handX,p1handY,p1handZ,p2handX,p2handY,p2handZ,p1bodyX,p1bodyY,p1bodyZ,p2bodyX,p2bodyY,p2bodyZ
9.295,-18.774,-35.687,7.653,-103.576,-36.568,-7.142,3.263,-22.458,-10.331,-110.131,-51.903
9.288,-18.776,-35.684,7.677,-103.558,-36.572,-7.113,3.264,-22.487,-10.315,-110.128,-51.898
9.271,-18.779,-35.683,7.71,-103.542,-36.56,-7.091,3.269,-22.52,-10.323,-110.115,-51.894
9.247,-18.774,-35.689,7.735,-103.521,-36.554,-7.07,3.271,-22.555,-10.335,-110.111,-51.897
9.221,-18.769,-35.687,7.764,-103.54,-36.554,-7.132,3.275,-22.58,-10.331,-110.104,-51.908
9.195,-18.766,-35.689,7.775,-103.541,-36.568,-7.128,3.286,-22.623,-10.327,-110.113,-51.899
9.159,-18.768,-35.687,7.769,-103.533,-36.567,-7.14,3.294,-22.662,-10.324,-110.103,-51.896
9.137,-18.767,-35.663,7.759,-103.532,-36.582,-7.146,3.299,-22.697,-10.327,-110.101,-51.892
9.122,-18.766,-35.637,7.755,-103.52,-36.616,-7.08,3.301,-22.733,-10.331,-110.092,-51.897
9.084,-18.8,-35.619,7.748,-103.51,-36.62,-7.043,3.305,-22.768,-10.328,-110.089,-51.897
9.034,-18.821,-35.605,7.747,-103.515,-36.614,-7.017,3.314,-22.805,-10.33,-110.087,-51.896
8.994,-18.834,-35.596,7.755,-103.524,-36.622,-7.033,3.332,-22.834,-10.321,-110.077,-51.889
8.939,-18.852,-35.574,7.77,-103.503,-36.622,-7.083,3.338,-22.849,-10.329,-110.07,-51.895
8.948,-18.843,-35.535,7.802,-103.485,-36.62,-7.089,3.357,-22.877,-10.333,-110.08,-51.901
8.875,-18.821,-35.548,7.835,-103.484,-36.641,-7.109,3.362,-22.905,-10.333,-110.085,-51.906
8.86,-18.841,-35.537,7.839,-103.475,-36.676,-7.087,3.363,-22.945,-10.343,-110.089,-51.92
8.868,-18.873,-35.517,7.86,-103.449,-36.66,-7.058,3.377,-22.977,-10.341,-110.095,-51.928
8.868,-18.9,-35.482,7.915,-103.443,-36.675,-7.013,3.386,-23.011,-10.353,-110.097,-51.929
8.866,-18.888,-35.469,7.954,-103.431,-36.703,-7.086,3.384,-23.017,-10.351,-110.1,-51.937
8.867,-18.888,-35.447,7.97,-103.421,-36.72,-7.134,3.39,-23.027,-10.366,-110.111,-51.965
8.879,-18.885,-35.423,7.967,-103.4,-36.727,-7.165,3.395,-23.041,-10.376,-110.121,-51.971
8.886,-18.89,-35.413,7.957,-103.388,-36.745,-7.184,3.401,-23.057,-10.389,-110.118,-51.972
8.903,-18.89,-35.384,7.979,-103.379,-36.755,-7.219,3.401,-23.072,-10.394,-110.116,-51.966
8.889,-18.897,-35.354,8.013,-103.383,-36.768,-7.229,3.408,-23.086,-10.405,-110.112,-51.961
8.878,-18.926,-35.316,8.031,-103.31,-36.74,-7.193,3.411,-23.107,-10.416,-110.099,-51.964
8.847,-18.954,-35.3,8.033,-103.32,-36.747,-7.153,3.419,-23.13,-10.422,-110.102,-51.966
8.824,-18.985,-35.285,8.044,-103.296,-36.766,-7.117,3.425,-23.156,-10.419,-110.093,-51.974
8.811,-19.002,-35.232,8.021,-103.268,-36.798,-7.117,3.432,-23.177,-10.406,-110.119,-51.964
