p1handX,p1handY,p1handZ,p2handX,p2handY,p2handZ,p1bodyX,p1bodyY,p1bodyZ,p2bodyX,p2bodyY,p2bodyZ
7.321,-18.804,-33.45,8.477,-89.565,-34.476,-5.649,0.853,-26.548,-7.428,-112.143,-38.198
7.325,-18.82,-33.443,8.496,-89.546,-34.483,-5.65,0.85,-26.546,-7.407,-112.123,-38.202
7.304,-18.828,-33.445,8.49,-89.534,-34.498,-5.654,0.844,-26.546,-7.406,-112.097,-38.199
7.316,-18.827,-33.444,8.484,-89.538,-34.502,-5.669,0.845,-26.546,-7.395,-112.109,-38.189
7.322,-18.825,-33.441,8.488,-89.534,-34.505,-5.664,0.841,-26.546,-7.422,-112.072,-38.199
7.304,-18.823,-33.449,8.488,-89.535,-34.501,-5.675,0.842,-26.544,-7.45,-112.072,-38.198
7.297,-18.833,-33.434,8.497,-89.536,-34.506,-5.676,0.838,-26.544,-7.443,-112.093,-38.193
7.293,-18.825,-33.429,8.494,-89.53,-34.512,-5.675,0.835,-26.543,-7.44,-112.084,-38.206
7.286,-18.834,-33.423,8.487,-89.532,-34.51,-5.698,0.826,-26.539,-7.425,-112.09,-38.211
7.284,-18.829,-33.414,8.472,-89.532,-34.521,-5.727,0.818,-26.537,-7.434,-112.095,-38.209
7.277,-18.835,-33.415,8.48,-89.534,-34.52,-5.721,0.813,-26.537,-7.455,-112.076,-38.219
7.269,-18.845,-33.423,8.473,-89.526,-34.527,-5.717,0.811,-26.533,-7.434,-112.105,-38.214
7.241,-18.841,-33.42,8.494,-89.52,-34.522,-5.713,0.81,-26.53,-7.435,-112.103,-38.207
7.224,-18.843,-33.416,8.484,-89.509,-34.539,-5.734,0.813,-26.525,-7.397,-112.096,-38.203
7.22,-18.849,-33.414,8.485,-89.509,-34.529,-5.727,0.811,-26.524,-7.396,-112.096,-38.195
7.216,-18.841,-33.413,8.473,-89.506,-34.541,-5.719,0.809,-26.523,-7.351,-112.124,-38.18
7.225,-18.827,-33.408,8.489,-89.509,-34.531,-5.72,0.807,-26.521,-7.352,-112.108,-38.21
7.208,-18.821,-33.398,8.492,-89.499,-34.527,-5.723,0.806,-26.519,-7.305,-112.163,-38.192
7.206,-18.829,-33.367,8.487,-89.486,-34.526,-5.719,0.807,-26.516,-7.332,-112.144,-38.197
7.209,-18.832,-33.362,8.481,-89.476,-34.536,-5.716,0.807,-26.515,-7.367,-112.129,-38.213
7.212,-18.824,-33.353,8.473,-89.464,-34.544,-5.709,0.806,-26.514,-7.39,-112.136,-38.201
7.22,-18.831,-33.342,8.458,-89.464,-34.559,-5.719,0.807,-26.513,-7.437,-112.127,-38.203
7.233,-18.839,-33.342,8.445,-89.457,-34.552,-5.713,0.804,-26.514,-7.444,-112.145,-38.193
7.209,-18.839,-33.348,8.456,-89.451,-34.55,-5.716,0.805,-26.511,-7.435,-112.141,-38.207
7.199,-18.843,-33.357,8.456,-89.457,-34.542,-5.712,0.804,-26.512,-7.461,-112.158,-38.19
7.191,-18.846,-33.356,8.447,-89.445,-34.54,-5.697,0.805,-26.513,-7.505,-112.141,-38.192
7.18,-18.842,-33.367,8.445,-89.449,-34.543,-5.695,0.805,-26.513,-7.587,-112.115,-38.208
7.17,-18.84,-33.366,8.441,-89.445,-34.554,-5.681,0.801,-26.511,-7.586,-112.136,-38.204
7.17,-18.842,-33.369,8.446,-89.433,-34.557,-5.655,0.797,-26.512,-7.656,-112.123,-38.2
7.179,-18.844,-33.366,8.458,-89.435,-34.557,-5.624,0.792,-26.518,-7.668,-112.111,-38.209
7.172,-18.843,-33.368,8.445,-89.434,-34.554,-5.623,0.806,-26.517,-7.679,-112.107,-38.215
7.165,-18.849,-33.372,8.445,-89.426,-34.552,-5.605,0.8,-26.521,-7.659,-112.1,-38.203
7.14,-18.858,-33.379,8.451,-89.413,-34.548,-5.617,0.802,-26.519,-7.671,-112.1,-38.185
7.138,-18.874,-33.373,8.422,-89.405,-34.558,-5.608,0.799,-26.521,-7.636,-112.127,-38.163
7.123,-18.883,-33.366,8.44,-89.399,-34.552,-5.62,0.802,-26.522,-7.569,-112.142,-38.164
7.107,-18.885,-33.362,8.453,-89.396,-34.555,-5.627,0.803,-26.521,-7.579,-112.112,-38.175
7.117,-18.886,-33.351,8.453,-89.401,-34.549,-5.617,0.8,-26.522,-7.566,-112.113,-38.172
7.106,-18.888,-33.361,8.441,-89.399,-34.55,-5.612,0.808,-26.524,-7.574,-112.106,-38.175
7.084,-18.887,-33.364,8.429,-89.405,-34.545,-5.608,0.81,-26.525,-7.584,-112.114,-38.176
7.086,-18.881,-33.382,8.422,-89.404,-34.543,-5.612,0.814,-26.525,-7.603,-112.106,-38.176
7.085,-18.884,-33.386,8.419,-89.408,-34.544,-5.628,0.818,-26.527,-7.599,-112.111,-38.168
7.069,-18.873,-33.385,8.417,-89.402,-34.545,-5.632,0.82,-26.526,-7.549,-112.132,-38.154
7.068,-18.878,-33.394,8.424,-89.404,-34.546,-5.632,0.821,-26.525,-7.53,-112.125,-38.17
7.074,-18.873,-33.388,8.412,-89.405,-34.556,-5.625,0.823,-26.525,-7.476,-112.137,-38.161
7.074,-18.875,-33.384,8.43,-89.412,-34.532,-5.635,0.824,-26.524,-7.451,-112.152,-38.163
7.079,-18.873,-33.376,8.428,-89.407,-34.537,-5.629,0.826,-26.525,-7.487,-112.135,-38.149
7.072,-18.871,-33.385,8.418,-89.401,-34.543,-5.638,0.827,-26.523,-7.493,-112.143,-38.135
7.073,-18.879,-33.38,8.394,-89.398,-34.537,-5.645,0.832,-26.522,-7.533,-112.133,-38.136
7.068,-18.873,-33.379,8.383,-89.401,-34.536,-5.649,0.83,-26.52,-7.519,-112.141,-38.148
7.067,-18.868,-33.379,8.371,-89.407,-34.531,-5.658,0.828,-26.52,-7.486,-112.138,-38.143
7.054,-18.859,-33.362,8.359,-89.409,-34.542,-5.648,0.828,-26.516,-7.447,-112.154,-38.136
7.053,-18.843,-33.352,8.35,-89.419,-34.54,-5.647,0.826,-26.513,-7.41,-112.161,-38.141
7.05,-18.835,-33.345,8.334,-89.414,-34.554,-5.645,0.825,-26.509,-7.374,-112.157,-38.145
7.047,-18.831,-33.344,8.334,-89.408,-34.553,-5.65,0.826,-26.508,-7.311,-112.179,-38.151
7.036,-18.826,-33.344,8.291,-89.399,-34.555,-5.646,0.827,-26.508,-7.203,-112.189,-38.133
7.048,-18.822,-33.331,8.262,-89.397,-34.56,-5.643,0.831,-26.504,-7.142,-112.2,-38.147
7.064,-18.823,-33.323,8.254,-89.388,-34.55,-5.637,0.832,-26.503,-7.038,-112.22,-38.153
7.059,-18.815,-33.312,8.257,-89.382,-34.537,-5.638,0.831,-26.501,-7.089,-112.22,-38.155
7.077,-18.815,-33.3,8.275,-89.374,-34.548,-5.636,0.831,-26.499,-7.067,-112.203,-38.149
7.1,-18.804,-33.299,8.281,-89.378,-34.548,-5.646,0.828,-26.498,-7.098,-112.174,-38.164
7.098,-18.792,-33.292,8.282,-89.384,-34.545,-5.643,0.827,-26.496,-7.148,-112.173,-38.161
7.096,-18.797,-33.283,8.282,-89.382,-34.549,-5.648,0.826,-26.494,-7.173,-112.165,-38.153
7.089,-18.799,-33.288,8.287,-89.383,-34.537,-5.654,0.827,-26.493,-7.15,-112.185,-38.151
7.082,-18.805,-33.295,8.306,-89.38,-34.536,-5.654,0.829,-26.494,-7.13,-112.163,-38.174
7.083,-18.808,-33.297,8.299,-89.371,-34.539,-5.651,0.83,-26.492,-7.155,-112.169,-38.168
7.076,-18.81,-33.299,8.295,-89.365,-34.542,-5.651,0.828,-26.494,-7.175,-112.172,-38.173
7.071,-18.813,-33.301,8.305,-89.373,-34.54,-5.639,0.823,-26.494,-7.191,-112.19,-38.169
7.063,-18.82,-33.304,8.308,-89.371,-34.538,-5.638,0.824,-26.492,-7.176,-112.205,-38.168
7.051,-18.824,-33.302,8.317,-89.367,-34.537,-5.634,0.824,-26.493,-7.178,-112.188,-38.174
7.038,-18.843,-33.296,8.319,-89.363,-34.535,-5.623,0.829,-26.493,-7.215,-112.158,-38.191
7.029,-18.861,-33.284,8.322,-89.347,-34.534,-5.601,0.822,-26.492,-7.238,-112.17,-38.181
7.019,-18.871,-33.275,8.322,-89.333,-34.536,-5.595,0.834,-26.491,-7.239,-112.178,-38.171
7.004,-18.871,-33.285,8.327,-89.333,-34.532,-5.609,0.83,-26.49,-7.212,-112.168,-38.175
6.977,-18.866,-33.288,8.327,-89.331,-34.526,-5.6,0.831,-26.489,-7.238,-112.161,-38.181
6.976,-18.872,-33.289,8.317,-89.326,-34.53,-5.601,0.831,-26.487,-7.276,-112.151,-38.18
6.964,-18.89,-33.285,8.325,-89.326,-34.522,-5.611,0.828,-26.484,-7.247,-112.147,-38.176
6.961,-18.905,-33.259,8.316,-89.317,-34.534,-5.61,0.829,-26.48,-7.221,-112.153,-38.172
6.962,-18.9,-33.257,8.316,-89.307,-34.54,-5.62,0.824,-26.478,-7.232,-112.163,-38.164
6.966,-18.884,-33.261,8.312,-89.304,-34.555,-5.621,0.823,-26.472,-7.243,-112.168,-38.174
