p1handX,p1handY,p1handZ,p2handX,p2handY,p2handZ,p1bodyX,p1bodyY,p1bodyZ,p2bodyX,p2bodyY,p2bodyZ
7.503,-19.276,-29.935,7.311,-73.422,-36.484,-8.232,2.579,-35.711,-9.538,-96.609,-46.817
7.45,-19.313,-29.779,7.312,-73.427,-36.482,-8.237,2.578,-35.713,-9.546,-96.61,-46.815
7.484,-19.322,-29.649,7.319,-73.439,-36.483,-8.232,2.581,-35.716,-9.547,-96.614,-46.818
7.55,-19.357,-29.458,7.318,-73.44,-36.486,-8.254,2.583,-35.718,-9.558,-96.62,-46.819
7.489,-19.358,-29.366,7.324,-73.448,-36.485,-8.251,2.585,-35.72,-9.561,-96.623,-46.818
7.531,-19.359,-29.193,7.308,-73.461,-36.479,-8.262,2.582,-35.726,-9.563,-96.624,-46.818
7.524,-19.362,-29.06,7.323,-73.477,-36.455,-8.27,2.57,-35.731,-9.569,-96.623,-46.815
7.492,-19.369,-28.969,7.345,-73.489,-36.441,-8.261,2.567,-35.727,-9.57,-96.621,-46.81
7.455,-19.393,-28.832,7.325,-73.492,-36.442,-8.254,2.565,-35.728,-9.571,-96.622,-46.81
7.492,-19.362,-28.675,7.323,-73.497,-36.439,-8.265,2.57,-35.726,-9.569,-96.62,-46.809
7.449,-19.346,-28.554,7.321,-73.504,-36.444,-8.271,2.575,-35.725,-9.565,-96.625,-46.802
7.491,-19.288,-28.431,7.32,-73.5,-36.432,-8.272,2.572,-35.728,-9.563,-96.619,-46.804
7.441,-19.31,-28.292,7.326,-73.512,-36.427,-8.285,2.568,-35.724,-9.563,-96.619,-46.798
7.496,-19.297,-28.124,7.327,-73.511,-36.43,-8.273,2.562,-35.727,-9.56,-96.617,-46.798
7.502,-19.295,-27.999,7.344,-73.523,-36.432,-8.274,2.556,-35.731,-9.549,-96.618,-46.798
7.49,-19.276,-27.913,7.346,-73.533,-36.421,-8.277,2.553,-35.734,-9.535,-96.614,-46.803
7.552,-19.248,-27.767,7.336,-73.53,-36.407,-8.278,2.552,-35.734,-9.531,-96.618,-46.798
7.521,-19.228,-27.639,7.328,-73.531,-36.396,-8.275,2.549,-35.734,-9.539,-96.608,-46.793
7.511,-19.22,-27.521,7.323,-73.527,-36.389,-8.28,2.547,-35.736,-9.546,-96.611,-46.793
7.469,-19.231,-27.382,7.319,-73.525,-36.371,-8.279,2.549,-35.74,-9.547,-96.612,-46.792
7.488,-19.197,-27.249,7.325,-73.524,-36.35,-8.284,2.55,-35.734,-9.55,-96.611,-46.796
7.43,-19.17,-27.122,7.319,-73.522,-36.349,-8.278,2.551,-35.732,-9.546,-96.614,-46.798
7.418,-19.15,-27.02,7.308,-73.522,-36.352,-8.267,2.546,-35.743,-9.548,-96.617,-46.803
7.453,-19.133,-26.897,7.3,-73.525,-36.358,-8.28,2.545,-35.742,-9.551,-96.622,-46.808
7.453,-19.118,-26.758,7.306,-73.529,-36.349,-8.287,2.541,-35.744,-9.553,-96.623,-46.816
7.419,-19.112,-26.658,7.283,-73.521,-36.345,-8.288,2.535,-35.746,-9.556,-96.62,-46.818
7.377,-19.085,-26.522,7.299,-73.517,-36.322,-8.281,2.533,-35.744,-9.569,-96.617,-46.821
7.355,-19.083,-26.387,7.31,-73.51,-36.323,-8.269,2.537,-35.747,-9.571,-96.62,-46.827
7.375,-19.054,-26.29,7.311,-73.513,-36.319,-8.275,2.541,-35.75,-9.574,-96.626,-46.832
7.404,-19.038,-26.206,7.329,-73.511,-36.316,-8.287,2.545,-35.748,-9.594,-96.631,-46.833
