p1handX,p1handY,p1handZ,p2handX,p2handY,p2handZ,p1bodyX,p1bodyY,p1bodyZ,p2bodyX,p2bodyY,p2bodyZ
7.095,-19.594,-34.493,7.508,-77.014,-35.18,-3.033,3.881,-29.463,-9.422,-100.669,-46.04
7.1,-19.603,-34.489,7.514,-77.037,-35.18,-3.025,3.88,-29.46,-9.427,-100.669,-46.039
7.122,-19.604,-34.464,7.529,-77.033,-35.185,-3.023,3.878,-29.46,-9.427,-100.668,-46.038
7.109,-19.609,-34.474,7.554,-77.021,-35.178,-3.016,3.873,-29.465,-9.428,-100.668,-46.038
7.126,-19.6,-34.482,7.539,-77.009,-35.187,-3.01,3.872,-29.472,-9.427,-100.67,-46.042
7.139,-19.585,-34.473,7.535,-77.008,-35.183,-3.01,3.875,-29.479,-9.429,-100.673,-46.054
7.13,-19.584,-34.482,7.545,-77.009,-35.183,-3.001,3.872,-29.483,-9.434,-100.674,-46.057
7.132,-19.586,-34.476,7.537,-77.01,-35.19,-2.998,3.871,-29.487,-9.432,-100.661,-46.058
7.161,-19.596,-34.476,7.537,-77.014,-35.189,-3.009,3.875,-29.496,-9.431,-100.664,-46.053
7.182,-19.583,-34.473,7.519,-77.016,-35.193,-3.008,3.869,-29.5,-9.431,-100.655,-46.05
7.203,-19.585,-34.475,7.518,-77.019,-35.19,-3.02,3.872,-29.505,-9.427,-100.657,-46.048
7.207,-19.586,-34.478,7.515,-77.019,-35.197,-3.03,3.869,-29.508,-9.435,-100.656,-46.049
7.2,-19.575,-34.494,7.516,-77.024,-35.194,-3.034,3.86,-29.514,-9.441,-100.654,-46.04
7.201,-19.571,-34.494,7.517,-77.022,-35.211,-3.03,3.854,-29.516,-9.441,-100.65,-46.039
7.202,-19.575,-34.49,7.513,-77.02,-35.204,-3.047,3.859,-29.526,-9.448,-100.635,-46.037
7.224,-19.578,-34.483,7.508,-77.011,-35.2,-3.037,3.853,-29.526,-9.45,-100.637,-46.032
7.239,-19.581,-34.48,7.505,-77.009,-35.199,-3.02,3.852,-29.529,-9.451,-100.62,-46.026
7.248,-19.581,-34.485,7.511,-77,-35.2,-3.022,3.848,-29.54,-9.454,-100.62,-46.031
7.242,-19.57,-34.495,7.51,-76.999,-35.188,-3.027,3.859,-29.541,-9.449,-100.623,-46.033
7.261,-19.561,-34.499,7.524,-76.998,-35.178,-3.019,3.863,-29.546,-9.451,-100.631,-46.029
7.271,-19.564,-34.511,7.523,-76.993,-35.174,-3.004,3.859,-29.551,-9.451,-100.628,-46.035
7.275,-19.568,-34.51,7.539,-76.989,-35.198,-3.007,3.864,-29.552,-9.462,-100.624,-46.033
7.273,-19.549,-34.505,7.561,-76.987,-35.197,-2.99,3.863,-29.554,-9.462,-100.613,-46.029
7.276,-19.558,-34.502,7.608,-76.973,-35.204,-2.974,3.853,-29.557,-9.475,-100.61,-46.03
7.285,-19.559,-34.501,7.619,-76.974,-35.188,-2.971,3.849,-29.555,-9.47,-100.607,-46.035
7.309,-19.55,-34.494,7.637,-76.972,-35.189,-2.973,3.851,-29.556,-9.463,-100.608,-46.037
7.309,-19.542,-34.496,7.624,-76.98,-35.187,-2.976,3.86,-29.556,-9.463,-100.607,-46.032
7.318,-19.539,-34.5,7.618,-76.986,-35.185,-2.981,3.864,-29.556,-9.465,-100.608,-46.028
7.345,-19.537,-34.496,7.611,-76.99,-35.186,-2.978,3.861,-29.558,-9.473,-100.6,-46.029
7.353,-19.529,-34.489,7.593,-76.995,-35.19,-2.984,3.864,-29.558,-9.482,-100.594,-46.021
7.362,-19.523,-34.487,7.581,-76.998,-35.198,-2.983,3.864,-29.558,-9.497,-100.575,-46.033
7.343,-19.507,-34.49,7.567,-76.997,-35.203,-2.989,3.868,-29.557,-9.496,-100.583,-46.039
7.336,-19.503,-34.489,7.573,-76.999,-35.208,-3.001,3.869,-29.559,-9.484,-100.584,-46.043
7.325,-19.499,-34.495,7.57,-76.991,-35.208,-3.022,3.87,-29.561,-9.481,-100.578,-46.046
7.318,-19.505,-34.497,7.561,-76.993,-35.208,-3.022,3.863,-29.562,-9.484,-100.586,-46.041
7.314,-19.496,-34.502,7.551,-76.988,-35.219,-3.045,3.868,-29.564,-9.484,-100.585,-46.042
7.31,-19.497,-34.5,7.542,-76.991,-35.221,-3.054,3.864,-29.568,-9.482,-100.583,-46.044
7.294,-19.497,-34.503,7.527,-76.99,-35.227,-3.094,3.864,-29.58,-9.481,-100.581,-46.045
7.291,-19.504,-34.5,7.535,-76.985,-35.241,-3.115,3.859,-29.587,-9.48,-100.578,-46.045
7.294,-19.509,-34.503,7.524,-76.975,-35.236,-3.103,3.85,-29.589,-9.478,-100.584,-46.044
7.303,-19.512,-34.505,7.518,-76.968,-35.233,-3.089,3.852,-29.59,-9.466,-100.586,-46.047
7.305,-19.519,-34.503,7.524,-76.973,-35.23,-3.08,3.851,-29.589,-9.463,-100.586,-46.05
7.316,-19.518,-34.511,7.538,-76.974,-35.224,-3.071,3.851,-29.592,-9.456,-100.586,-46.052
7.319,-19.524,-34.514,7.535,-76.97,-35.233,-3.065,3.849,-29.593,-9.451,-100.585,-46.045
7.309,-19.517,-34.52,7.537,-76.97,-35.228,-3.056,3.845,-29.597,-9.45,-100.586,-46.041
7.3,-19.522,-34.521,7.543,-76.961,-35.216,-3.057,3.85,-29.601,-9.435,-100.584,-46.042
7.294,-19.521,-34.525,7.548,-76.961,-35.214,-3.055,3.851,-29.6,-9.416,-100.583,-46.044
7.277,-19.517,-34.526,7.56,-76.966,-35.213,-3.061,3.852,-29.597,-9.35,-100.586,-46.043
7.274,-19.519,-34.524,7.567,-76.961,-35.219,-3.056,3.851,-29.594,-9.351,-100.602,-46.028
7.28,-19.519,-34.523,7.569,-76.956,-35.204,-3.064,3.852,-29.593,-9.367,-100.597,-46.026
7.278,-19.518,-34.521,7.577,-76.954,-35.2,-3.073,3.85,-29.591,-9.378,-100.596,-46.023
7.274,-19.513,-34.523,7.563,-76.951,-35.197,-3.08,3.849,-29.589,-9.388,-100.594,-46.019
7.27,-19.514,-34.532,7.579,-76.942,-35.197,-3.08,3.847,-29.591,-9.391,-100.59,-46.013
7.256,-19.528,-34.535,7.585,-76.932,-35.198,-3.086,3.853,-29.588,-9.39,-100.587,-46.015
7.265,-19.534,-34.539,7.583,-76.938,-35.196,-3.089,3.858,-29.587,-9.395,-100.584,-46.012
7.259,-19.546,-34.54,7.566,-76.946,-35.192,-3.094,3.86,-29.589,-9.41,-100.58,-46.014
7.266,-19.548,-34.549,7.562,-76.953,-35.192,-3.105,3.875,-29.589,-9.422,-100.581,-46.009
7.27,-19.546,-34.549,7.578,-76.949,-35.191,-3.101,3.874,-29.592,-9.436,-100.569,-46.01
7.258,-19.553,-34.555,7.575,-76.939,-35.194,-3.081,3.869,-29.593,-9.442,-100.567,-46.017
7.242,-19.558,-34.548,7.581,-76.939,-35.182,-3.068,3.862,-29.598,-9.434,-100.573,-46.019
7.232,-19.574,-34.546,7.583,-76.932,-35.189,-3.063,3.862,-29.602,-9.431,-100.57,-46.021
7.223,-19.582,-34.541,7.588,-76.931,-35.177,-3.056,3.86,-29.606,-9.431,-100.571,-46.021
7.229,-19.581,-34.543,7.589,-76.934,-35.178,-3.039,3.855,-29.609,-9.43,-100.577,-46.019
7.23,-19.571,-34.54,7.586,-76.923,-35.159,-3.041,3.859,-29.615,-9.43,-100.576,-46.023
7.229,-19.568,-34.538,7.587,-76.921,-35.17,-3.038,3.863,-29.614,-9.426,-100.579,-46.024
7.236,-19.561,-34.529,7.596,-76.925,-35.176,-3.031,3.851,-29.617,-9.425,-100.583,-46.024
7.232,-19.562,-34.529,7.596,-76.93,-35.185,-3.033,3.855,-29.618,-9.431,-100.578,-46.023
7.231,-19.559,-34.526,7.593,-76.93,-35.2,-3.04,3.863,-29.619,-9.447,-100.575,-46.022
7.221,-19.552,-34.524,7.592,-76.935,-35.21,-3.046,3.858,-29.62,-9.456,-100.57,-46.028
7.209,-19.549,-34.536,7.6,-76.927,-35.212,-3.054,3.857,-29.622,-9.456,-100.574,-46.024
7.208,-19.546,-34.535,7.618,-76.925,-35.224,-3.062,3.857,-29.622,-9.459,-100.574,-46.026
7.217,-19.549,-34.53,7.634,-76.915,-35.236,-3.059,3.856,-29.622,-9.458,-100.572,-46.027
7.213,-19.553,-34.529,7.618,-76.906,-35.238,-3.06,3.854,-29.619,-9.451,-100.574,-46.022
7.208,-19.555,-34.528,7.6,-76.897,-35.262,-3.064,3.853,-29.619,-9.442,-100.573,-46.026
7.197,-19.555,-34.531,7.591,-76.891,-35.273,-3.07,3.855,-29.616,-9.437,-100.576,-46.029
7.169,-19.557,-34.533,7.583,-76.892,-35.273,-3.073,3.862,-29.615,-9.438,-100.576,-46.027
7.158,-19.559,-34.542,7.593,-76.893,-35.287,-3.075,3.864,-29.616,-9.44,-100.574,-46.026
7.147,-19.578,-34.544,7.603,-76.88,-35.317,-3.065,3.866,-29.615,-9.446,-100.576,-46.024
7.126,-19.59,-34.553,7.627,-76.865,-35.334,-3.061,3.867,-29.619,-9.435,-100.578,-46.018
7.124,-19.594,-34.571,7.645,-76.829,-35.363,-3.052,3.869,-29.621,-9.436,-100.576,-46.021
7.119,-19.582,-34.56,7.599,-76.812,-35.416,-3.044,3.873,-29.62,-9.437,-100.568,-46.027
7.102,-19.588,-34.559,7.598,-76.798,-35.441,-3.036,3.873,-29.624,-9.429,-100.575,-46.02
7.08,-19.594,-34.559,7.634,-76.791,-35.463,-3.022,3.874,-29.624,-9.426,-100.572,-46.022
7.072,-19.616,-34.545,7.625,-76.745,-35.526,-3.017,3.875,-29.627,-9.43,-100.569,-46.015
7.067,-19.633,-34.544,7.669,-76.699,-35.605,-3.021,3.874,-29.629,-9.421,-100.571,-46.009
7.018,-19.648,-34.535,7.647,-76.681,-35.675,-3.022,3.868,-29.634,-9.41,-100.575,-46.014
6.975,-19.662,-34.52,7.642,-76.671,-35.706,-3.021,3.866,-29.634,-9.412,-100.577,-46.018
6.955,-19.672,-34.515,7.656,-76.625,-35.773,-3.027,3.87,-29.632,-9.422,-100.576,-46.024
6.95,-19.662,-34.511,7.642,-76.56,-35.816,-3.032,3.872,-29.633,-9.437,-100.578,-46.02
6.946,-19.661,-34.508,7.625,-76.483,-35.913,-3.036,3.874,-29.632,-9.435,-100.573,-46.021
6.955,-19.677,-34.509,7.558,-76.429,-36.048,-3.04,3.875,-29.634,-9.434,-100.571,-46.028
6.96,-19.689,-34.506,7.607,-76.331,-36.15,-3.045,3.871,-29.635,-9.433,-100.576,-46.026
6.955,-19.693,-34.49,7.617,-76.304,-36.246,-3.044,3.873,-29.636,-9.428,-100.578,-46.03
6.965,-19.703,-34.485,7.664,-76.239,-36.291,-3.047,3.876,-29.64,-9.434,-100.58,-46.028
6.968,-19.722,-34.478,7.663,-76.235,-36.386,-3.044,3.873,-29.643,-9.444,-100.58,-46.026
6.948,-19.771,-34.45,7.688,-76.12,-36.507,-3.037,3.873,-29.645,-9.448,-100.578,-46.026
6.96,-19.83,-34.382,7.719,-76.082,-36.627,-3.035,3.878,-29.649,-9.452,-100.584,-46.024
6.925,-19.882,-34.342,7.713,-76.136,-36.697,-3.022,3.883,-29.652,-9.452,-100.598,-46.028
6.974,-19.893,-34.284,7.765,-76.073,-36.828,-3.003,3.884,-29.66,-9.457,-100.617,-46.017
6.939,-19.915,-34.258,7.774,-75.962,-37.004,-3.008,3.892,-29.662,-9.482,-100.604,-46.011
6.922,-19.985,-34.21,7.745,-75.897,-37.126,-3.013,3.903,-29.665,-9.481,-100.615,-46.002
6.914,-19.986,-34.11,7.659,-75.911,-37.261,-3.011,3.916,-29.669,-9.48,-100.626,-46.004
6.911,-20.052,-34.024,7.711,-75.772,-37.389,-3.02,3.915,-29.669,-9.493,-100.619,-45.999
6.912,-20.121,-33.966,7.719,-75.724,-37.517,-3.016,3.918,-29.673,-9.489,-100.624,-45.976
6.944,-20.148,-33.889,7.793,-75.6,-37.649,-3.012,3.918,-29.678,-9.499,-100.623,-45.967
6.902,-20.163,-33.788,7.792,-75.618,-37.802,-3.017,3.936,-29.678,-9.501,-100.631,-45.961
6.902,-20.231,-33.682,7.746,-75.491,-37.988,-3.026,3.932,-29.68,-9.49,-100.623,-45.958
6.9,-20.309,-33.525,7.687,-75.366,-38.254,-3.053,3.949,-29.682,-9.482,-100.625,-45.945
6.96,-20.382,-33.416,7.65,-75.31,-38.435,-3.05,3.944,-29.683,-9.463,-100.635,-45.937
6.917,-20.475,-33.312,7.706,-75.245,-38.593,-3.05,3.941,-29.683,-9.468,-100.636,-45.934
6.897,-20.509,-33.167,7.719,-75.181,-38.747,-3.059,3.941,-29.687,-9.451,-100.629,-45.924
6.852,-20.506,-33.051,7.757,-75.121,-38.914,-3.075,3.938,-29.688,-9.45,-100.642,-45.915
6.856,-20.514,-32.921,7.788,-75.077,-39.081,-3.074,3.934,-29.688,-9.441,-100.646,-45.904
6.835,-20.607,-32.728,7.788,-75.019,-39.299,-3.074,3.93,-29.688,-9.462,-100.649,-45.891
6.837,-20.686,-32.6,7.808,-74.888,-39.454,-3.067,3.925,-29.691,-9.487,-100.64,-45.879
6.853,-20.793,-32.422,7.82,-74.758,-39.688,-3.054,3.917,-29.693,-9.518,-100.64,-45.878
6.813,-20.869,-32.219,7.902,-74.719,-39.838,-3.037,3.913,-29.696,-9.526,-100.646,-45.867
6.826,-20.916,-32.013,7.839,-74.624,-40.076,-3.017,3.906,-29.7,-9.536,-100.653,-45.858
6.778,-21.023,-31.828,7.778,-74.551,-40.303,-3.005,3.908,-29.704,-9.539,-100.659,-45.84
6.746,-21.066,-31.616,7.748,-74.416,-40.552,-2.999,3.904,-29.705,-9.572,-100.647,-45.834
6.733,-21.156,-31.407,7.693,-74.423,-40.727,-2.997,3.911,-29.707,-9.567,-100.657,-45.835
6.769,-21.268,-31.146,7.666,-74.369,-40.943,-2.993,3.906,-29.713,-9.556,-100.67,-45.838
6.644,-21.366,-30.877,7.694,-74.256,-41.166,-2.999,3.909,-29.713,-9.544,-100.674,-45.838
6.666,-21.432,-30.615,7.73,-74.108,-41.41,-3.005,3.905,-29.715,-9.544,-100.685,-45.833
6.629,-21.577,-30.337,7.709,-74.052,-41.701,-3.019,3.909,-29.714,-9.536,-100.685,-45.834
6.592,-21.648,-30.12,7.619,-73.931,-41.909,-3.03,3.91,-29.713,-9.53,-100.686,-45.831
6.57,-21.716,-29.857,7.579,-73.892,-42.181,-3.035,3.912,-29.707,-9.527,-100.686,-45.833
6.625,-21.786,-29.551,7.689,-73.808,-42.417,-3.044,3.912,-29.705,-9.526,-100.681,-45.836
6.621,-21.844,-29.253,7.643,-73.741,-42.665,-3.056,3.913,-29.701,-9.515,-100.695,-45.825
6.618,-21.962,-28.973,7.527,-73.59,-43.012,-3.044,3.907,-29.701,-9.52,-100.693,-45.818
6.481,-22.026,-28.72,7.503,-73.642,-43.216,-3.038,3.91,-29.701,-9.536,-100.701,-45.803
6.462,-22.083,-28.42,7.487,-73.563,-43.476,-3.038,3.91,-29.702,-9.556,-100.699,-45.793
6.419,-22.155,-28.096,7.464,-73.501,-43.729,-3.032,3.908,-29.7,-9.545,-100.697,-45.787
6.436,-22.243,-27.775,7.492,-73.355,-43.985,-3.022,3.906,-29.699,-9.525,-100.687,-45.784
6.383,-22.354,-27.43,7.582,-73.297,-44.209,-3.002,3.9,-29.697,-9.499,-100.68,-45.769
6.369,-22.477,-27.082,7.477,-73.252,-44.484,-2.977,3.89,-29.695,-9.467,-100.682,-45.751
6.334,-22.491,-26.801,7.388,-73.167,-44.777,-2.97,3.894,-29.698,-9.467,-100.687,-45.738
6.257,-22.557,-26.515,7.47,-73.134,-45.04,-2.968,3.902,-29.698,-9.467,-100.685,-45.727
6.228,-22.635,-26.193,7.476,-73.062,-45.277,-2.972,3.909,-29.696,-9.474,-100.693,-45.715
6.188,-22.686,-25.869,7.446,-73.017,-45.525,-2.958,3.915,-29.694,-9.474,-100.676,-45.702
6.164,-22.742,-25.51,7.449,-72.981,-45.783,-2.96,3.921,-29.694,-9.467,-100.661,-45.7
6.144,-22.784,-25.188,7.438,-72.894,-46.139,-2.949,3.915,-29.692,-9.478,-100.677,-45.696
6.095,-22.842,-24.867,7.406,-72.852,-46.4,-2.952,3.914,-29.686,-9.495,-100.686,-45.696
6.073,-22.915,-24.543,7.378,-72.804,-46.659,-2.957,3.914,-29.683,-9.479,-100.685,-45.682
6.014,-22.942,-24.287,7.408,-72.765,-46.913,-2.97,3.918,-29.678,-9.471,-100.688,-45.674
5.959,-22.992,-23.974,7.35,-72.704,-47.173,-2.979,3.922,-29.676,-9.483,-100.678,-45.66
5.889,-23.042,-23.678,7.314,-72.643,-47.412,-2.985,3.919,-29.674,-9.486,-100.684,-45.646
5.866,-23.068,-23.348,7.355,-72.637,-47.663,-2.983,3.92,-29.67,-9.503,-100.691,-45.641
5.834,-23.149,-23.023,7.33,-72.594,-47.924,-2.982,3.922,-29.669,-9.538,-100.705,-45.635
5.776,-23.143,-22.724,7.332,-72.552,-48.205,-3.001,3.935,-29.663,-9.534,-100.708,-45.638
5.741,-23.195,-22.401,7.252,-72.555,-48.45,-3.001,3.94,-29.659,-9.534,-100.705,-45.637
5.72,-23.246,-22.093,7.215,-72.548,-48.709,-2.985,3.938,-29.656,-9.524,-100.707,-45.642
5.728,-23.259,-21.744,7.23,-72.501,-48.947,-2.978,3.932,-29.657,-9.517,-100.704,-45.641
5.665,-23.298,-21.436,7.195,-72.485,-49.237,-2.96,3.934,-29.657,-9.522,-100.72,-45.642
5.645,-23.309,-21.167,7.215,-72.481,-49.503,-2.949,3.935,-29.659,-9.517,-100.727,-45.632
5.594,-23.322,-20.868,7.186,-72.498,-49.758,-2.941,3.934,-29.66,-9.535,-100.724,-45.623
5.574,-23.346,-20.549,7.177,-72.479,-49.978,-2.946,3.934,-29.658,-9.537,-100.735,-45.615
5.52,-23.393,-20.249,7.195,-72.478,-50.223,-2.954,3.936,-29.658,-9.528,-100.724,-45.616
5.555,-23.405,-19.93,7.195,-72.445,-50.495,-2.965,3.94,-29.658,-9.514,-100.722,-45.611
5.502,-23.402,-19.619,7.24,-72.44,-50.732,-2.973,3.935,-29.656,-9.506,-100.719,-45.615
5.49,-23.43,-19.302,7.217,-72.432,-50.961,-2.985,3.943,-29.653,-9.504,-100.72,-45.607
5.466,-23.452,-19.03,7.18,-72.436,-51.189,-2.997,3.949,-29.653,-9.511,-100.723,-45.604
5.49,-23.456,-18.732,7.197,-72.47,-51.428,-2.996,3.945,-29.656,-9.515,-100.733,-45.587
5.467,-23.451,-18.415,7.195,-72.444,-51.668,-2.994,3.944,-29.658,-9.507,-100.724,-45.57
5.455,-23.458,-18.08,7.204,-72.445,-51.909,-2.991,3.948,-29.662,-9.485,-100.724,-45.565
5.443,-23.457,-17.783,7.205,-72.445,-52.121,-2.977,3.946,-29.663,-9.455,-100.723,-45.55
5.444,-23.47,-17.498,7.197,-72.465,-52.348,-2.972,3.945,-29.667,-9.428,-100.714,-45.537
5.443,-23.456,-17.232,7.205,-72.485,-52.585,-2.965,3.947,-29.669,-9.42,-100.729,-45.53
5.432,-23.454,-16.928,7.201,-72.499,-52.82,-2.953,3.949,-29.672,-9.441,-100.744,-45.524
5.443,-23.451,-16.666,7.18,-72.532,-53.026,-2.936,3.945,-29.678,-9.438,-100.749,-45.513
5.425,-23.45,-16.395,7.161,-72.558,-53.244,-2.932,3.937,-29.681,-9.441,-100.731,-45.499
5.398,-23.44,-16.14,7.195,-72.58,-53.483,-2.929,3.938,-29.681,-9.453,-100.724,-45.495
5.415,-23.421,-15.882,7.194,-72.598,-53.711,-2.932,3.94,-29.679,-9.458,-100.719,-45.499
5.475,-23.403,-15.547,7.218,-72.632,-53.902,-2.934,3.936,-29.681,-9.472,-100.719,-45.491
5.46,-23.382,-15.284,7.217,-72.644,-54.142,-2.934,3.937,-29.679,-9.486,-100.723,-45.482
5.486,-23.36,-15.023,7.228,-72.704,-54.335,-2.942,3.938,-29.677,-9.511,-100.712,-45.475
5.457,-23.427,-14.683,7.264,-72.725,-54.567,-2.947,3.938,-29.677,-9.524,-100.715,-45.47
5.48,-23.433,-14.413,7.233,-72.752,-54.752,-2.947,3.934,-29.678,-9.521,-100.722,-45.478
5.519,-23.4,-14.188,7.25,-72.8,-54.955,-2.962,3.94,-29.679,-9.527,-100.735,-45.475
5.559,-23.357,-13.963,7.245,-72.843,-55.14,-2.971,3.941,-29.677,-9.533,-100.724,-45.479
5.562,-23.327,-13.75,7.251,-72.875,-55.372,-2.965,3.942,-29.676,-9.532,-100.725,-45.474
5.604,-23.284,-13.531,7.239,-72.913,-55.558,-2.969,3.943,-29.677,-9.523,-100.724,-45.476
5.595,-23.254,-13.318,7.26,-72.948,-55.747,-2.975,3.942,-29.682,-9.52,-100.725,-45.479
5.667,-23.214,-13.138,7.257,-72.987,-55.914,-2.975,3.949,-29.687,-9.516,-100.726,-45.484
5.72,-23.161,-12.943,7.276,-73.047,-56.109,-2.966,3.957,-29.692,-9.522,-100.73,-45.484
5.781,-23.118,-12.758,7.286,-73.078,-56.31,-2.965,3.956,-29.697,-9.522,-100.733,-45.483
5.822,-23.074,-12.557,7.286,-73.118,-56.49,-2.964,3.951,-29.706,-9.517,-100.733,-45.486
