p1handX,p1handY,p1handZ,p2handX,p2handY,p2handZ,p1bodyX,p1bodyY,p1bodyZ,p2bodyX,p2bodyY,p2bodyZ
8.115,-25.357,-34.028,7.916,-81.219,-35.57,-7.221,2.811,-35.324,-3.523,-98.697,-33.887
8.085,-25.363,-34.054,7.923,-81.223,-35.576,-7.232,2.815,-35.315,-3.533,-98.697,-33.892
8.091,-25.366,-34.066,7.927,-81.231,-35.567,-7.248,2.816,-35.31,-3.526,-98.707,-33.88
8.097,-25.38,-34.075,7.932,-81.231,-35.576,-7.281,2.831,-35.295,-3.548,-98.703,-33.883
8.135,-25.374,-34.065,7.936,-81.229,-35.565,-7.294,2.841,-35.29,-3.536,-98.714,-33.868
8.172,-25.379,-34.046,7.942,-81.226,-35.564,-7.288,2.839,-35.287,-3.477,-98.714,-33.865
8.186,-25.365,-34.05,7.957,-81.22,-35.561,-7.28,2.829,-35.284,-3.428,-98.719,-33.862
8.18,-25.37,-34.07,7.963,-81.217,-35.554,-7.268,2.829,-35.283,-3.464,-98.692,-33.859
8.193,-25.36,-34.075,7.981,-81.226,-35.55,-7.256,2.831,-35.289,-3.476,-98.691,-33.865
8.219,-25.372,-34.085,7.98,-81.238,-35.547,-7.246,2.835,-35.292,-3.472,-98.691,-33.861
8.215,-25.384,-34.099,7.993,-81.234,-35.527,-7.241,2.83,-35.294,-3.48,-98.676,-33.862
8.211,-25.382,-34.122,7.988,-81.23,-35.529,-7.233,2.828,-35.297,-3.467,-98.678,-33.869
8.222,-25.386,-34.138,7.992,-81.231,-35.529,-7.218,2.828,-35.305,-3.496,-98.679,-33.866
8.231,-25.384,-34.142,7.992,-81.227,-35.525,-7.205,2.827,-35.304,-3.487,-98.683,-33.858
8.252,-25.379,-34.173,7.983,-81.229,-35.527,-7.208,2.834,-35.309,-3.512,-98.66,-33.87
8.233,-25.371,-34.195,7.977,-81.229,-35.538,-7.195,2.837,-35.31,-3.497,-98.674,-33.865
8.227,-25.368,-34.198,7.977,-81.237,-35.527,-7.173,2.834,-35.308,-3.503,-98.687,-33.85
8.231,-25.36,-34.215,7.987,-81.24,-35.523,-7.17,2.847,-35.299,-3.491,-98.688,-33.848
8.225,-25.357,-34.225,7.985,-81.236,-35.534,-7.182,2.852,-35.299,-3.494,-98.683,-33.85
8.24,-25.337,-34.214,7.989,-81.236,-35.537,-7.182,2.859,-35.298,-3.472,-98.684,-33.851
8.233,-25.317,-34.239,7.984,-81.24,-35.536,-7.18,2.86,-35.301,-3.473,-98.684,-33.861
8.206,-25.314,-34.246,7.973,-81.244,-35.535,-7.179,2.866,-35.297,-3.447,-98.693,-33.859
8.189,-25.32,-34.265,7.98,-81.237,-35.529,-7.179,2.869,-35.287,-3.42,-98.707,-33.854
8.2,-25.298,-34.26,7.963,-81.231,-35.533,-7.19,2.875,-35.282,-3.388,-98.712,-33.858
8.195,-25.279,-34.266,7.962,-81.235,-35.533,-7.206,2.879,-35.283,-3.407,-98.717,-33.854
8.184,-25.281,-34.268,7.967,-81.24,-35.526,-7.204,2.879,-35.286,-3.401,-98.722,-33.861
8.181,-25.291,-34.284,7.971,-81.242,-35.525,-7.209,2.874,-35.29,-3.424,-98.699,-33.878
8.14,-25.282,-34.299,7.978,-81.248,-35.521,-7.214,2.876,-35.281,-3.449,-98.69,-33.874
8.143,-25.287,-34.304,7.984,-81.247,-35.519,-7.213,2.878,-35.284,-3.475,-98.678,-33.876
8.162,-25.274,-34.307,7.982,-81.247,-35.511,-7.218,2.883,-35.283,-3.509,-98.679,-33.867
8.175,-25.28,-34.32,7.994,-81.254,-35.498,-7.23,2.885,-35.283,-3.5,-98.693,-33.861
8.163,-25.272,-34.316,7.996,-81.258,-35.5,-7.243,2.875,-35.288,-3.476,-98.69,-33.865
8.164,-25.264,-34.324,8.025,-81.253,-35.488,-7.245,2.865,-35.29,-3.488,-98.69,-33.844
8.147,-25.245,-34.341,8.023,-81.243,-35.484,-7.253,2.863,-35.29,-3.505,-98.689,-33.843
8.149,-25.239,-34.371,8.031,-81.234,-35.487,-7.277,2.873,-35.275,-3.523,-98.688,-33.846
8.154,-25.243,-34.379,8.024,-81.236,-35.485,-7.283,2.879,-35.282,-3.523,-98.687,-33.85
8.16,-25.248,-34.401,8.011,-81.24,-35.483,-7.295,2.884,-35.282,-3.548,-98.687,-33.849
