p1handX,p1handY,p1handZ,p2handX,p2handY,p2handZ,p1bodyX,p1bodyY,p1bodyZ,p2bodyX,p2bodyY,p2bodyZ
6.764,-11.341,-34.495,6.873,-73.729,-35.413,-8.956,2.914,-28.42,-6.267,-95.68,-53.107
6.768,-11.321,-34.491,6.886,-73.718,-35.415,-8.951,2.911,-28.421,-6.267,-95.683,-53.109
6.767,-11.313,-34.485,6.886,-73.7,-35.426,-8.948,2.906,-28.424,-6.262,-95.683,-53.108
6.775,-11.297,-34.471,6.879,-73.694,-35.422,-8.932,2.9,-28.428,-6.254,-95.691,-53.108
6.774,-11.263,-34.463,6.857,-73.691,-35.419,-8.936,2.901,-28.423,-6.253,-95.694,-53.111
6.801,-11.266,-34.459,6.789,-73.692,-35.402,-8.936,2.902,-28.417,-6.243,-95.7,-53.108
6.794,-11.266,-34.458,6.777,-73.692,-35.392,-8.932,2.901,-28.409,-6.237,-95.703,-53.103
6.794,-11.266,-34.463,6.781,-73.704,-35.395,-8.939,2.908,-28.406,-6.24,-95.705,-53.106
6.797,-11.253,-34.45,6.777,-73.711,-35.39,-8.945,2.913,-28.407,-6.233,-95.71,-53.103
6.796,-11.249,-34.453,6.798,-73.719,-35.386,-8.952,2.917,-28.404,-6.231,-95.71,-53.101
6.792,-11.251,-34.45,6.805,-73.725,-35.376,-8.953,2.918,-28.404,-6.226,-95.721,-53.099
6.791,-11.257,-34.457,6.819,-73.731,-35.37,-8.962,2.92,-28.404,-6.22,-95.719,-53.095
6.79,-11.257,-34.459,6.838,-73.744,-35.352,-8.968,2.924,-28.404,-6.22,-95.717,-53.095
6.791,-11.256,-34.463,6.841,-73.756,-35.362,-8.993,2.943,-28.397,-6.215,-95.714,-53.094
6.789,-11.254,-34.47,6.843,-73.745,-35.358,-9.009,2.944,-28.388,-6.216,-95.72,-53.095
6.787,-11.255,-34.472,6.848,-73.735,-35.361,-9.009,2.94,-28.383,-6.215,-95.724,-53.093
6.789,-11.254,-34.48,6.852,-73.718,-35.365,-9.013,2.933,-28.381,-6.214,-95.725,-53.093
6.788,-11.254,-34.487,6.853,-73.719,-35.361,-9.004,2.934,-28.382,-6.216,-95.725,-53.094
6.782,-11.252,-34.492,6.85,-73.718,-35.369,-9.007,2.935,-28.384,-6.217,-95.728,-53.095
6.785,-11.248,-34.498,6.84,-73.722,-35.369,-8.998,2.936,-28.389,-6.218,-95.728,-53.096
6.79,-11.246,-34.507,6.83,-73.724,-35.374,-8.984,2.933,-28.394,-6.219,-95.732,-53.097
6.782,-11.249,-34.504,6.82,-73.718,-35.368,-8.974,2.934,-28.398,-6.221,-95.735,-53.097
6.768,-11.256,-34.51,6.814,-73.717,-35.361,-8.967,2.935,-28.403,-6.222,-95.736,-53.1
6.775,-11.255,-34.512,6.798,-73.689,-35.345,-8.961,2.937,-28.405,-6.225,-95.736,-53.101
6.797,-11.25,-34.516,6.775,-73.704,-35.335,-8.962,2.945,-28.404,-6.226,-95.738,-53.105
6.78,-11.253,-34.531,6.778,-73.717,-35.332,-8.962,2.95,-28.404,-6.229,-95.737,-53.107
6.773,-11.26,-34.541,6.8,-73.716,-35.333,-8.962,2.953,-28.407,-6.233,-95.736,-53.113
6.776,-11.261,-34.537,6.797,-73.71,-35.336,-8.96,2.953,-28.409,-6.235,-95.741,-53.117
6.774,-11.264,-34.531,6.791,-73.706,-35.336,-8.951,2.948,-28.41,-6.242,-95.747,-53.123
6.774,-11.266,-34.53,6.796,-73.71,-35.348,-8.938,2.947,-28.417,-6.244,-95.748,-53.125
6.774,-11.267,-34.532,6.8,-73.716,-35.342,-8.921,2.937,-28.424,-6.243,-95.753,-53.128
6.78,-11.261,-34.54,6.804,-73.716,-35.344,-8.931,2.944,-28.422,-6.249,-95.75,-53.131
6.784,-11.258,-34.542,6.8,-73.717,-35.341,-8.937,2.945,-28.418,-6.254,-95.75,-53.138
6.785,-11.251,-34.545,6.797,-73.72,-35.339,-8.943,2.943,-28.415,-6.253,-95.747,-53.141
6.782,-11.247,-34.555,6.794,-73.727,-35.339,-8.932,2.944,-28.416,-6.252,-95.741,-53.149
6.778,-11.221,-34.56,6.784,-73.719,-35.336,-8.931,2.942,-28.414,-6.25,-95.749,-53.152
6.785,-11.21,-34.568,6.786,-73.72,-35.328,-8.928,2.939,-28.41,-6.25,-95.751,-53.155
6.788,-11.202,-34.569,6.78,-73.726,-35.345,-8.935,2.94,-28.408,-6.246,-95.752,-53.158
6.783,-11.202,-34.566,6.778,-73.722,-35.339,-8.934,2.944,-28.408,-6.25,-95.755,-53.16
6.798,-11.192,-34.561,6.783,-73.725,-35.343,-8.919,2.942,-28.413,-6.256,-95.757,-53.163
6.794,-11.185,-34.556,6.786,-73.716,-35.336,-8.918,2.939,-28.415,-6.258,-95.75,-53.165
6.809,-11.176,-34.548,6.781,-73.702,-35.337,-8.919,2.938,-28.415,-6.255,-95.747,-53.165
6.811,-11.157,-34.55,6.776,-73.702,-35.332,-8.922,2.943,-28.413,-6.253,-95.742,-53.165
6.82,-11.148,-34.535,6.779,-73.702,-35.333,-8.922,2.944,-28.414,-6.251,-95.74,-53.164
6.817,-11.152,-34.535,6.78,-73.703,-35.334,-8.932,2.947,-28.413,-6.25,-95.74,-53.164
6.82,-11.149,-34.535,6.785,-73.696,-35.332,-8.926,2.945,-28.417,-6.25,-95.741,-53.163
6.819,-11.136,-34.535,6.792,-73.69,-35.345,-8.925,2.947,-28.421,-6.248,-95.736,-53.163
6.836,-11.131,-34.538,6.785,-73.686,-35.339,-8.923,2.954,-28.421,-6.244,-95.736,-53.164
6.822,-11.131,-34.537,6.784,-73.694,-35.335,-8.933,2.959,-28.423,-6.244,-95.731,-53.164
6.822,-11.115,-34.536,6.782,-73.703,-35.329,-8.937,2.965,-28.423,-6.239,-95.727,-53.165
6.827,-11.119,-34.534,6.791,-73.704,-35.322,-8.93,2.972,-28.427,-6.235,-95.727,-53.164
6.818,-11.123,-34.537,6.782,-73.697,-35.322,-8.923,2.97,-28.437,-6.234,-95.722,-53.163
6.812,-11.121,-34.54,6.782,-73.683,-35.327,-8.919,2.966,-28.445,-6.232,-95.722,-53.162
6.805,-11.118,-34.539,6.789,-73.674,-35.334,-8.931,2.967,-28.446,-6.231,-95.723,-53.161
6.805,-11.117,-34.539,6.789,-73.679,-35.339,-8.938,2.973,-28.443,-6.231,-95.725,-53.16
6.797,-11.115,-34.542,6.794,-73.678,-35.337,-8.937,2.978,-28.438,-6.232,-95.725,-53.158
6.794,-11.111,-34.548,6.814,-73.679,-35.336,-8.936,2.978,-28.44,-6.235,-95.725,-53.158
6.785,-11.116,-34.547,6.831,-73.68,-35.338,-8.946,2.987,-28.438,-6.238,-95.725,-53.159
6.776,-11.124,-34.552,6.84,-73.685,-35.35,-8.952,2.993,-28.436,-6.239,-95.726,-53.159
6.782,-11.129,-34.552,6.829,-73.677,-35.347,-8.977,3.005,-28.432,-6.241,-95.728,-53.16
6.774,-11.122,-34.553,6.84,-73.661,-35.337,-8.982,3.011,-28.424,-6.241,-95.727,-53.161
6.77,-11.112,-34.552,6.829,-73.658,-35.334,-8.981,3.017,-28.425,-6.243,-95.725,-53.162
6.77,-11.111,-34.549,6.829,-73.658,-35.332,-8.991,3.021,-28.432,-6.246,-95.728,-53.162
6.773,-11.114,-34.542,6.816,-73.669,-35.337,-9.001,3.022,-28.431,-6.252,-95.726,-53.163
6.777,-11.111,-34.539,6.817,-73.668,-35.33,-9.012,3.026,-28.43,-6.258,-95.727,-53.165
6.777,-11.108,-34.533,6.816,-73.658,-35.332,-9.014,3.028,-28.435,-6.264,-95.729,-53.167
6.778,-11.109,-34.53,6.828,-73.659,-35.328,-9.024,3.019,-28.432,-6.267,-95.723,-53.169
6.777,-11.118,-34.522,6.821,-73.663,-35.331,-9.08,3.034,-28.422,-6.264,-95.717,-53.17
6.771,-11.119,-34.515,6.829,-73.665,-35.324,-9.066,3.033,-28.422,-6.263,-95.716,-53.171
6.773,-11.124,-34.501,6.833,-73.663,-35.324,-9.054,3.034,-28.424,-6.263,-95.714,-53.174
6.77,-11.127,-34.491,6.848,-73.659,-35.322,-9.036,3.034,-28.428,-6.265,-95.713,-53.178
6.783,-11.128,-34.485,6.842,-73.65,-35.316,-9.027,3.029,-28.433,-6.265,-95.712,-53.177
6.788,-11.134,-34.481,6.844,-73.647,-35.315,-9.017,3.029,-28.438,-6.263,-95.707,-53.176
6.793,-11.147,-34.475,6.842,-73.658,-35.315,-9.016,3.028,-28.443,-6.263,-95.707,-53.178
6.791,-11.159,-34.467,6.833,-73.668,-35.321,-9.008,3.033,-28.45,-6.262,-95.702,-53.179
6.783,-11.167,-34.452,6.827,-73.671,-35.318,-9.002,3.04,-28.458,-6.261,-95.699,-53.18
6.808,-11.184,-34.434,6.83,-73.672,-35.314,-9.005,3.039,-28.456,-6.26,-95.689,-53.183
6.834,-11.213,-34.406,6.839,-73.663,-35.316,-8.989,3.032,-28.461,-6.253,-95.687,-53.186
6.84,-11.269,-34.358,6.847,-73.657,-35.324,-8.964,3.026,-28.473,-6.254,-95.69,-53.19
6.878,-11.302,-34.307,6.845,-73.653,-35.324,-8.942,3.025,-28.479,-6.251,-95.687,-53.191
6.918,-11.296,-34.254,6.831,-73.653,-35.32,-8.939,3.036,-28.487,-6.251,-95.687,-53.195
6.937,-11.315,-34.218,6.83,-73.657,-35.313,-8.944,3.036,-28.483,-6.247,-95.686,-53.196
6.936,-11.381,-34.167,6.824,-73.651,-35.309,-8.953,3.038,-28.483,-6.245,-95.686,-53.197
6.975,-11.43,-34.085,6.826,-73.655,-35.315,-8.951,3.04,-28.481,-6.243,-95.689,-53.197
6.976,-11.489,-34.02,6.828,-73.653,-35.317,-8.952,3.036,-28.48,-6.244,-95.684,-53.198
7.029,-11.548,-33.975,6.825,-73.653,-35.317,-8.951,3.038,-28.48,-6.245,-95.685,-53.198
7.006,-11.638,-33.909,6.829,-73.656,-35.312,-8.95,3.04,-28.477,-6.248,-95.681,-53.2
7.025,-11.671,-33.825,6.842,-73.661,-35.299,-8.95,3.041,-28.476,-6.254,-95.677,-53.205
7.077,-11.796,-33.759,6.845,-73.665,-35.295,-8.956,3.042,-28.478,-6.253,-95.677,-53.207
7.073,-11.913,-33.674,6.853,-73.663,-35.295,-8.949,3.037,-28.479,-6.256,-95.676,-53.207
7.095,-11.967,-33.571,6.855,-73.666,-35.291,-8.945,3.038,-28.48,-6.258,-95.676,-53.208
7.151,-12.057,-33.495,6.871,-73.672,-35.29,-8.936,3.038,-28.485,-6.261,-95.676,-53.208
7.165,-12.127,-33.388,6.866,-73.676,-35.295,-8.945,3.042,-28.485,-6.266,-95.674,-53.207
7.194,-12.269,-33.283,6.86,-73.678,-35.298,-8.94,3.049,-28.483,-6.264,-95.672,-53.207
7.248,-12.383,-33.173,6.851,-73.68,-35.294,-8.937,3.052,-28.485,-6.264,-95.672,-53.209
7.283,-12.44,-33.048,6.853,-73.683,-35.3,-8.94,3.053,-28.482,-6.269,-95.671,-53.209
7.269,-12.601,-32.921,6.859,-73.691,-35.299,-8.939,3.054,-28.486,-6.267,-95.671,-53.209
7.274,-12.719,-32.798,6.848,-73.686,-35.294,-8.938,3.055,-28.488,-6.267,-95.671,-53.207
7.257,-12.839,-32.688,6.839,-73.683,-35.303,-8.943,3.062,-28.491,-6.267,-95.671,-53.206
7.295,-12.932,-32.548,6.822,-73.682,-35.301,-8.941,3.079,-28.494,-6.266,-95.671,-53.204
7.313,-13.058,-32.375,6.796,-73.7,-35.289,-8.94,3.088,-28.503,-6.266,-95.671,-53.204
7.325,-13.198,-32.223,6.759,-73.706,-35.293,-8.934,3.09,-28.513,-6.263,-95.672,-53.202
7.274,-13.328,-32.124,6.767,-73.698,-35.295,-8.931,3.097,-28.527,-6.259,-95.671,-53.2
7.323,-13.488,-31.968,6.766,-73.696,-35.292,-8.931,3.105,-28.525,-6.255,-95.672,-53.198
7.317,-13.607,-31.818,6.774,-73.693,-35.284,-8.945,3.106,-28.52,-6.253,-95.674,-53.195
7.364,-13.733,-31.639,6.79,-73.693,-35.272,-8.962,3.106,-28.519,-6.252,-95.672,-53.192
7.393,-13.849,-31.485,6.8,-73.701,-35.272,-8.97,3.12,-28.527,-6.25,-95.672,-53.189
7.379,-13.931,-31.341,6.807,-73.709,-35.272,-8.963,3.12,-28.529,-6.244,-95.671,-53.189
7.377,-14.083,-31.181,6.807,-73.701,-35.274,-8.965,3.121,-28.527,-6.244,-95.67,-53.188
7.377,-14.278,-30.985,6.805,-73.694,-35.275,-8.987,3.12,-28.519,-6.241,-95.671,-53.185
7.374,-14.39,-30.858,6.8,-73.683,-35.277,-8.98,3.122,-28.518,-6.239,-95.671,-53.185
7.299,-14.499,-30.7,6.803,-73.689,-35.275,-8.995,3.126,-28.515,-6.242,-95.675,-53.185
7.324,-14.595,-30.521,6.804,-73.697,-35.268,-8.994,3.128,-28.514,-6.244,-95.675,-53.185
7.34,-14.691,-30.377,6.819,-73.706,-35.257,-9.015,3.13,-28.519,-6.243,-95.675,-53.184
7.32,-14.855,-30.165,6.821,-73.706,-35.259,-9.024,3.135,-28.525,-6.243,-95.675,-53.184
7.324,-14.95,-30,6.822,-73.7,-35.257,-9.05,3.139,-28.524,-6.242,-95.677,-53.184
