p1handX,p1handY,p1handZ,p2handX,p2handY,p2handZ,p1bodyX,p1bodyY,p1bodyZ,p2bodyX,p2bodyY,p2bodyZ
7.537,-15.895,-25.315,7.473,-82.838,-36.301,-7.431,6.121,-25.987,-9.55,-104.578,-48.16
7.532,-15.873,-25.403,7.462,-82.842,-36.324,-7.449,6.12,-25.977,-9.545,-104.584,-48.153
7.531,-15.825,-25.493,7.465,-82.842,-36.359,-7.438,6.124,-25.979,-9.54,-104.579,-48.156
7.53,-15.837,-25.571,7.456,-82.807,-36.38,-7.449,6.128,-25.975,-9.537,-104.575,-48.153
7.51,-15.852,-25.656,7.461,-82.794,-36.397,-7.456,6.133,-25.968,-9.528,-104.57,-48.153
7.504,-15.789,-25.756,7.465,-82.762,-36.42,-7.453,6.129,-25.967,-9.524,-104.571,-48.149
7.561,-15.721,-25.863,7.482,-82.751,-36.429,-7.454,6.137,-25.948,-9.522,-104.567,-48.15
7.524,-15.706,-25.981,7.471,-82.749,-36.433,-7.456,6.13,-25.94,-9.533,-104.562,-48.15
7.566,-15.673,-26.065,7.449,-82.718,-36.447,-7.443,6.139,-25.934,-9.539,-104.559,-48.148
7.548,-15.674,-26.159,7.469,-82.715,-36.478,-7.467,6.149,-25.925,-9.538,-104.559,-48.147
7.559,-15.603,-26.301,7.449,-82.746,-36.491,-7.47,6.152,-25.922,-9.538,-104.552,-48.152
7.522,-15.576,-26.412,7.444,-82.747,-36.486,-7.467,6.155,-25.923,-9.527,-104.547,-48.144
7.525,-15.555,-26.524,7.438,-82.735,-36.489,-7.476,6.159,-25.922,-9.521,-104.548,-48.152
7.518,-15.512,-26.632,7.41,-82.735,-36.506,-7.469,6.155,-25.923,-9.525,-104.549,-48.156
7.56,-15.448,-26.746,7.37,-82.697,-36.52,-7.467,6.155,-25.92,-9.532,-104.557,-48.161
7.537,-15.431,-26.882,7.349,-82.672,-36.514,-7.466,6.152,-25.917,-9.532,-104.564,-48.165
7.469,-15.441,-27.012,7.371,-82.648,-36.51,-7.46,6.153,-25.915,-9.531,-104.571,-48.169
7.407,-15.382,-27.158,7.371,-82.655,-36.525,-7.456,6.15,-25.912,-9.532,-104.578,-48.172
7.483,-15.327,-27.283,7.367,-82.671,-36.547,-7.454,6.148,-25.912,-9.533,-104.586,-48.181
7.475,-15.279,-27.411,7.368,-82.67,-36.543,-7.442,6.148,-25.918,-9.537,-104.612,-48.192
7.47,-15.256,-27.551,7.36,-82.647,-36.564,-7.438,6.147,-25.918,-9.537,-104.612,-48.195
7.479,-15.164,-27.697,7.351,-82.653,-36.568,-7.419,6.141,-25.921,-9.561,-104.612,-48.2
7.483,-15.106,-27.837,7.326,-82.631,-36.576,-7.413,6.137,-25.928,-9.581,-104.612,-48.196
7.432,-15.057,-27.971,7.326,-82.616,-36.597,-7.41,6.131,-25.928,-9.591,-104.609,-48.193
7.462,-15.004,-28.105,7.336,-82.605,-36.61,-7.4,6.125,-25.929,-9.592,-104.607,-48.202
7.476,-14.986,-28.268,7.326,-82.617,-36.629,-7.383,6.12,-25.933,-9.584,-104.611,-48.205
7.421,-14.935,-28.448,7.327,-82.612,-36.643,-7.394,6.125,-25.926,-9.588,-104.609,-48.211
7.459,-14.881,-28.57,7.313,-82.589,-36.655,-7.4,6.126,-25.924,-9.584,-104.61,-48.208
7.467,-14.802,-28.698,7.327,-82.583,-36.642,-7.399,6.125,-25.925,-9.59,-104.61,-48.202
7.405,-14.736,-28.852,7.337,-82.575,-36.66,-7.405,6.123,-25.92,-9.584,-104.608,-48.199
7.443,-14.653,-28.985,7.334,-82.584,-36.667,-7.402,6.125,-25.919,-9.572,-104.606,-48.196
7.393,-14.625,-29.147,7.333,-82.594,-36.685,-7.397,6.12,-25.922,-9.564,-104.607,-48.194
7.351,-14.588,-29.28,7.343,-82.597,-36.694,-7.401,6.119,-25.924,-9.555,-104.587,-48.214
7.376,-14.504,-29.421,7.335,-82.598,-36.683,-7.397,6.117,-25.926,-9.55,-104.597,-48.204
7.295,-14.484,-29.58,7.309,-82.59,-36.696,-7.4,6.115,-25.927,-9.533,-104.601,-48.199
7.351,-14.443,-29.692,7.281,-82.584,-36.714,-7.401,6.113,-25.93,-9.52,-104.607,-48.199
7.359,-14.396,-29.807,7.29,-82.567,-36.711,-7.404,6.108,-25.933,-9.513,-104.599,-48.199
7.358,-14.325,-29.955,7.292,-82.56,-36.724,-7.409,6.099,-25.936,-9.508,-104.602,-48.19
7.303,-14.295,-30.094,7.295,-82.538,-36.735,-7.413,6.085,-25.939,-9.513,-104.605,-48.184
7.324,-14.249,-30.191,7.296,-82.508,-36.729,-7.42,6.087,-25.939,-9.521,-104.597,-48.183
7.324,-14.162,-30.354,7.294,-82.51,-36.728,-7.433,6.08,-25.934,-9.515,-104.597,-48.18
7.359,-14.085,-30.49,7.3,-82.517,-36.735,-7.448,6.069,-25.936,-9.502,-104.589,-48.178
7.283,-14.032,-30.682,7.281,-82.502,-36.729,-7.449,6.059,-25.936,-9.491,-104.597,-48.184
7.29,-13.997,-30.774,7.289,-82.5,-36.725,-7.462,6.052,-25.938,-9.489,-104.596,-48.172
7.32,-13.986,-30.885,7.299,-82.508,-36.734,-7.457,6.061,-25.936,-9.503,-104.598,-48.174
7.325,-13.929,-31.054,7.287,-82.504,-36.752,-7.452,6.067,-25.934,-9.521,-104.6,-48.178
7.262,-13.865,-31.207,7.269,-82.506,-36.758,-7.455,6.07,-25.931,-9.524,-104.604,-48.178
7.287,-13.755,-31.318,7.268,-82.505,-36.771,-7.462,6.073,-25.93,-9.53,-104.601,-48.183
7.304,-13.697,-31.418,7.273,-82.512,-36.772,-7.462,6.075,-25.926,-9.535,-104.613,-48.184
7.346,-13.662,-31.523,7.28,-82.516,-36.765,-7.456,6.075,-25.924,-9.54,-104.616,-48.188
7.359,-13.582,-31.63,7.29,-82.525,-36.772,-7.455,6.076,-25.926,-9.558,-104.611,-48.194
7.308,-13.519,-31.774,7.299,-82.53,-36.771,-7.463,6.077,-25.926,-9.581,-104.621,-48.201
7.303,-13.462,-31.907,7.313,-82.535,-36.772,-7.467,6.075,-25.924,-9.57,-104.628,-48.206
7.284,-13.474,-32.006,7.343,-82.546,-36.777,-7.467,6.078,-25.925,-9.563,-104.626,-48.208
7.326,-13.386,-32.119,7.345,-82.563,-36.781,-7.481,6.071,-25.922,-9.561,-104.63,-48.213
7.304,-13.331,-32.235,7.354,-82.569,-36.774,-7.475,6.069,-25.923,-9.556,-104.63,-48.221
7.296,-13.221,-32.367,7.338,-82.565,-36.78,-7.466,6.069,-25.924,-9.551,-104.637,-48.225
7.298,-13.172,-32.454,7.343,-82.564,-36.772,-7.472,6.073,-25.921,-9.557,-104.633,-48.226
7.307,-13.06,-32.589,7.337,-82.549,-36.782,-7.489,6.078,-25.917,-9.557,-104.63,-48.223
7.326,-13.017,-32.678,7.339,-82.551,-36.779,-7.513,6.085,-25.905,-9.552,-104.626,-48.216
7.35,-12.959,-32.764,7.345,-82.546,-36.795,-7.54,6.095,-25.895,-9.551,-104.616,-48.207
7.364,-12.893,-32.874,7.352,-82.549,-36.8,-7.546,6.095,-25.89,-9.554,-104.611,-48.201
7.333,-12.85,-32.982,7.374,-82.556,-36.823,-7.54,6.095,-25.889,-9.552,-104.61,-48.2
7.364,-12.808,-33.052,7.403,-82.568,-36.847,-7.556,6.106,-25.883,-9.552,-104.603,-48.205
7.411,-12.777,-33.156,7.418,-82.553,-36.885,-7.551,6.099,-25.888,-9.551,-104.598,-48.202
7.35,-12.719,-33.257,7.432,-82.545,-36.933,-7.562,6.097,-25.885,-9.55,-104.593,-48.2
7.314,-12.641,-33.389,7.457,-82.52,-36.98,-7.566,6.084,-25.884,-9.544,-104.589,-48.193
7.253,-12.59,-33.521,7.514,-82.504,-37.04,-7.559,6.08,-25.889,-9.546,-104.588,-48.195
7.279,-12.546,-33.58,7.542,-82.507,-37.072,-7.566,6.079,-25.887,-9.544,-104.585,-48.193
7.297,-12.497,-33.666,7.584,-82.454,-37.127,-7.571,6.073,-25.887,-9.542,-104.582,-48.194
7.34,-12.438,-33.761,7.615,-82.391,-37.207,-7.573,6.067,-25.891,-9.541,-104.582,-48.191
7.348,-12.38,-33.865,7.636,-82.378,-37.298,-7.588,6.058,-25.896,-9.543,-104.575,-48.194
7.343,-12.307,-33.986,7.702,-82.292,-37.393,-7.595,6.051,-25.897,-9.543,-104.581,-48.196
7.319,-12.3,-34.073,7.725,-82.199,-37.536,-7.597,6.046,-25.9,-9.54,-104.58,-48.196
7.334,-12.286,-34.137,7.738,-82.194,-37.592,-7.604,6.049,-25.897,-9.546,-104.584,-48.195
7.309,-12.205,-34.218,7.783,-82.164,-37.703,-7.591,6.048,-25.901,-9.545,-104.59,-48.199
7.303,-12.163,-34.289,7.706,-82.055,-37.836,-7.593,6.04,-25.902,-9.535,-104.596,-48.199
7.319,-12.082,-34.35,7.742,-81.961,-37.924,-7.593,6.032,-25.902,-9.534,-104.596,-48.206
7.29,-12.137,-34.416,7.712,-81.817,-38.017,-7.588,6.029,-25.903,-9.543,-104.597,-48.206
7.288,-12.058,-34.481,7.658,-81.713,-38.145,-7.596,6.029,-25.9,-9.55,-104.603,-48.215
7.269,-12.039,-34.584,7.662,-81.602,-38.304,-7.596,6.029,-25.899,-9.539,-104.605,-48.22
7.302,-11.969,-34.608,7.71,-81.535,-38.482,-7.588,6.029,-25.902,-9.53,-104.605,-48.225
7.255,-11.976,-34.638,7.652,-81.407,-38.626,-7.592,6.03,-25.903,-9.52,-104.615,-48.234
7.243,-11.957,-34.673,7.743,-81.275,-38.805,-7.588,6.035,-25.9,-9.524,-104.622,-48.244
7.304,-11.937,-34.689,7.782,-81.112,-38.993,-7.592,6.037,-25.897,-9.538,-104.632,-48.25
7.316,-11.904,-34.726,7.703,-81.013,-39.21,-7.592,6.04,-25.895,-9.546,-104.646,-48.258
7.299,-11.886,-34.77,7.748,-80.838,-39.357,-7.593,6.039,-25.894,-9.531,-104.653,-48.258
7.288,-11.911,-34.77,7.666,-80.715,-39.554,-7.599,6.043,-25.892,-9.539,-104.653,-48.257
7.324,-11.906,-34.777,7.693,-80.565,-39.772,-7.6,6.044,-25.888,-9.54,-104.65,-48.256
