0	A	A	0.075	0.075	0.125	0.125	0.125	-0.5	0	0.325	1
1	T	T	0.075	0.075	0.125	0.125	0.125	-0.5	0	0.5	1
2	A	A	0.075	0.075	0.125	0.125	0.125	-0.5	0	0.5	1
3	A	A	0.075	0.075	0.125	0.125	0.125	-0.5	0	0.5	1
4	A	A	0.075	0.075	0.125	0.125	0.125	-0.325	0	0.325	2
5	A	T	0.075	0.075	0.125	0.125	0.125	-0.325	0	0.325	2
6	A	T	0.075	0.075	0.125	0.125	0.125	-0.325	0	0.5	2
7	T	A	0.075	0.075	0.125	0.125	0.125	-0.5	0	0.5	2
8	A	A	0.075	0.075	0.125	0.125	0.125	-0.5	0	0.5	2
9	A	T	0.075	0.075	0.125	0.125	0.125	-0.5	0	0.5	2
10	T	A	0.075	0.075	0.125	0.125	0.125	-0.325	0	0.325	2
11	A	T	0.075	0.075	0.125	0.125	0.125	-0.5	0	0.325	2
12	A	A	0.075	0.075	0.125	0.125	0.125	-0.5	0	0.325	2
13	T	A	0.075	0.075	0.125	0.125	0.125	-0.325	0	0.5	2
14	T	A	0.075	0.075	0.125	0.125	0.125	-0.5	0	0.325	2
15	A	A	0.075	0.075	0.125	0.125	0.125	-0.325	0	0.5	2
16	A	T	0.075	0.075	0.125	0.125	0.125	-0.325	0	0.325	1
17	T	A	0.075	0.075	0.125	0.125	0.125	-0.325	0	0.5	1
18	A	A	0.075	0.075	0.125	0.125	0.125	-0.5	0	0.5	1
19	A	A	0.075	0.075	0.125	0.125	0.125	-0.5	0	0.325	1
20	A	T	0.075	0.075	0.125	0.125	0.125	-0.325	0	0.5	1
21	T	A	0.075	0.075	0.125	0.125	0.125	-0.325	0	0.325	1
22	T	A	0.075	0.075	0.125	0.125	0.125	-0.5	0	0.5	1
23	A	T	0.075	0.075	0.125	0.125	0.125	-0.5	0	0.5	1
24	A	T	0.075	0.075	0.125	0.125	0.125	-0.5	0	0.325	1
25	A	A	0.075	0.075	0.125	0.125	0.125	-0.325	0	0.5	1
26	T	A	0.075	0.075	0.125	0.125	0.125	-0.5	0	0.325	1
27	A	A	0.075	0.075	0.125	0.125	0.125	-0.325	0	0.325	1
